ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
33,2008,2008-09-14,2,24.118,JAX,,BUF,L 16-20,*,2,1,13,13.00,0,50.0%,6.50,,0,0,0.0,0,0
34,2008,2008-09-21,3,24.125,JAX,@,IND,W 23-21,*,4,2,21,10.50,0,50.0%,5.25,,0,0,0.0,0,0
35,2008,2008-09-28,4,24.132,JAX,,HOU,W 30-27,*,4,,,,,0.0%,,,,,,,
36,2008,2008-10-05,5,24.139,JAX,,PIT,L 21-26,*,4,1,24,24.00,1,25.0%,6.00,,1,6,0.0,0,0
37,2008,2008-10-12,6,24.146,JAX,@,DEN,W 24-17,*,5,3,64,21.33,1,60.0%,12.80,,1,6,0.0,0,0
38,2008,2008-10-26,7,24.160,JAX,,CLE,L 17-23,*,6,3,34,11.33,0,50.0%,5.67,,0,0,0.0,0,0
39,2008,2008-11-02,8,24.167,JAX,@,CIN,L 19-21,*,6,4,38,9.50,0,66.7%,6.33,,0,0,0.0,0,0
40,2008,2008-11-09,9,24.174,JAX,@,DET,W 38-14,*,8,4,64,16.00,0,50.0%,8.00,,0,0,0.0,0,0
41,2008,2008-11-16,10,24.181,JAX,,TEN,L 14-24,*,2,1,19,19.00,0,50.0%,9.50,,0,0,0.0,0,0
42,2008,2008-11-23,11,24.188,JAX,,MIN,L 12-30,*,7,4,41,10.25,0,57.1%,5.86,,0,0,0.0,0,0
43,2008,2008-12-01,12,24.196,JAX,@,HOU,L 17-30,*,2,2,37,18.50,0,100.0%,18.50,,0,0,0.0,0,0
44,2008,2008-12-07,13,24.202,JAX,@,CHI,L 10-23,*,9,4,43,10.75,0,44.4%,4.78,,0,0,0.0,1,0
45,2008,2008-12-14,14,24.209,JAX,,GNB,W 20-16,*,3,2,7,3.50,0,66.7%,2.33,,0,0,0.0,0,0
46,2008,2008-12-18,15,24.213,JAX,,IND,L 24-31,*,7,6,55,9.17,0,85.7%,7.86,,0,0,0.0,0,0
47,2008,2008-12-28,16,24.223,JAX,@,BAL,L 7-27,*,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0
48,2009,2009-09-13,1,25.117,JAX,@,IND,L 12-14,*,6,3,23,7.67,0,50.0%,3.83,,0,0,0.0,0,0
49,2009,2009-09-20,2,25.124,JAX,,ARI,L 17-31,*,5,3,62,20.67,1,60.0%,12.40,,1,6,0.0,0,0
50,2009,2009-09-27,3,25.131,JAX,@,HOU,W 31-24,*,2,1,18,18.00,0,50.0%,9.00,,0,0,0.0,0,0
51,2009,2009-10-04,4,25.138,JAX,,TEN,W 37-17,*,5,4,76,19.00,1,80.0%,15.20,,1,6,0.0,0,0
52,2009,2009-10-11,5,25.145,JAX,@,SEA,L 0-41,*,8,3,13,4.33,0,37.5%,1.63,,0,0,0.0,0,0
53,2009,2009-10-18,6,25.152,JAX,,STL,W 23-20,*,3,1,5,5.00,0,33.3%,1.67,,0,0,0.0,1,0
54,2009,2009-11-01,7,25.166,JAX,@,TEN,L 13-30,*,1,1,20,20.00,0,100.0%,20.00,,0,0,0.0,0,0
55,2009,2009-11-08,8,25.173,JAX,,KAN,W 24-21,*,2,1,3,3.00,0,50.0%,1.50,,0,0,0.0,0,0
56,2009,2009-11-15,9,25.180,JAX,@,NYJ,W 24-22,*,4,2,58,29.00,0,50.0%,14.50,,0,0,0.0,0,0
57,2009,2009-11-22,10,25.187,JAX,,BUF,W 18-15,*,4,3,70,23.33,0,75.0%,17.50,,0,0,0.0,0,0
58,2009,2009-11-29,11,25.194,JAX,@,SFO,L 3-20,*,5,3,40,13.33,0,60.0%,8.00,,0,0,0.0,0,0
59,2009,2009-12-06,12,25.201,JAX,,HOU,W 23-18,*,1,1,47,47.00,0,100.0%,47.00,,0,0,0.0,0,0
60,2009,2009-12-13,13,25.208,JAX,,MIA,L 10-14,*,5,2,30,15.00,0,40.0%,6.00,,0,0,0.0,0,0
61,2009,2009-12-17,14,25.212,JAX,,IND,L 31-35,*,7,4,53,13.25,0,57.1%,7.57,,0,0,0.0,0,0
62,2009,2009-12-27,15,25.222,JAX,@,NWE,L 7-35,*,1,,,,,0.0%,,,,,,,
63,2010,2010-09-12,1,26.116,JAX,,DEN,W 24-17,*,2,2,31,15.50,2,100.0%,15.50,,2,12,0.0,0,0
64,2010,2010-09-19,2,26.123,JAX,@,SDG,L 13-38,*,9,5,70,14.00,0,55.6%,7.78,,0,0,0.0,1,0
65,2010,2010-09-26,3,26.130,JAX,,PHI,L 3-28,*,5,3,15,5.00,0,60.0%,3.00,,0,0,0.0,0,0
66,2010,2010-10-03,4,26.137,JAX,,IND,W 31-28,*,2,2,22,11.00,1,100.0%,11.00,,1,6,0.0,0,0
67,2010,2010-10-10,5,26.144,JAX,@,BUF,W 36-26,*,5,4,54,13.50,2,80.0%,10.80,,2,12,0.0,0,0
68,2010,2010-10-18,6,26.152,JAX,,TEN,L 3-30,*,6,4,39,9.75,0,66.7%,6.50,,0,0,0.0,1,0
69,2010,2010-10-24,7,26.158,JAX,@,KAN,L 20-42,*,9,3,44,14.67,0,33.3%,4.89,,0,0,0.0,0,0
70,2010,2010-10-31,8,26.165,JAX,@,DAL,W 35-17,*,3,2,51,25.50,2,66.7%,17.00,,2,12,0.0,0,0
71,2010,2010-11-14,9,26.179,JAX,,HOU,W 31-24,*,6,5,53,10.60,0,83.3%,8.83,,0,0,0.0,0,0
72,2010,2010-11-21,10,26.186,JAX,,CLE,W 24-20,*,8,5,66,13.20,1,62.5%,8.25,,1,6,0.0,0,0
73,2010,2010-11-28,11,26.193,JAX,@,NYG,L 20-24,*,5,3,36,12.00,0,60.0%,7.20,,0,0,0.0,0,0
74,2010,2010-12-05,12,26.200,JAX,@,TEN,W 17-6,*,4,3,36,12.00,0,75.0%,9.00,,0,0,0.0,0,0
75,2010,2010-12-12,13,26.207,JAX,,OAK,W 38-31,*,4,4,57,14.25,1,100.0%,14.25,,1,6,0.0,0,0
76,2010,2010-12-19,14,26.214,JAX,@,IND,L 24-34,*,7,6,63,10.50,0,85.7%,9.00,,0,0,0.0,0,0
77,2010,2010-12-26,15,26.221,JAX,,WAS,L 17-20,*,7,3,37,12.33,0,42.9%,5.29,,0,0,0.0,1,0
78,2010,2011-01-02,16,26.228,JAX,@,HOU,L 17-34,*,7,4,26,6.50,1,57.1%,3.71,,1,6,0.0,0,0
79,2011,2011-09-11,1,27.115,JAX,,TEN,W 16-14,*,3,2,28,14.00,0,66.7%,9.33,,0,0,0.0,0,0
80,2011,2011-09-25,3,27.129,JAX,@,CAR,L 10-16,*,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0
81,2011,2011-10-02,4,27.136,JAX,,NOR,L 10-23,*,7,3,38,12.67,0,42.9%,5.43,,0,0,0.0,0,0
82,2011,2011-10-09,5,27.143,JAX,,CIN,L 20-30,*,4,1,6,6.00,0,25.0%,1.50,,0,0,0.0,0,0
83,2011,2011-10-16,6,27.150,JAX,@,PIT,L 13-17,*,8,2,29,14.50,0,25.0%,3.63,,0,0,0.0,0,0
84,2011,2011-10-24,7,27.158,JAX,,BAL,W 12-7,*,3,1,13,13.00,0,33.3%,4.33,,0,0,0.0,0,0
85,2011,2011-10-30,8,27.164,JAX,@,HOU,L 14-24,*,9,4,45,11.25,0,44.4%,5.00,,0,0,0.0,0,0
86,2011,2011-11-13,9,27.178,JAX,@,IND,W 17-3,*,3,1,-4,-4.00,0,33.3%,-1.33,,0,0,0.0,0,0
87,2011,2011-11-20,10,27.185,JAX,@,CLE,L 10-14,*,11,7,64,9.14,0,63.6%,5.82,,0,0,0.0,0,0
88,2011,2011-11-27,11,27.192,JAX,,HOU,L 13-20,*,12,4,47,11.75,0,33.3%,3.92,,0,0,0.0,0,0
89,2011,2011-12-05,12,27.200,JAX,,SDG,L 14-38,*,4,3,27,9.00,0,75.0%,6.75,,0,0,0.0,0,0
90,2011,2011-12-11,13,27.206,JAX,,TAM,W 41-14,*,7,2,77,38.50,0,28.6%,11.00,,0,0,0.0,1,0
91,2011,2011-12-15,14,27.210,JAX,@,ATL,L 14-41,*,5,3,30,10.00,0,60.0%,6.00,,0,0,0.0,0,0
92,2011,2011-12-24,15,27.219,JAX,@,TEN,L 17-23,*,3,1,12,12.00,0,33.3%,4.00,,0,0,0.0,0,0
93,2011,2012-01-01,16,27.227,JAX,,IND,W 19-13,*,4,3,33,11.00,0,75.0%,8.25,,0,0,0.0,0,0
94,2012,2012-09-09,1,28.113,JAX,@,MIN,L 23-26,*,5,5,52,10.40,1,100.0%,10.40,,1,6,0.0,0,0
95,2012,2012-09-16,2,28.120,JAX,,HOU,L 7-27,*,,,,,,0.0%,,,,,,,
96,2012,2012-09-23,3,28.127,JAX,@,IND,W 22-17,*,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
97,2012,2012-09-30,4,28.134,JAX,,CIN,L 10-27,,3,3,32,10.67,1,100.0%,10.67,,1,6,0.0,0,0
98,2012,2012-10-07,5,28.141,JAX,,CHI,L 3-41,*,7,5,24,4.80,0,71.4%,3.43,,0,0,0.0,0,0
99,2012,2012-10-21,6,28.155,JAX,@,OAK,L 23-26,*,3,3,20,6.67,0,100.0%,6.67,,0,0,0.0,0,0
100,2012,2012-10-28,7,28.162,JAX,@,GNB,L 15-24,*,7,2,21,10.50,0,28.6%,3.00,,0,0,0.0,0,0
101,2012,2012-11-04,8,28.169,JAX,,DET,L 14-31,*,6,4,41,10.25,0,66.7%,6.83,,0,0,0.0,0,0
102,2012,2012-11-08,9,28.173,JAX,,IND,L 10-27,*,4,3,36,12.00,0,75.0%,9.00,,0,0,0.0,0,0
103,2012,2012-11-18,10,28.183,JAX,@,HOU,L 37-43,*,4,3,40,13.33,2,75.0%,10.00,,2,12,0.0,0,0
104,2012,2012-11-25,11,28.190,JAX,,TEN,W 24-19,*,6,4,56,14.00,0,66.7%,9.33,,0,0,0.0,0,0
105,2012,2012-12-02,12,28.197,JAX,@,BUF,L 18-34,*,7,4,68,17.00,0,57.1%,9.71,,0,0,0.0,0,0
106,2012,2012-12-09,13,28.204,JAX,,NYJ,L 10-17,*,4,1,4,4.00,0,25.0%,1.00,,0,0,0.0,0,0
107,2012,2012-12-16,14,28.211,JAX,@,MIA,L 3-24,*,4,3,8,2.67,0,75.0%,2.00,,0,0,0.0,0,0
108,2012,2012-12-23,15,28.218,JAX,,NWE,L 16-23,*,6,4,27,6.75,0,66.7%,4.50,,0,0,0.0,0,0
109,2012,2012-12-30,16,28.225,JAX,@,TEN,L 20-38,*,10,7,103,14.71,0,70.0%,10.30,,0,0,0.0,0,0
110,2013,2013-09-29,4,29.133,JAX,,IND,L 3-37,*,,,,,,0.0%,,,,,,,
111,2013,2013-10-20,7,29.154,JAX,,SDG,L 6-24,*,3,1,31,31.00,0,33.3%,10.33,,0,0,0.0,0,0
112,2013,2013-10-27,8,29.161,JAX,,SFO,L 10-42,*,3,1,6,6.00,0,33.3%,2.00,,0,0,0.0,0,0
113,2013,2013-11-10,9,29.175,JAX,@,TEN,W 29-27,*,6,3,39,13.00,0,50.0%,6.50,,0,0,0.0,1,0
114,2013,2013-11-17,10,29.182,JAX,,ARI,L 14-27,*,7,3,23,7.67,0,42.9%,3.29,,0,0,0.0,0,0
115,2013,2013-11-24,11,29.189,JAX,@,HOU,W 13-6,*,1,1,18,18.00,0,100.0%,18.00,,0,0,0.0,0,0
116,2013,2013-12-01,12,29.196,JAX,@,CLE,W 32-28,*,4,3,26,8.67,1,75.0%,6.50,,1,6,0.0,0,0
117,2013,2013-12-05,13,29.200,JAX,,HOU,W 27-20,*,4,2,42,21.00,1,50.0%,10.50,,1,6,0.0,0,0
118,2013,2013-12-15,14,29.210,JAX,,BUF,L 20-27,*,7,4,54,13.50,1,57.1%,7.71,,1,6,0.0,0,0
119,2013,2013-12-22,15,29.217,JAX,,TEN,L 16-20,*,6,4,50,12.50,1,66.7%,8.33,,1,6,0.0,1,0
120,2013,2013-12-29,16,29.224,JAX,@,IND,L 10-30,*,6,3,70,23.33,0,50.0%,11.67,,0,0,0.0,0,0
121,2014,2014-09-07,1,30.111,JAX,@,PHI,L 17-34,*,9,6,35,5.83,0,66.7%,3.89,,0,0,0.0,0,0
122,2014,2014-09-14,2,30.118,JAX,@,WAS,L 10-41,*,3,2,71,35.50,1,66.7%,23.67,,1,6,0.0,0,0
123,2014,2014-11-23,11,30.188,JAX,@,IND,L 3-23,*,3,1,-5,-5.00,0,33.3%,-1.67,,0,0,0.0,0,0
124,2014,2014-11-30,12,30.195,JAX,,NYG,W 25-24,*,3,2,8,4.00,0,66.7%,2.67,,0,0,0.0,0,0
125,2014,2014-12-07,13,30.202,JAX,,HOU,L 13-27,*,4,3,69,23.00,0,75.0%,17.25,,0,0,0.0,0,0
126,2014,2014-12-14,14,30.209,JAX,@,BAL,L 12-20,*,3,2,22,11.00,0,66.7%,7.33,,0,0,0.0,0,0
127,2014,2014-12-18,15,30.213,JAX,,TEN,W 21-13,*,3,2,6,3.00,1,66.7%,2.00,,1,6,0.0,0,0
128,2014,2014-12-28,16,30.223,JAX,@,HOU,L 17-23,*,3,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
129,2015,2015-09-13,1,31.117,JAX,,CAR,L 9-20,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
130,2015,2015-09-20,2,31.124,JAX,,MIA,W 23-20,*,4,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
131,2015,2015-09-27,3,31.131,JAX,@,NWE,L 17-51,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
132,2015,2015-10-04,4,31.138,JAX,@,IND,L 13-16,*,8,5,40,8.00,0,62.5%,5.00,,0,0,0.0,0,0
133,2015,2015-10-11,5,31.145,JAX,@,TAM,L 31-38,*,4,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
134,2015,2015-10-18,6,31.152,JAX,,HOU,L 20-31,*,2,1,8,8.00,0,50.0%,4.00,,0,0,0.0,0,0
135,2015,2015-10-25,7,31.159,JAX,,BUF,W 34-31,*,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,0,0
136,2015,2015-11-08,8,31.173,JAX,@,NYJ,L 23-28,*,1,1,27,27.00,0,100.0%,27.00,,0,0,0.0,0,0
137,2015,2015-11-15,9,31.180,JAX,@,BAL,W 22-20,*,2,1,9,9.00,0,50.0%,4.50,,0,0,0.0,0,0
138,2015,2015-11-19,10,31.184,JAX,,TEN,W 19-13,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
139,2015,2015-11-29,11,31.194,JAX,,SDG,L 25-31,*,2,1,24,24.00,0,50.0%,12.00,,0,0,0.0,0,0
140,2015,2015-12-06,12,31.201,JAX,@,TEN,L 39-42,*,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0
141,2015,2015-12-13,13,31.208,JAX,,IND,W 51-16,*,2,1,14,14.00,0,50.0%,7.00,,0,0,0.0,0,0
142,2015,2015-12-20,14,31.215,JAX,,ATL,L 17-23,*,3,1,26,26.00,0,33.3%,8.67,,0,0,0.0,0,0
143,2015,2015-12-27,15,31.222,JAX,@,NOR,L 27-38,*,1,1,13,13.00,0,100.0%,13.00,,0,0,0.0,0,0
144,2015,2016-01-03,16,31.229,JAX,@,HOU,L 6-30,*,1,1,45,45.00,0,100.0%,45.00,,0,0,0.0,0,0
145,2016,2016-09-11,1,32.115,JAX,,GNB,L 23-27,*,2,2,48,24.00,0,100.0%,24.00,,0,0,0.0,0,0
146,2016,2016-09-18,2,32.122,JAX,@,SDG,L 14-38,*,3,2,17,8.50,1,66.7%,5.67,,1,6,0.0,0,0
147,2016,2016-09-25,3,32.129,JAX,,BAL,L 17-19,*,3,3,20,6.67,0,100.0%,6.67,,0,0,0.0,0,0
148,2016,2016-10-02,4,32.136,JAX,,IND,W 30-27,*,2,1,12,12.00,0,50.0%,6.00,,0,0,0.0,0,0
149,2016,2016-10-16,5,32.150,JAX,@,CHI,W 17-16,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
150,2016,2016-10-23,6,32.157,JAX,,OAK,L 16-33,*,3,1,11,11.00,0,33.3%,3.67,,0,0,0.0,0,0
151,2016,2016-10-27,7,32.161,JAX,@,TEN,L 22-36,*,6,4,23,5.75,0,66.7%,3.83,,0,0,0.0,0,0
152,2016,2016-11-06,8,32.171,JAX,@,KAN,L 14-19,*,4,2,23,11.50,0,50.0%,5.75,,0,0,0.0,0,0
153,2016,2016-11-13,9,32.178,JAX,,HOU,L 21-24,*,4,3,-1,-0.33,0,75.0%,-0.25,,0,0,0.0,0,0
154,2016,2016-11-20,10,32.185,JAX,@,DET,L 19-26,*,2,2,16,8.00,0,100.0%,8.00,,0,0,0.0,0,0
155,2017,2017-09-10,1,33.114,JAX,@,HOU,W 29-7,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
156,2017,2017-09-17,2,33.121,JAX,,TEN,L 16-37,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
157,2017,2017-09-24,3,33.128,JAX,,BAL,W 44-7,*,5,4,62,15.50,3,80.0%,12.40,,3,18,0.0,0,0
158,2017,2017-10-01,4,33.135,JAX,@,NYJ,L 20-23,*,4,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
159,2017,2017-10-08,5,33.142,JAX,@,PIT,W 30-9,*,2,1,14,14.00,0,50.0%,7.00,,0,0,0.0,0,0
160,2017,2017-10-15,6,33.149,JAX,,LAR,L 17-27,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
161,2017,2017-10-22,7,33.156,JAX,@,IND,W 27-0,*,3,2,29,14.50,1,66.7%,9.67,,1,6,0.0,0,0
162,2017,2017-11-05,8,33.170,JAX,,CIN,W 23-7,*,6,3,49,16.33,0,50.0%,8.17,,0,0,0.0,0,0
163,2017,2017-11-12,9,33.177,JAX,,LAC,W 20-17,*,5,2,29,14.50,0,40.0%,5.80,,0,0,0.0,0,0
164,2017,2017-11-19,10,33.184,JAX,@,CLE,W 19-7,*,2,2,26,13.00,1,100.0%,13.00,,1,6,0.0,0,0
165,2017,2017-11-26,11,33.191,JAX,@,ARI,L 24-27,*,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,0
166,2017,2017-12-03,12,33.198,JAX,,IND,W 30-10,*,5,4,46,11.50,0,80.0%,9.20,1,0,2,0.0,0,0
167,2017,2017-12-10,13,33.205,JAX,,SEA,W 30-24,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
168,2017,2017-12-17,14,33.212,JAX,,HOU,W 45-7,*,2,2,18,9.00,0,100.0%,9.00,,0,0,0.0,0,0
169,2017,2017-12-24,15,33.219,JAX,@,SFO,L 33-44,*,1,1,22,22.00,0,100.0%,22.00,,0,0,0.0,0,0
170,2017,2017-12-31,16,33.226,JAX,@,TEN,L 10-15,*,3,2,13,6.50,0,66.7%,4.33,,0,0,0.0,0,0
171,2018,2018-09-09,1,34.113,GNB,,CHI,W 24-23,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
172,2018,2018-09-16,2,34.120,GNB,,MIN,T 29-29,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
173,2018,2018-09-23,3,34.127,GNB,@,WAS,L 17-31,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
