ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2001,2001-09-09,1,22.059,STL,@,PHI,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,73,18.25,0,0,0,,0,0,0
2,2001,2001-12-09,12,22.150,DET,@,TAM,L 12-15,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
3,2001,2001-12-16,13,22.157,DET,,MIN,W 27-24,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
4,2001,2001-12-23,14,22.164,DET,@,PIT,L 14-47,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
5,2001,2001-12-30,15,22.171,DET,,CHI,L 0-24,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,2001,2002-01-06,16,22.178,DET,,DAL,W 15-10,,5,19,3.80,0,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
7,2002,2002-09-08,1,23.058,DET,@,MIA,L 21-49,*,4,4,1.00,0,5,2,37,18.50,0,40.0%,7.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
8,2002,2002-09-15,2,23.065,DET,@,CAR,L 7-31,,3,6,2.00,0,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
9,2002,2002-10-13,5,23.093,DET,@,MIN,L 24-31,,2,2,1.00,0,5,2,34,17.00,0,40.0%,6.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,2002,2002-10-20,6,23.100,DET,,CHI,W 23-20,,3,9,3.00,0,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,2002,2002-11-03,8,23.114,DET,,DAL,W 9-7,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,2,48,24.00,0,0,0,,0,0,0
12,2002,2002-11-10,9,23.121,DET,@,GNB,L 14-40,,0,0,,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,2002,2002-11-17,10,23.128,DET,,NYJ,L 14-31,,2,4,2.00,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,2002,2002-12-15,14,23.156,DET,,TAM,L 20-23,*,10,62,6.20,0,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
15,2002,2002-12-22,15,23.163,DET,@,ATL,L 15-36,*,1,17,17.00,0,2,1,15,15.00,1,50.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
16,2002,2002-12-29,16,23.170,DET,,MIN,L 36-38,,1,3,3.00,0,2,2,49,24.50,1,100.0%,24.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
