ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1999,1999-09-13,1,26.045,DEN,,MIA,L 21-38,,,,,,
2,1999,1999-09-19,2,26.051,DEN,@,KAN,L 10-26,,,,,,
3,1999,1999-09-26,3,26.058,DEN,@,TAM,L 10-13,,,,,,
4,1999,1999-10-03,4,26.065,DEN,,NYJ,L 13-21,,,,,,
5,1999,1999-10-10,5,26.072,DEN,@,OAK,W 16-13,,,,,,
6,1999,1999-10-17,6,26.079,DEN,,GNB,W 31-10,,,,,,
7,1999,1999-10-24,7,26.086,DEN,@,NWE,L 23-24,,,,,,
8,2000,2000-09-24,4,27.056,SFO,@,DAL,W 41-24,,,,,,
9,2000,2000-10-01,5,27.063,SFO,,ARI,W 27-20,,,,,,
10,2000,2000-10-08,6,27.070,SFO,,OAK,L 28-34,,,,,,
11,2000,2000-10-15,7,27.077,SFO,@,GNB,L 28-31,,,,,,
12,2000,2000-10-22,8,27.084,SFO,@,CAR,L 16-34,*,0,0,,0,1.0
13,2000,2000-10-29,9,27.091,SFO,,STL,L 24-34,*,,,,,
14,2000,2000-11-05,10,27.098,SFO,@,NOR,L 15-31,,,,,,
15,2000,2000-11-12,11,27.105,SFO,,KAN,W 21-7,,,,,,
16,2000,2000-11-19,12,27.112,SFO,,ATL,W 16-6,,,,,,
17,2000,2000-12-03,13,27.126,SFO,@,SDG,W 45-17,,,,,,
18,2000,2000-12-10,14,27.133,SFO,,NOR,L 27-31,,,,,,
19,2000,2000-12-17,15,27.140,SFO,,CHI,W 17-0,,,,,,
20,2001,2001-09-09,1,28.041,ATL,@,SFO,L 13-16,,,,,,
21,2001,2001-09-23,2,28.055,ATL,,CAR,W 24-16,,,,,,
22,2001,2001-09-30,3,28.062,ATL,@,ARI,W 34-14,,,,,,
23,2001,2001-10-07,4,28.069,ATL,,CHI,L 3-31,,,,,,
24,2001,2001-10-14,5,28.076,ATL,,SFO,L 31-37,,,,,,
25,2001,2001-11-04,7,28.097,ATL,,NWE,L 10-24,,,,,,
26,2001,2001-11-11,8,28.104,ATL,,DAL,W 20-13,,,,,,
27,2001,2001-11-18,9,28.111,ATL,@,GNB,W 23-20,,,,,,
28,2001,2001-11-25,10,28.118,ATL,@,CAR,W 10-7,,,,,,
29,2001,2001-12-02,11,28.125,ATL,,STL,L 6-35,,,,,,
30,2001,2001-12-09,12,28.132,ATL,,NOR,L 10-28,,,,,,
31,2001,2001-12-16,13,28.139,ATL,@,IND,L 27-41,,,,,,
32,2001,2001-12-23,14,28.146,ATL,,BUF,W 33-30,,,,,,
33,2001,2001-12-30,15,28.153,ATL,@,MIA,L 14-21,,,,,,
34,2001,2002-01-06,16,28.160,ATL,@,STL,L 13-31,,,,,,
35,2002,2002-09-15,2,29.047,ATL,,CHI,L 13-14,,,,,,
36,2002,2002-09-22,3,29.054,ATL,,CIN,W 30-3,,,,,,
37,2002,2002-10-06,4,29.068,ATL,,TAM,L 6-20,,,,,,
38,2002,2002-10-13,5,29.075,ATL,@,NYG,W 17-10,,1,10,10.00,0,0.0
39,2002,2002-10-20,6,29.082,ATL,,CAR,W 30-0,,,,,,
40,2002,2002-10-27,7,29.089,ATL,@,NOR,W 37-35,,,,,,
41,2002,2002-11-03,8,29.096,ATL,,BAL,W 20-17,,,,,,
42,2002,2002-11-10,9,29.103,ATL,@,PIT,T 34-34,,,,,,
43,2002,2002-11-17,10,29.110,ATL,,NOR,W 24-17,,,,,,
44,2002,2002-11-24,11,29.117,ATL,@,CAR,W 41-0,,,,,,
45,2002,2002-12-01,12,29.124,ATL,@,MIN,W 30-24,,,,,,
46,2002,2002-12-08,13,29.131,ATL,@,TAM,L 10-34,,,,,,
47,2002,2002-12-15,14,29.138,ATL,,SEA,L 24-30,,,,,,
48,2002,2002-12-22,15,29.145,ATL,,DET,W 36-15,,,,,,
49,2002,2002-12-29,16,29.152,ATL,@,CLE,L 16-24,,,,,,
50,2003,2003-09-07,1,30.039,ATL,@,DAL,W 27-13,,,,,,
51,2003,2003-09-14,2,30.046,ATL,,WAS,L 31-33,,,,,,
52,2003,2003-09-21,3,30.053,ATL,,TAM,L 10-31,,,,,,
53,2003,2003-09-28,4,30.060,ATL,@,CAR,L 3-23,,,,,,
54,2003,2003-10-05,5,30.067,ATL,,MIN,L 26-39,,,,,,
55,2003,2003-10-13,6,30.075,ATL,@,STL,L 0-36,,,,,,
56,2003,2003-10-19,7,30.081,ATL,,NOR,L 17-45,,,,,,
57,2003,2003-11-02,8,30.095,ATL,,PHI,L 16-23,,,,,,
58,2003,2003-11-09,9,30.102,ATL,@,NYG,W 27-7,,,,,,
59,2003,2003-11-16,10,30.109,ATL,@,NOR,L 20-23,,,,,,
60,2003,2003-11-23,11,30.116,ATL,,TEN,L 31-38,,,,,,
61,2003,2003-11-30,12,30.123,ATL,@,HOU,L 13-17,,,,,,
62,2003,2003-12-07,13,30.130,ATL,,CAR,W 20-14,,,,,,
63,2003,2003-12-14,14,30.137,ATL,@,IND,L 7-38,,,,,,
64,2003,2003-12-20,15,30.143,ATL,@,TAM,W 30-28,,,,,,
65,2003,2003-12-28,16,30.151,ATL,,JAX,W 21-14,,,,,,
66,2004,2004-09-12,1,31.044,ATL,@,SFO,W 21-19,,,,,,
67,2004,2004-09-19,2,31.051,ATL,,STL,W 34-17,,,,,,
68,2004,2004-09-26,3,31.058,ATL,,ARI,W 6-3,,,,,,
69,2004,2004-10-03,4,31.065,ATL,@,CAR,W 27-10,,,,,,
70,2004,2004-10-10,5,31.072,ATL,,DET,L 10-17,,,,,,
71,2004,2004-10-17,6,31.079,ATL,,SDG,W 21-20,,,,,,
72,2004,2004-10-24,7,31.086,ATL,@,KAN,L 10-56,,,,,,
73,2004,2004-10-31,8,31.093,ATL,@,DEN,W 41-28,,,,,,
74,2004,2004-11-14,9,31.107,ATL,,TAM,W 24-14,,,,,,
75,2004,2004-11-21,10,31.114,ATL,@,NYG,W 14-10,,,,,,
76,2004,2004-11-28,11,31.121,ATL,,NOR,W 24-21,,,,,,
77,2004,2004-12-05,12,31.128,ATL,@,TAM,L 0-27,,,,,,
78,2004,2004-12-12,13,31.135,ATL,,OAK,W 35-10,,,,,,
79,2004,2004-12-18,14,31.141,ATL,,CAR,W 34-31,,,,,,
80,2004,2004-12-26,15,31.149,ATL,@,NOR,L 13-26,,,,,,
81,2004,2005-01-02,16,31.156,ATL,@,SEA,L 26-28,,,,,,
82,2005,2005-11-06,8,32.099,ATL,@,MIA,W 17-10,,,,,,
83,2005,2005-11-13,9,32.106,ATL,,GNB,L 25-33,,,,,,
84,2005,2005-11-20,10,32.113,ATL,,TAM,L 27-30,,,,,,
85,2005,2005-11-24,11,32.117,ATL,@,DET,W 27-7,,,,,,
86,2005,2005-12-04,12,32.127,ATL,@,CAR,L 6-24,,,,,,
87,2005,2005-12-12,13,32.135,ATL,,NOR,W 36-17,,,,,,
88,2005,2005-12-18,14,32.141,ATL,@,CHI,L 3-16,,,,,,
89,2005,2005-12-24,15,32.147,ATL,@,TAM,L 24-27,,,,,,
90,2005,2006-01-01,16,32.155,ATL,,CAR,L 11-44,,,,,,
