ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-11-08,7,24.276,PHI,,NYG,W 30-7,,2,4,50.00,49,0,0,94.8,0,0,12.25,12.25,1,-2,-2.00,0
2,1953,1953-11-15,8,24.283,PHI,,BAL,W 45-14,,2,4,50.00,19,0,1,24.0,0,0,4.75,-6.50,1,0,0.00,0
3,1953,1953-11-21,9,24.289,PHI,,CRD,W 38-0,,2,6,33.33,39,0,1,17.4,0,0,6.50,-1.00,0,0,,0
