ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
21,1969,1969-11-09,8,23.303,DET,,ATL,W 27-21,1,13,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
22,1969,1969-11-16,9,23.310,DET,,STL,W 20-0,5,117,23.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
23,1969,1969-11-23,10,23.317,DET,@,GNB,W 16-10,6,74,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
24,1969,1969-11-27,11,23.321,DET,,MIN,L 0-27,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
25,1969,1969-12-07,12,23.331,DET,@,BAL,T 17-17,2,63,31.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1969,1969-12-14,13,23.338,DET,,RAM,W 28-0,1,32,32.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
27,1969,1969-12-21,14,23.345,DET,@,CHI,W 20-3,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
28,1970,1970-10-18,5,24.281,DET,@,CLE,W 41-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
29,1970,1970-10-25,6,24.288,DET,@,CHI,W 16-10,1,17,17.00,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,6
30,1970,1970-11-01,7,24.295,DET,,MIN,L 17-30,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
31,1970,1970-11-08,8,24.302,DET,@,NOR,L 17-19,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
32,1970,1970-11-15,9,24.309,DET,@,MIN,L 20-24,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1970,1970-11-22,10,24.316,DET,,SFO,W 28-7,1,18,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
34,1970,1970-11-26,11,24.320,DET,,OAK,W 28-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
35,1970,1970-12-06,12,24.330,DET,,STL,W 16-3,1,44,44.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
36,1970,1970-12-14,13,24.338,DET,@,RAM,W 28-23,3,53,17.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
37,1970,1970-12-20,14,24.344,DET,,GNB,W 20-0,1,40,40.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
38,1971,1971-09-20,1,25.253,DET,,MIN,L 13-16,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
39,1971,1971-09-26,2,25.259,DET,@,NWE,W 34-7,3,60,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
40,1971,1971-10-03,3,25.266,DET,,ATL,W 41-38,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
41,1971,1971-10-10,4,25.273,DET,,GNB,W 31-28,2,29,14.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
42,1971,1971-10-17,5,25.280,DET,@,HOU,W 31-7,,,,,,,,,,,,,,,,,,,,,
43,1971,1971-10-24,6,25.287,DET,,CHI,L 23-28,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
44,1971,1971-11-01,7,25.295,DET,@,GNB,T 14-14,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
45,1971,1971-11-07,8,25.301,DET,@,DEN,W 24-20,1,76,76.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
46,1971,1971-11-14,9,25.308,DET,,RAM,L 13-21,2,71,35.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
47,1971,1971-11-21,10,25.315,DET,@,CHI,W 28-3,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
48,1971,1971-11-25,11,25.319,DET,,KAN,W 32-21,2,33,16.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
49,1971,1971-12-05,12,25.329,DET,,PHI,L 20-23,2,69,34.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
50,1971,1971-12-19,14,25.343,DET,@,SFO,L 27-31,2,81,40.50,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0
51,1972,1972-09-17,1,26.251,DET,,NYG,W 30-16,,,,,,,,,,,,,,,,,,,,,
52,1972,1972-09-24,2,26.258,DET,,MIN,L 10-34,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
53,1972,1972-10-01,3,26.265,DET,@,CHI,W 38-24,1,33,33.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
54,1972,1972-10-16,5,26.280,DET,,GNB,L 23-24,,,,,,,,,,,,,,,,,,,,,
55,1972,1972-10-30,7,26.294,DET,@,DAL,L 24-28,0,0,,0,0,0,,0,1,1,100.00,23,0,0,118.7,0,0,23.00,23.00,0,0
56,1972,1972-11-12,9,26.307,DET,@,MIN,L 14-16,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
57,1972,1972-11-19,10,26.314,DET,,NOR,W 27-14,,,,,,,,,,,,,,,,,,,,,
58,1972,1972-12-03,12,26.328,DET,@,GNB,L 7-33,1,29,29.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
59,1972,1972-12-10,13,26.335,DET,@,BUF,T 21-21,1,9,9.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
60,1972,1972-12-17,14,26.342,DET,@,RAM,W 34-17,,,,,,,,,,,,,,,,,,,,,
61,1973,1973-09-23,2,27.256,DET,@,GNB,T 13-13,,,,,,,,,,,,,,,,,,,,,
62,1973,1973-10-01,3,27.264,DET,,ATL,W 31-6,,,,,,,,,,,,,,,,,,,,,
63,1973,1973-10-07,4,27.270,DET,,MIN,L 9-23,,,,,,,,,,,,,,,,,,,,,
64,1973,1973-10-14,5,27.277,DET,@,NOR,L 13-20,2,47,23.50,1,1,13,13.00,0,0,0,,0,0,0,,0,0,,,1,6
65,1973,1973-10-21,6,27.284,DET,,BAL,L 27-29,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
66,1973,1973-10-28,7,27.291,DET,,GNB,W 34-0,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
67,1973,1973-11-04,8,27.298,DET,,SFO,W 30-20,,,,,,,,,,,,,,,,,,,,,
68,1973,1973-11-18,10,27.312,DET,@,CHI,W 30-7,,,,,,,,,,,,,,,,,,,,,
69,1973,1973-11-22,11,27.316,DET,,WAS,L 0-20,,,,,,,,,,,,,,,,,,,,,
70,1973,1973-12-02,12,27.326,DET,@,STL,W 20-16,3,73,24.33,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
71,1973,1973-12-09,13,27.333,DET,,CHI,W 40-7,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
72,1974,1974-09-29,3,28.262,NOR,,ATL,W 14-13,,,,,,,,,,,,,,,,,,,,,
73,1974,1974-10-06,4,28.269,NOR,@,CHI,L 10-24,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1974,1974-10-13,5,28.276,NOR,@,DEN,L 17-33,,,,,,,,,,,,,,,,,,,,,
