ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1998,1998-12-27,16,23.294,IND,,CAR,L 19-27,,,,,
2,1999,1999-09-12,1,24.188,IND,,BUF,W 31-14,,,,,
3,1999,1999-09-19,2,24.195,IND,@,NWE,L 28-31,,,,,
4,1999,1999-09-26,3,24.202,IND,@,SDG,W 27-19,,,,,
5,1999,1999-10-10,4,24.216,IND,,MIA,L 31-34,,,,,
6,1999,1999-10-17,5,24.223,IND,@,NYJ,W 16-13,,,,,
7,1999,1999-10-24,6,24.230,IND,,CIN,W 31-10,,,,,
8,1999,1999-10-31,7,24.237,IND,,DAL,W 34-24,,,,,
9,1999,1999-11-07,8,24.244,IND,,KAN,W 25-17,,,,,
10,1999,1999-11-14,9,24.251,IND,@,NYG,W 27-19,,,,,
11,1999,1999-11-21,10,24.258,IND,@,PHI,W 44-17,,,,,
12,1999,1999-11-28,11,24.265,IND,,NYJ,W 13-6,,,,,
13,1999,1999-12-05,12,24.272,IND,@,MIA,W 37-34,,,,,
14,1999,1999-12-12,13,24.279,IND,,NWE,W 20-15,,,,,
15,1999,1999-12-19,14,24.286,IND,,WAS,W 24-21,,,,,
16,1999,1999-12-26,15,24.293,IND,@,CLE,W 29-28,,,,,
17,1999,2000-01-02,16,24.300,IND,@,BUF,L 6-31,,1,0,0.00,0
18,2000,2000-09-03,1,25.179,IND,@,KAN,W 27-14,,,,,
19,2000,2000-09-10,2,25.186,IND,,OAK,L 31-38,,,,,
20,2000,2000-09-25,3,25.201,IND,,JAX,W 43-14,,,,,
21,2000,2000-10-01,4,25.207,IND,@,BUF,W 18-16,,,,,
22,2000,2000-10-08,5,25.214,IND,@,NWE,L 16-24,,,,,
23,2000,2000-10-15,6,25.221,IND,@,SEA,W 37-24,,,,,
24,2000,2000-10-22,7,25.228,IND,,NWE,W 30-23,,,,,
25,2000,2000-10-29,8,25.235,IND,,DET,W 30-18,,,,,
26,2000,2000-11-05,9,25.242,IND,@,CHI,L 24-27,,,,,
27,2000,2000-11-12,10,25.249,IND,,NYJ,W 23-15,,,,,
28,2000,2000-11-19,11,25.256,IND,@,GNB,L 24-26,,,,,
29,2000,2000-11-26,12,25.263,IND,,MIA,L 14-17,,,,,
30,2000,2000-12-03,13,25.270,IND,@,NYJ,L 17-27,,,,,
31,2000,2000-12-11,14,25.278,IND,,BUF,W 44-20,,,,,
32,2000,2000-12-17,15,25.284,IND,@,MIA,W 20-13,,,,,
33,2000,2000-12-24,16,25.291,IND,,MIN,W 31-10,,,,,
