ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1976,1976-10-10,5,25.276,STL,,PHI,W 33-14,,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00
2,1977,1977-11-24,11,26.320,STL,,MIA,L 14-55,,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00
3,1977,1977-12-04,12,26.330,STL,@,NYG,L 7-27,,4,4,100.00,35,0,0,103.1,0,0,8.75,8.75
