ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1982,1982-09-12,1,23.318,WAS,@,PHI,W 37-34,5,97,19.40,2,0,0,,0,2,12
2,1982,1982-09-19,2,23.325,WAS,@,TAM,W 21-13,3,33,11.00,1,0,0,,0,1,6
3,1982,1982-11-21,3,24.023,WAS,@,NYG,W 27-17,3,57,19.00,1,0,0,,0,1,6
4,1982,1982-11-28,4,24.030,WAS,,PHI,W 13-9,3,124,41.33,1,0,0,,0,1,6
5,1982,1982-12-05,5,24.037,WAS,,DAL,L 10-24,2,52,26.00,1,0,0,,0,1,6
6,1982,1982-12-12,6,24.044,WAS,@,STL,W 12-7,2,47,23.50,0,0,0,,0,0,0
7,1982,1982-12-19,7,24.051,WAS,,NYG,W 15-14,7,96,13.71,0,0,0,,0,0,0
8,1982,1982-12-26,8,24.058,WAS,@,NOR,W 27-10,4,156,39.00,2,0,0,,0,2,12
9,1982,1983-01-02,9,24.065,WAS,,STL,W 28-0,3,28,9.33,0,0,0,,0,0,0
10,1983,1983-09-05,1,24.311,WAS,,DAL,L 30-31,6,97,16.17,1,1,14,14.00,0,1,6
11,1983,1983-09-11,2,24.317,WAS,@,PHI,W 23-13,5,78,15.60,1,0,0,,0,1,6
12,1983,1983-09-18,3,24.324,WAS,,KAN,W 27-12,2,21,10.50,0,1,11,11.00,0,0,0
13,1983,1983-09-25,4,24.331,WAS,@,SEA,W 27-17,2,60,30.00,1,1,11,11.00,0,1,6
14,1983,1983-10-02,5,24.338,WAS,,RAI,W 37-35,11,180,16.36,1,0,0,,0,1,6
15,1983,1983-10-09,6,24.345,WAS,@,STL,W 38-14,5,46,9.20,0,1,17,17.00,0,0,0
16,1983,1983-10-17,7,24.353,WAS,@,GNB,L 47-48,6,91,15.17,0,0,0,,0,0,0
17,1983,1983-10-31,9,25.002,WAS,@,SDG,W 27-24,8,101,12.63,0,0,0,,0,0,0
18,1983,1983-11-06,10,25.008,WAS,,STL,W 45-7,4,70,17.50,0,0,0,,0,0,0
19,1983,1983-11-13,11,25.015,WAS,@,NYG,W 33-17,4,48,12.00,1,0,0,,0,1,6
20,1983,1983-11-20,12,25.022,WAS,@,RAM,W 42-20,8,140,17.50,1,0,0,,0,1,6
21,1983,1983-11-27,13,25.029,WAS,,PHI,W 28-24,7,147,21.00,1,0,0,,0,1,6
22,1983,1983-12-04,14,25.036,WAS,,ATL,W 37-21,3,52,17.33,0,0,0,,0,0,0
23,1983,1983-12-11,15,25.043,WAS,@,DAL,W 31-10,2,31,15.50,0,0,0,,0,0,0
24,1983,1983-12-17,16,25.049,WAS,,NYG,W 31-22,5,63,12.60,1,0,0,,0,1,6
25,1984,1984-09-02,1,25.309,WAS,,MIA,L 17-35,6,60,10.00,0,0,0,,0,0,0
26,1984,1984-09-10,2,25.317,WAS,@,SFO,L 31-37,2,20,10.00,1,0,0,,0,1,6
27,1984,1984-09-16,3,25.323,WAS,,NYG,W 30-14,0,0,,0,,,,,,
28,1984,1984-09-23,4,25.330,WAS,@,NWE,W 26-10,4,36,9.00,1,0,0,,0,1,6
29,1984,1984-09-30,5,25.337,WAS,,PHI,W 20-0,0,0,,0,,,,,,
30,1984,1984-11-25,13,26.027,WAS,,BUF,W 41-14,4,68,17.00,1,0,0,,0,1,6
31,1984,1984-11-29,14,26.031,WAS,@,MIN,W 31-17,1,7,7.00,0,0,0,,0,0,0
32,1984,1984-12-09,15,26.041,WAS,@,DAL,W 30-28,1,9,9.00,0,0,0,,0,0,0
33,1984,1984-12-16,16,26.048,WAS,,STL,W 29-27,0,0,,0,,,,,,
34,1985,1985-09-08,1,26.314,ATL,,DET,L 27-28,4,48,12.00,1,0,0,,0,1,6
35,1985,1985-09-15,2,26.321,ATL,@,SFO,L 16-35,2,21,10.50,0,0,0,,0,0,0
36,1985,1985-09-22,3,26.328,ATL,,DEN,L 28-44,4,81,20.25,0,0,0,,0,0,0
37,1985,1985-09-29,4,26.335,ATL,@,RAM,L 6-17,4,47,11.75,0,0,0,,0,0,0
38,1985,1985-10-20,7,26.356,ATL,,NOR,W 31-24,0,0,,0,,,,,,
39,1985,1985-10-27,8,26.363,ATL,@,DAL,L 10-24,0,0,,0,,,,,,
40,1985,1985-11-03,9,27.005,ATL,,WAS,L 10-44,1,17,17.00,0,0,0,,0,0,0
41,1985,1985-11-17,11,27.019,ATL,,RAM,W 30-14,1,23,23.00,0,0,0,,0,0,0
42,1985,1985-11-24,12,27.026,ATL,@,CHI,L 0-36,0,0,,0,,,,,,
43,1985,1985-12-01,13,27.033,ATL,,RAI,L 24-34,0,0,,0,,,,,,
44,1985,1985-12-08,14,27.040,ATL,@,KAN,L 10-38,0,0,,0,,,,,,
45,1985,1985-12-15,15,27.047,ATL,,MIN,W 14-13,4,86,21.50,1,0,0,,0,1,6
46,1985,1985-12-22,16,27.054,ATL,@,NOR,W 16-10,4,89,22.25,0,0,0,,0,0,0
47,1986,1986-09-07,1,27.313,ATL,@,NOR,W 31-10,7,119,17.00,1,0,0,,0,1,6
48,1986,1986-09-14,2,27.320,ATL,,STL,W 33-13,4,63,15.75,1,0,0,,0,1,6
49,1986,1986-09-21,3,27.327,ATL,@,DAL,W 37-35,4,77,19.25,0,0,0,,0,0,0
50,1986,1986-09-28,4,27.334,ATL,@,TAM,W 23-20,7,110,15.71,0,0,0,,0,0,0
51,1986,1986-10-05,5,27.341,ATL,,PHI,L 0-16,1,9,9.00,0,0,0,,0,0,0
52,1986,1986-10-12,6,27.348,ATL,,RAM,W 26-14,3,54,18.00,1,0,0,,0,1,6
53,1986,1986-10-19,7,27.355,ATL,,SFO,T 10-10,3,43,14.33,0,0,0,,0,0,0
54,1986,1986-10-26,8,27.362,ATL,@,RAM,L 7-14,1,4,4.00,0,0,0,,0,0,0
55,1986,1986-11-02,9,28.004,ATL,@,NWE,L 17-25,6,40,6.67,0,0,0,,0,0,0
56,1986,1986-11-09,10,28.011,ATL,,NYJ,L 14-28,6,112,18.67,0,0,0,,0,0,0
57,1986,1986-11-16,11,28.018,ATL,,CHI,L 10-13,5,60,12.00,0,0,0,,0,0,0
58,1986,1986-11-23,12,28.025,ATL,@,SFO,L 0-20,5,45,9.00,0,0,0,,0,0,0
59,1986,1986-11-30,13,28.032,ATL,@,MIA,W 20-14,4,90,22.50,0,0,0,,0,0,0
60,1986,1986-12-07,14,28.039,ATL,,IND,L 23-28,2,23,11.50,1,0,0,,0,1,6
61,1986,1986-12-14,15,28.046,ATL,,NOR,L 9-14,2,34,17.00,0,0,0,,0,0,0
62,1986,1986-12-21,16,28.053,ATL,@,DET,W 20-6,3,35,11.67,0,0,0,,0,0,0
63,1987,1987-11-22,10,29.024,ATL,@,MIN,L 13-24,1,19,19.00,0,0,0,,0,0,0
64,1987,1987-11-29,11,29.031,ATL,,STL,L 21-34,0,0,,0,,,,,,
65,1987,1987-12-06,12,29.038,ATL,@,DAL,W 21-10,2,43,21.50,0,0,0,,0,0,0
66,1987,1987-12-13,13,29.045,ATL,@,RAM,L 0-33,2,41,20.50,0,0,0,,0,0,0
67,1987,1987-12-20,14,29.052,ATL,@,SFO,L 7-35,0,0,,0,,,,,,
68,1987,1987-12-27,15,29.059,ATL,,DET,L 13-30,0,0,,0,,,,,,
