ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
84,1997,1997-09-21,3,27.354,TEN,,BAL,L 10-36,,0,0,,0,,,,
85,1997,1997-09-28,4,27.361,TEN,@,PIT,L 24-37,,0,0,,0,,,,
86,1997,1997-10-05,5,28.003,TEN,@,SEA,L 13-16,,0,0,,0,,,,
87,1997,1997-10-12,6,28.010,TEN,,CIN,W 30-7,,0,0,,0,,,,
88,1997,1997-10-19,7,28.017,TEN,,WAS,W 28-14,,0,0,,0,0.0,1,25,0
89,1997,1997-10-26,8,28.024,TEN,@,ARI,W 41-14,,0,0,,0,0.0,2,39,0
90,1997,1997-11-02,9,28.031,TEN,,JAX,L 24-30,,0,0,,0,,,,
91,1997,1997-11-09,10,28.038,TEN,,NYG,W 10-6,,0,0,,0,0.0,1,15,0
92,1997,1997-11-16,11,28.045,TEN,@,JAX,L 9-17,,0,0,,0,,,,
93,1997,1997-11-23,12,28.052,TEN,,BUF,W 31-14,,1,0,0.00,0,0.0,0,0,0
94,1997,1997-11-27,13,28.056,TEN,@,DAL,W 27-14,,0,0,,0,0.0,1,48,0
95,1997,1997-12-14,15,28.073,TEN,@,BAL,L 19-21,,0,0,,0,,,,
96,1998,1998-09-06,1,28.339,TEN,@,CIN,W 23-14,,0,0,,0,0.0,1,0,0
97,1998,1998-09-13,2,28.346,TEN,,SDG,L 7-13,,,,,,,,,
98,1998,1998-09-20,3,28.353,TEN,@,NWE,L 16-27,,,,,,,,,
99,1998,1998-09-27,4,28.360,TEN,,JAX,L 22-27,,,,,,,,,
100,1998,1998-10-18,6,29.016,TEN,,CIN,W 44-14,,,,,,,,,
101,1998,1998-10-25,7,29.023,TEN,,CHI,L 20-23,,,,,,,,,
102,1998,1998-11-15,10,29.044,TEN,,PIT,W 23-14,,,,,,,,,
103,1998,1998-11-22,11,29.051,TEN,,NYJ,L 3-24,,,,,,,,,
104,1998,1998-11-29,12,29.058,TEN,@,SEA,L 18-20,,,,,,,,,
105,1998,1998-12-13,14,29.072,TEN,@,JAX,W 16-13,,,,,,,,,
106,1999,1999-09-12,1,29.345,TEN,,CIN,W 36-35,*,0,0,,0,0.5,0,0,0
107,1999,1999-09-19,2,29.352,TEN,,CLE,W 26-9,*,,,,,,,,
108,1999,1999-09-26,3,29.359,TEN,@,JAX,W 20-19,*,,,,,,,,
109,1999,1999-10-03,4,30.001,TEN,@,SFO,L 22-24,*,,,,,,,,
110,1999,1999-10-10,5,30.008,TEN,,BAL,W 14-11,*,,,,,,,,
111,1999,1999-10-17,6,30.015,TEN,@,NOR,W 24-21,*,,,,,,,,
112,1999,1999-10-31,7,30.029,TEN,,STL,W 24-21,*,,,,,,,,
113,1999,1999-11-07,8,30.036,TEN,@,MIA,L 0-17,*,,,,,,,,
114,1999,1999-11-14,9,30.043,TEN,@,CIN,W 24-14,*,,,,,,,,
115,1999,1999-11-21,10,30.050,TEN,,PIT,W 16-10,*,,,,,,,,
116,1999,1999-11-28,11,30.057,TEN,@,CLE,W 33-21,*,,,,,,,,
117,1999,1999-12-05,12,30.064,TEN,@,BAL,L 14-41,*,,,,,,,,
118,1999,1999-12-09,13,30.068,TEN,,OAK,W 21-14,*,,,,,,,,
119,1999,1999-12-19,14,30.078,TEN,,ATL,W 30-17,*,0,0,,0,0.0,1,3,0
120,1999,1999-12-26,15,30.085,TEN,,JAX,W 41-14,*,,,,,,,,
121,2000,2000-09-03,1,30.337,TEN,@,BUF,L 13-16,*,,,,,,,,
122,2000,2000-09-10,2,30.344,TEN,,KAN,W 17-14,*,,,,,,,,
123,2000,2000-09-24,3,30.358,TEN,@,PIT,W 23-20,*,,,,,,,,
124,2000,2000-10-01,4,30.365,TEN,,NYG,W 28-14,*,,,,,,,,
125,2000,2000-10-08,5,31.006,TEN,@,CIN,W 23-14,,,,,,,,,
126,2000,2000-10-16,6,31.014,TEN,,JAX,W 27-13,*,,,,,,,,
127,2000,2000-10-22,7,31.020,TEN,@,BAL,W 14-6,*,,,,,,,,
128,2000,2000-10-30,8,31.028,TEN,@,WAS,W 27-21,*,,,,,,,,
129,2000,2000-11-05,9,31.034,TEN,,PIT,W 9-7,,,,,,,,,
130,2000,2000-11-12,10,31.041,TEN,,BAL,L 23-24,*,,,,,,,,
131,2000,2000-11-19,11,31.048,TEN,,CLE,W 24-10,*,,,,,,,,
132,2000,2000-11-26,12,31.055,TEN,@,JAX,L 13-16,*,,,,,,,,
133,2000,2000-12-03,13,31.062,TEN,@,PHI,W 15-13,,,,,,,,,
134,2000,2000-12-17,15,31.076,TEN,@,CLE,W 24-0,*,,,,,,,,
135,2000,2000-12-25,16,31.084,TEN,,DAL,W 31-0,*,,,,,,,,
136,2001,2001-09-09,1,31.342,SEA,@,CLE,W 9-6,*,,,,,,,,
137,2001,2001-09-23,2,31.356,SEA,,PHI,L 3-27,*,,,,,,,,
138,2001,2001-09-30,3,31.363,SEA,@,OAK,L 14-38,*,,,,,,,,
139,2001,2001-10-07,4,32.005,SEA,,JAX,W 24-15,*,,,,,,,,
140,2001,2001-10-14,5,32.012,SEA,,DEN,W 34-21,*,,,,,,,,
141,2001,2001-11-25,10,32.054,SEA,@,KAN,L 7-19,*,,,,,,,,
142,2001,2001-12-02,11,32.061,SEA,,SDG,W 13-10,*,0,0,,0,0.0,1,5,0
143,2001,2001-12-09,12,32.068,SEA,@,DEN,L 7-20,*,0,0,,0,0.0,1,25,0
144,2001,2001-12-16,13,32.075,SEA,,DAL,W 29-3,*,,,,,,,,
145,2001,2001-12-23,14,32.082,SEA,@,NYG,L 24-27,*,,,,,,,,
146,2001,2001-12-30,15,32.089,SEA,@,SDG,W 25-22,*,,,,,,,,
147,2001,2002-01-06,16,32.096,SEA,,KAN,W 21-18,*,,,,,,,,
148,2002,2002-09-08,1,32.341,SEA,@,OAK,L 17-31,*,,,,,,,,
149,2002,2002-09-15,2,32.348,SEA,,ARI,L 13-24,*,,,,,,,,
150,2002,2002-09-22,3,32.355,SEA,@,NYG,L 6-9,*,,,,,,,,
151,2002,2002-09-29,4,32.362,SEA,,MIN,W 48-23,*,,,,,,,,
152,2002,2002-10-14,5,33.012,SEA,,SFO,L 21-28,*,,,,,,,,
153,2002,2002-10-20,6,33.018,SEA,@,STL,L 20-37,*,,,,,,,,
154,2002,2002-10-27,7,33.025,SEA,@,DAL,W 17-14,*,,,,,,,,
155,2002,2002-11-03,8,33.032,SEA,,WAS,L 3-14,*,,,,,,,,
156,2002,2002-11-10,9,33.039,SEA,@,ARI,W 27-6,*,,,,,,,,
157,2002,2002-11-24,11,33.053,SEA,,KAN,W 39-32,*,,,,,,,,
158,2002,2002-12-01,12,33.060,SEA,@,SFO,L 24-31,*,,,,,,,,
159,2002,2002-12-08,13,33.067,SEA,,PHI,L 20-27,*,,,,,,,,
160,2002,2002-12-15,14,33.074,SEA,@,ATL,W 30-24,*,,,,,,,,
161,2002,2002-12-22,15,33.081,SEA,,STL,W 30-10,*,,,,,,,,
162,2002,2002-12-29,16,33.088,SEA,@,SDG,W 31-28,*,,,,,,,,
