ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-09-07,1,22.348,JAX,@,CAR,L 23-24,,2,4,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,1,25,25.00,0,0,0,,0,0,0
2,2003,2003-09-14,2,22.355,JAX,,BUF,L 17-38,,5,5,1.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,,,3,84,28.00,0,0,0,,0,0,0
3,2003,2003-09-21,3,22.362,JAX,@,IND,L 13-23,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,51,17.00,0,0,0,,0,0,0
4,2003,2003-09-28,4,23.004,JAX,@,HOU,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.00,32,0,0,118.7,0,0,32.00,32.00,0,0,,0,0,0,,0,0,0
5,2003,2003-10-05,5,23.011,JAX,,SDG,W 27-21,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
6,2003,2003-10-12,6,23.018,JAX,,MIA,L 10-24,,4,15,3.75,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
7,2003,2003-10-26,7,23.032,JAX,,TEN,L 17-30,,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,,,4,46,11.50,0,0,0,,0,0,0
8,2003,2003-11-02,8,23.039,JAX,@,BAL,L 17-24,,6,28,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
9,2003,2003-11-09,9,23.046,JAX,,IND,W 28-23,,3,5,1.67,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,47,23.50,0,0,0,,0,0,0
10,2003,2003-11-16,10,23.053,JAX,@,TEN,L 3-10,,6,20,3.33,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
11,2003,2003-11-23,11,23.060,JAX,@,NYJ,L 10-13,,3,37,12.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
12,2003,2003-11-30,12,23.067,JAX,,TAM,W 17-10,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
13,2003,2003-12-07,13,23.074,JAX,,HOU,W 27-0,,10,54,5.40,1,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,19,19.00,0,0,0,,0,1,6
14,2003,2003-12-14,14,23.081,JAX,@,NWE,L 13-27,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
15,2003,2003-12-21,15,23.088,JAX,,NOR,W 20-19,,4,11,2.75,0,1,1,14,14.00,1,100.0%,14.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
16,2003,2003-12-28,16,23.095,JAX,@,ATL,L 14-21,,3,3,1.00,1,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
17,2004,2004-09-12,1,23.354,JAX,@,BUF,W 13-10,,3,8,2.67,0,2,2,-7,-3.50,0,100.0%,-3.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
18,2004,2004-09-19,2,23.361,JAX,,DEN,W 7-6,,2,-4,-2.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,7,,,0,0,,0,0,0,,0,0,0
19,2004,2004-09-26,3,24.002,JAX,@,TEN,W 15-12,,7,43,6.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,24,12.00,0,0,0,,0,0,0
20,2004,2004-10-03,4,24.009,JAX,,IND,L 17-24,,6,14,2.33,0,7,6,34,5.67,0,85.7%,4.86,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
