ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1995,1995-09-03,1,21.268,TAM,@,PHI,W 21-6
2,1995,1995-09-10,2,21.275,TAM,@,CLE,L 6-22
3,1995,1995-09-17,3,21.282,TAM,,CHI,L 6-25
4,1995,1995-09-24,4,21.289,TAM,,WAS,W 14-6
5,1995,1995-10-01,5,21.296,TAM,@,CAR,W 20-13
6,1995,1995-10-08,6,21.303,TAM,,CIN,W 19-16
7,1995,1995-10-15,7,21.310,TAM,,MIN,W 20-17
8,1995,1995-11-19,11,21.345,TAM,,JAX,W 17-16
9,1995,1995-11-26,12,21.352,TAM,@,GNB,L 13-35
10,1995,1995-12-03,13,21.359,TAM,@,MIN,L 17-31
11,1995,1995-12-10,14,22.001,TAM,,GNB,W 13-10
12,1995,1995-12-17,15,22.008,TAM,@,CHI,L 10-31
13,1995,1995-12-23,16,22.014,TAM,,DET,L 10-37
14,1996,1996-10-13,6,22.309,TAM,,MIN,W 24-13
