ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-12-22,16,23.351,PHI,,ARI,W 29-19,,,,,
2,1999,1999-09-12,1,26.249,ATL,,MIN,L 14-17,,,,,
3,1999,1999-09-26,3,26.263,ATL,@,STL,L 7-35,,,,,
4,1999,1999-10-03,4,26.270,ATL,,BAL,L 13-19,,,,,
5,1999,1999-10-10,5,26.277,ATL,@,NOR,W 20-17,,,,,
6,1999,1999-10-17,6,26.284,ATL,,STL,L 13-41,,,,,
7,1999,1999-10-25,7,26.292,ATL,@,PIT,L 9-13,,,,,
8,1999,1999-10-31,8,26.298,ATL,,CAR,W 27-20,,,,,
9,1999,1999-11-07,9,26.305,ATL,,JAX,L 7-30,,,,,
10,1999,1999-11-21,10,26.319,ATL,@,TAM,L 10-19,,,,,
11,1999,1999-11-28,11,26.326,ATL,@,CAR,L 28-34,,1,-2,-2.00,0
12,1999,1999-12-05,12,26.333,ATL,,NOR,W 35-12,,,,,
13,1999,1999-12-12,13,26.340,ATL,@,SFO,L 7-26,,,,,
14,1999,1999-12-19,14,26.347,ATL,@,TEN,L 17-30,,,,,
15,1999,1999-12-26,15,26.354,ATL,,ARI,W 37-14,,,,,
16,1999,2000-01-03,16,26.362,ATL,,SFO,W 34-29,,,,,
