ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1988,1988-09-04,1,23.138,PHI,@,TAM,W 41-14,,2,9,4.50,1,,,1,6
2,1988,1988-09-11,2,23.145,PHI,,CIN,L 24-28,,10,76,7.60,1,,,1,6
3,1988,1988-09-18,3,23.152,PHI,@,WAS,L 10-17,,5,47,9.40,0,,,0,0
4,1988,1988-09-25,4,23.159,PHI,@,MIN,L 21-23,,4,50,12.50,1,,,1,6
5,1988,1988-10-02,5,23.166,PHI,,HOU,W 32-23,,8,76,9.50,0,,,0,0
6,1988,1988-10-10,6,23.174,PHI,,NYG,W 24-13,,9,62,6.89,0,,,0,0
7,1988,1988-10-16,7,23.180,PHI,@,CLE,L 3-19,,4,23,5.75,0,,,0,0
8,1988,1988-10-23,8,23.187,PHI,,DAL,W 24-23,,6,90,15.00,0,,,0,0
9,1988,1988-10-30,9,23.194,PHI,,ATL,L 24-27,,3,56,18.67,0,,,0,0
10,1988,1988-11-06,10,23.201,PHI,,RAM,W 30-24,,3,52,17.33,2,,,2,12
11,1988,1988-11-13,11,23.208,PHI,@,PIT,W 27-26,,8,85,10.63,0,,,0,0
12,1988,1988-11-20,12,23.215,PHI,@,NYG,W 23-17,,4,61,15.25,0,,,0,0
13,1988,1988-11-27,13,23.222,PHI,,PHO,W 31-21,,5,54,10.80,0,,,0,0
14,1988,1988-12-04,14,23.229,PHI,,WAS,L 19-20,,3,36,12.00,0,,,0,0
15,1988,1988-12-10,15,23.235,PHI,@,PHO,W 23-17,,0,0,,0,,,,
16,1988,1988-12-18,16,23.243,PHI,@,DAL,W 23-7,,7,92,13.14,1,,,1,6
17,1989,1989-09-10,1,24.144,PHI,,SEA,W 31-7,,1,8,8.00,0,,,0,0
18,1989,1989-09-17,2,24.151,PHI,@,WAS,W 42-37,,12,126,10.50,3,,,3,18
19,1989,1989-09-24,3,24.158,PHI,,SFO,L 28-38,,3,25,8.33,0,,,0,0
20,1989,1989-10-02,4,24.166,PHI,@,CHI,L 13-27,,6,78,13.00,0,,,0,0
21,1989,1989-10-15,6,24.179,PHI,@,PHO,W 17-5,,2,18,9.00,0,,,0,0
22,1989,1989-10-22,7,24.186,PHI,,RAI,W 10-7,,3,22,7.33,0,,,0,0
23,1989,1989-10-29,8,24.193,PHI,@,DEN,W 28-24,,0,0,,0,,,,
24,1989,1989-11-05,9,24.200,PHI,@,SDG,L 17-20,,4,34,8.50,0,,,0,0
25,1989,1989-11-19,11,24.214,PHI,,MIN,W 10-9,,12,87,7.25,0,,,0,0
26,1989,1989-11-23,12,24.218,PHI,@,DAL,W 27-0,,5,45,9.00,0,,,0,0
27,1989,1989-12-03,13,24.228,PHI,@,NYG,W 24-17,,5,97,19.40,0,,,0,0
28,1989,1989-12-10,14,24.235,PHI,,DAL,W 20-10,,3,57,19.00,0,,,0,0
29,1989,1989-12-18,15,24.243,PHI,@,NOR,L 20-30,,5,45,9.00,0,,,0,0
30,1989,1989-12-24,16,24.249,PHI,,PHO,W 31-14,,2,6,3.00,0,,,0,0
31,1990,1990-09-23,3,25.157,PHI,@,RAM,W 27-21,,4,77,19.25,0,,,0,0
32,1990,1990-09-30,4,25.164,PHI,,IND,L 23-24,,4,56,14.00,1,,,1,6
33,1990,1990-10-15,5,25.179,PHI,,MIN,W 32-24,,1,14,14.00,0,,,0,0
34,1990,1990-10-21,6,25.185,PHI,@,WAS,L 7-13,,5,41,8.20,0,,,0,0
35,1990,1990-10-28,7,25.192,PHI,@,DAL,W 21-20,,4,47,11.75,0,,,0,0
36,1990,1990-11-04,8,25.199,PHI,,NWE,W 48-20,,5,72,14.40,2,,,2,12
37,1990,1990-11-12,9,25.207,PHI,,WAS,W 28-14,,4,60,15.00,0,,,0,0
38,1990,1990-11-18,10,25.213,PHI,@,ATL,W 24-23,,4,54,13.50,2,,,2,12
