ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1977,1977-11-06,8,22.131,NYJ,,MIA,L 10-14,,,,,,,,,,,,,,,,,,
2,1977,1977-11-13,9,22.138,NYJ,,SEA,L 0-17,,4,9,44.44,32,0,2,14.4,0,0,3.56,-6.44,0,0,,0,0,0
3,1977,1977-11-20,10,22.145,NYJ,@,BAL,L 12-33,,9,26,34.62,198,1,3,35.9,0,0,7.62,3.19,1,19,19.00,0,0,0
4,1977,1977-11-27,11,22.152,NYJ,,PIT,L 20-23,*,7,19,36.84,80,1,3,28.3,0,0,4.21,-1.84,4,26,6.50,0,0,0
5,1978,1978-09-03,1,23.067,NYJ,,MIA,W 33-20,,,,,,,,,,,,,,,,,,
6,1978,1978-09-10,2,23.074,NYJ,@,BUF,W 21-20,,,,,,,,,,,,,,,,,,
7,1978,1978-09-17,3,23.081,NYJ,,SEA,L 17-24,,,,,,,,,,,,,,,,,,
8,1978,1978-09-24,4,23.088,NYJ,@,WAS,L 3-23,,1,4,25.00,17,0,1,5.2,0,0,4.25,-7.00,0,0,,0,0,0
9,1978,1978-10-01,5,23.095,NYJ,,PIT,L 17-28,*,9,22,40.91,192,0,1,53.6,0,0,8.73,6.68,4,33,8.25,0,0,0
10,1978,1978-10-08,6,23.102,NYJ,,BUF,W 45-14,*,4,9,44.44,66,1,0,106.7,0,0,7.33,9.56,3,11,3.67,0,0,0
11,1978,1978-10-15,7,23.109,NYJ,@,BAL,W 33-10,*,8,13,61.54,215,2,0,145.0,0,0,16.54,19.62,1,1,1.00,0,0,0
12,1978,1978-10-22,8,23.116,NYJ,,STL,W 23-10,*,11,22,50.00,126,0,0,67.6,0,0,5.73,5.73,5,-6,-1.20,0,0,0
13,1978,1978-10-29,9,23.123,NYJ,@,NWE,L 21-55,*,8,20,40.00,72,0,0,50.4,0,0,3.60,3.60,0,0,,0,0,0
14,1978,1978-11-05,10,23.130,NYJ,@,DEN,W 31-28,*,12,27,44.44,216,2,2,66.3,0,0,8.00,6.15,3,-1,-0.33,0,0,0
15,1978,1978-11-12,11,23.137,NYJ,@,PHI,L 9-17,*,10,23,43.48,143,0,2,28.0,0,0,6.22,2.30,0,0,,0,0,0
16,1978,1978-11-19,12,23.144,NYJ,,NWE,L 17-19,,7,10,70.00,121,1,0,144.2,0,0,12.10,14.10,1,2,2.00,0,0,0
