ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-20,1,22.111,PIT,,HOU,L 7-19,,,,
2,1970,1970-09-27,2,22.118,PIT,@,DEN,L 13-16,,,,
3,1970,1970-10-03,3,22.124,PIT,@,CLE,L 7-15,,,,
4,1970,1970-10-11,4,22.132,PIT,,BUF,W 23-10,,,,
5,1970,1970-10-18,5,22.139,PIT,@,HOU,W 7-3,,,,
6,1970,1970-10-25,6,22.146,PIT,@,OAK,L 14-31,,,,
7,1970,1970-11-02,7,22.154,PIT,,CIN,W 21-10,,,,
8,1970,1970-11-08,8,22.160,PIT,,NYJ,W 21-17,,,,
9,1970,1970-11-15,9,22.167,PIT,,KAN,L 14-31,,,,
10,1970,1970-11-22,10,22.174,PIT,@,CIN,L 7-34,,,,
11,1970,1970-11-29,11,22.181,PIT,,CLE,W 28-9,,,,
12,1970,1970-12-06,12,22.188,PIT,,GNB,L 12-20,,,,
13,1970,1970-12-13,13,22.195,PIT,@,ATL,L 16-27,1,9,9.00,0
14,1970,1970-12-20,14,22.202,PIT,@,PHI,L 20-30,,,,
15,1971,1971-09-26,2,23.117,PIT,,CIN,W 21-10,,,,
16,1971,1971-10-03,3,23.124,PIT,,SDG,W 21-17,,,,
17,1971,1971-10-10,4,23.131,PIT,@,CLE,L 17-27,,,,
18,1972,1972-09-24,2,24.115,DEN,@,SDG,L 14-37,,,,
19,1972,1972-10-08,4,24.129,DEN,@,CIN,L 10-21,,,,
20,1972,1972-10-15,5,24.136,DEN,,MIN,L 20-23,,,,
21,1972,1972-10-22,6,24.143,DEN,@,OAK,W 30-23,,,,
22,1972,1972-10-29,7,24.150,DEN,,CLE,L 20-27,,,,
23,1972,1972-11-05,8,24.157,DEN,@,NYG,L 17-29,,,,
24,1972,1972-11-12,9,24.164,DEN,@,RAM,W 16-10,,,,
25,1972,1972-11-19,10,24.171,DEN,,OAK,L 20-37,,,,
26,1972,1972-11-26,11,24.178,DEN,@,ATL,L 20-23,,,,
27,1972,1972-12-03,12,24.185,DEN,@,KAN,L 21-24,,,,
28,1972,1972-12-10,13,24.192,DEN,,SDG,W 38-13,,,,
29,1972,1972-12-17,14,24.199,DEN,,NWE,W 45-21,,,,
