ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2004,2004-09-11,1,23.049,MIA,,TEN,L 7-17,,1,22,22.00,0,0.0
2,2004,2004-09-19,2,23.057,MIA,@,CIN,L 13-16,*,,,,,
3,2004,2004-09-26,3,23.064,MIA,,PIT,L 3-13,,,,,,
4,2004,2004-10-10,5,23.078,MIA,@,NWE,L 10-24,,,,,,
5,2004,2004-10-17,6,23.085,MIA,@,BUF,L 13-20,,,,,,
6,2004,2004-10-24,7,23.092,MIA,,STL,W 31-14,,,,,,
7,2004,2004-11-01,8,23.100,MIA,@,NYJ,L 14-41,,,,,,
8,2004,2004-11-07,9,23.106,MIA,,ARI,L 23-24,,,,,,
9,2004,2004-11-21,10,23.120,MIA,@,SEA,L 17-24,,0,0,,0,1.0
10,2004,2004-11-28,11,23.127,MIA,@,SFO,W 24-17,,,,,,
11,2004,2004-12-05,12,23.134,MIA,,BUF,L 32-42,,,,,,
12,2004,2004-12-12,13,23.141,MIA,@,DEN,L 17-20,,,,,,
13,2004,2004-12-20,14,23.149,MIA,,NWE,W 29-28,,,,,,
14,2004,2004-12-26,15,23.155,MIA,,CLE,W 10-7,,,,,,
15,2004,2005-01-02,16,23.162,MIA,@,BAL,L 23-30,,,,,,
