ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-19,1,22.061,PIT,,SFO,W 27-0,0,0,,0,0,0,,0,0,0,,0,3,51,17.00,0,0,0
2,1977,1977-09-25,2,22.067,PIT,,OAK,L 7-16,0,0,,0,0,0,,0,0,0,,0,2,3,1.50,0,0,0
3,1977,1977-10-02,3,22.074,PIT,@,CLE,W 28-14,,,,,,,,,,,,,,,,,,
4,1977,1977-10-09,4,22.081,PIT,@,HOU,L 10-27,0,0,,0,0,0,,0,0,0,,0,3,7,2.33,0,0,0
5,1977,1977-10-17,5,22.089,PIT,,CIN,W 20-14,0,0,,0,0,0,,0,0,0,,0,2,6,3.00,0,0,0
6,1977,1977-10-23,6,22.095,PIT,,HOU,W 27-10,0,0,,0,0,0,,0,0,0,,0,4,36,9.00,0,0,0
7,1977,1977-10-30,7,22.102,PIT,@,BAL,L 21-31,0,0,,0,0,0,,0,0,0,,0,2,56,28.00,0,0,0
8,1977,1977-11-06,8,22.109,PIT,@,DEN,L 7-21,0,0,,0,0,0,,0,1,14,14.00,0,5,31,6.20,0,0,0
9,1977,1977-11-13,9,22.116,PIT,,CLE,W 35-31,0,0,,0,0,0,,0,5,121,24.20,0,3,27,9.00,0,0,0
10,1977,1977-11-20,10,22.123,PIT,,DAL,W 28-13,0,0,,0,0,0,,0,2,59,29.50,0,1,9,9.00,0,0,0
11,1977,1977-11-27,11,22.130,PIT,@,NYJ,W 23-20,0,0,,0,0,0,,0,4,100,25.00,0,1,21,21.00,0,0,0
12,1977,1977-12-04,12,22.137,PIT,,SEA,W 30-20,0,0,,0,0,0,,0,2,46,23.00,0,4,28,7.00,0,0,0
