ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2001,2001-09-09,1,24.045,BUF,,NOR,L 6-24,*,,,,
2,2001,2001-09-23,2,24.059,BUF,@,IND,L 26-42,*,,,,
3,2001,2001-09-30,3,24.066,BUF,,PIT,L 3-20,*,,,,
4,2001,2001-10-07,4,24.073,BUF,,NYJ,L 36-42,*,,,,
5,2001,2001-10-18,5,24.084,BUF,@,JAX,W 13-10,*,,,,
6,2001,2001-10-28,6,24.094,BUF,@,SDG,L 24-27,*,,,,
7,2001,2001-11-04,7,24.101,BUF,,IND,L 14-30,*,,,,
8,2001,2001-11-11,8,24.108,BUF,@,NWE,L 11-21,*,,,,
9,2001,2001-11-18,9,24.115,BUF,,SEA,L 20-23,*,,,,
10,2001,2001-11-25,10,24.122,BUF,,MIA,L 27-34,*,,,,
11,2001,2001-12-02,11,24.129,BUF,@,SFO,L 0-35,,,,,
12,2001,2001-12-09,12,24.136,BUF,,CAR,W 25-24,,,,,
13,2001,2001-12-16,13,24.143,BUF,,NWE,L 9-12,,,,,
14,2001,2001-12-23,14,24.150,BUF,@,ATL,L 30-33,,,,,
15,2001,2001-12-30,15,24.157,BUF,@,NYJ,W 14-9,*,,,,
16,2001,2002-01-06,16,24.164,BUF,@,MIA,L 7-34,*,,,,
17,2003,2003-12-07,13,26.134,OAK,@,PIT,L 7-27,,,,,
18,2003,2003-12-14,14,26.141,OAK,,BAL,W 20-12,,,,,
19,2003,2003-12-22,15,26.149,OAK,,GNB,L 7-41,,,,,
20,2003,2003-12-28,16,26.155,OAK,@,SDG,L 14-21,,,,,
21,2004,2004-12-19,14,27.146,OAK,,TEN,W 40-35,,,,,
22,2004,2004-12-25,15,27.152,OAK,@,KAN,L 30-31,,,,,
23,2004,2005-01-02,16,27.160,OAK,,JAX,L 6-13,,,,,
24,2005,2005-09-08,1,28.044,OAK,@,NWE,L 20-30,,,,,
25,2005,2005-10-23,6,28.089,OAK,,BUF,W 38-17,,,,,
26,2005,2005-10-30,7,28.096,OAK,@,TEN,W 34-25,,1,0,0.00,0
27,2005,2005-11-06,8,28.103,OAK,@,KAN,L 23-27,,,,,
28,2005,2005-11-13,9,28.110,OAK,,DEN,L 17-31,,,,,
29,2005,2005-11-20,10,28.117,OAK,@,WAS,W 16-13,,,,,
30,2005,2005-11-27,11,28.124,OAK,,MIA,L 21-33,,,,,
31,2005,2005-12-04,12,28.131,OAK,@,SDG,L 10-34,,,,,
32,2005,2005-12-11,13,28.138,OAK,@,NYJ,L 10-26,,,,,
33,2005,2005-12-18,14,28.145,OAK,,CLE,L 7-9,,,,,
34,2005,2005-12-24,15,28.151,OAK,@,DEN,L 3-22,,,,,
35,2005,2005-12-31,16,28.158,OAK,,NYG,L 21-30,,,,,
36,2006,2006-11-06,8,29.103,OAK,@,SEA,L 0-16,*,,,,
37,2006,2006-11-12,9,29.109,OAK,,DEN,L 13-17,*,,,,
38,2006,2006-11-19,10,29.116,OAK,@,KAN,L 13-17,*,,,,
39,2006,2006-11-26,11,29.123,OAK,@,SDG,L 14-21,*,,,,
40,2006,2006-12-03,12,29.130,OAK,,HOU,L 14-23,*,,,,
