ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1969,1969-09-21,1,22.250,SFO,@,ATL,L 12-24,6,92,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1969,1969-09-28,2,22.257,SFO,@,GNB,L 7-14,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1969,1969-10-05,3,22.264,SFO,,WAS,T 17-17,3,45,15.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0
4,1969,1969-10-12,4,22.271,SFO,,RAM,L 21-27,3,61,20.33,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
5,1969,1969-10-19,5,22.278,SFO,,ATL,L 7-21,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1969,1969-10-26,6,22.285,SFO,@,BAL,W 24-21,4,27,6.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1969,1969-11-02,7,22.292,SFO,,DET,L 14-26,6,92,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1969,1969-11-09,8,22.299,SFO,@,RAM,L 30-41,6,96,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1969,1969-11-16,9,22.306,SFO,,BAL,W 20-17,6,60,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1969,1969-11-23,10,22.313,SFO,@,NOR,L 38-43,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1969,1969-11-27,11,22.317,SFO,@,DAL,T 24-24,3,39,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
12,1969,1969-12-06,12,22.326,SFO,,CHI,W 42-21,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1969,1969-12-21,14,22.341,SFO,,PHI,W 14-13,4,70,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1970,1970-09-20,1,23.249,SFO,,WAS,W 26-17,6,95,15.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1970,1970-09-27,2,23.256,SFO,,CLE,W 34-31,5,40,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1970,1970-10-04,3,23.263,SFO,@,ATL,L 20-21,4,37,9.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1970,1970-10-11,4,23.270,SFO,@,RAM,W 20-6,7,145,20.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1970,1970-10-18,5,23.277,SFO,,NOR,T 20-20,4,126,31.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
19,1970,1970-10-25,6,23.284,SFO,,DEN,W 19-14,2,76,38.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1970,1970-11-08,8,23.298,SFO,@,CHI,W 37-16,5,119,23.80,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
21,1970,1970-11-15,9,23.305,SFO,@,HOU,W 30-20,4,62,15.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
