ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
19,2013,2013-09-22,3,24.297,SEA,,JAX,W 45-17,*,14,21,66.67,202,4,1,117.5,2,8,9.62,11.29,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
20,2013,2013-09-29,4,24.304,SEA,@,HOU,W 23-20,*,12,23,52.17,123,0,1,49.7,5,32,5.35,3.39,10,77,7.70,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
21,2013,2013-10-06,5,24.311,SEA,@,IND,L 28-34,*,15,31,48.39,210,2,1,78.7,2,5,6.77,6.61,13,102,7.85,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2013,2013-10-13,6,24.318,SEA,,TEN,W 20-13,*,23,31,74.19,257,0,0,98.5,2,4,8.29,8.29,10,61,6.10,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2013,2013-10-17,7,24.322,SEA,@,ARI,W 34-22,*,18,29,62.07,235,3,0,122.1,3,26,8.10,10.17,8,29,3.63,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2013,2013-10-28,8,24.333,SEA,@,STL,W 14-9,*,10,18,55.56,139,2,0,117.6,7,48,7.72,9.94,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2013,2013-11-03,9,24.339,SEA,,TAM,W 27-24,*,19,26,73.08,217,2,2,91.3,0,0,8.35,6.42,6,36,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
26,2013,2013-11-10,10,24.346,SEA,@,ATL,W 33-10,*,19,26,73.08,287,2,0,134.6,1,8,11.04,12.58,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2013,2013-11-17,11,24.353,SEA,,MIN,W 41-20,*,13,18,72.22,230,2,0,151.4,1,6,12.78,15.00,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-12-02,12,25.003,SEA,,NOR,W 34-7,*,22,30,73.33,310,3,0,139.6,1,8,10.33,12.33,8,47,5.88,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2013,2013-12-08,13,25.009,SEA,@,SFO,L 17-19,*,15,25,60.00,199,1,1,81.9,2,21,7.96,6.96,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
30,2013,2013-12-15,14,25.016,SEA,@,NYG,W 23-0,*,18,27,66.67,206,1,1,86.3,4,29,7.63,6.70,8,50,6.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
31,2013,2013-12-22,15,25.023,SEA,,ARI,L 10-17,*,11,27,40.74,108,1,1,49.6,4,19,4.00,3.07,2,32,16.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
32,2013,2013-12-29,16,25.030,SEA,,STL,W 27-9,*,15,23,65.22,172,1,0,102.1,4,14,7.48,8.35,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
33,2014,2014-09-04,1,25.279,SEA,,GNB,W 36-16,*,19,28,67.86,191,2,0,110.9,1,0,6.82,8.25,7,29,4.14,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2014,2014-09-14,2,25.289,SEA,@,SDG,L 21-30,*,17,25,68.00,202,2,0,119.1,2,22,8.08,9.68,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2014,2014-09-21,3,25.296,SEA,,DEN,W 26-20,*,24,34,70.59,258,2,1,99.9,3,20,7.59,7.44,9,40,4.44,0,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0
36,2014,2014-10-06,4,25.311,SEA,@,WAS,W 27-17,*,18,24,75.00,201,2,0,127.3,3,23,8.38,10.04,11,122,11.09,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
37,2014,2014-10-12,5,25.317,SEA,,DAL,L 23-30,*,14,28,50.00,126,0,1,47.6,2,0,4.50,2.89,2,12,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
38,2014,2014-10-19,6,25.324,SEA,@,STL,L 26-28,*,23,36,63.89,313,2,0,110.1,3,21,8.69,9.81,7,106,15.14,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
39,2014,2014-10-26,7,25.331,SEA,@,CAR,W 13-9,*,20,32,62.50,199,1,1,77.5,1,8,6.22,5.44,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
40,2014,2014-11-02,8,25.338,SEA,,OAK,W 30-24,*,17,35,48.57,179,0,0,63.9,1,2,5.11,5.11,8,31,3.88,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
41,2014,2014-11-09,9,25.345,SEA,,NYG,W 38-17,*,10,17,58.82,172,0,2,53.7,2,12,10.12,4.82,14,107,7.64,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
42,2014,2014-11-16,10,25.352,SEA,@,KAN,L 20-24,*,20,32,62.50,178,2,0,98.2,2,10,5.56,6.81,8,71,8.88,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
43,2014,2014-11-23,11,25.359,SEA,,ARI,W 19-3,*,17,22,77.27,211,1,0,121.6,7,42,9.59,10.50,10,73,7.30,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
44,2014,2014-11-27,12,25.363,SEA,@,SFO,W 19-3,*,15,22,68.18,236,1,0,118.7,4,14,10.73,11.64,7,35,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2014,2014-12-07,13,26.008,SEA,@,PHI,W 24-14,*,22,37,59.46,263,2,0,99.3,2,11,7.11,8.19,10,48,4.80,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
46,2014,2014-12-14,14,26.015,SEA,,SFO,W 17-7,*,12,24,50.00,168,1,1,69.4,5,30,7.00,5.96,5,27,5.40,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2014,2014-12-21,15,26.022,SEA,@,ARI,W 35-6,*,20,31,64.52,339,2,0,122.9,1,10,10.94,12.23,6,88,14.67,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
48,2014,2014-12-28,16,26.029,SEA,,STL,W 20-6,*,17,25,68.00,239,0,1,81.9,3,17,9.56,7.76,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2015,2015-09-13,1,26.288,SEA,@,STL,L 31-34,*,32,41,78.05,251,1,1,90.1,6,32,6.12,5.51,8,31,3.88,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2015,2015-09-20,2,26.295,SEA,@,GNB,L 17-27,*,19,30,63.33,206,2,1,91.8,2,1,6.87,6.70,10,78,7.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
51,2015,2015-09-27,3,26.302,SEA,,CHI,W 26-0,*,20,30,66.67,235,1,0,101.4,4,23,7.83,8.50,6,28,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
52,2015,2015-10-05,4,26.310,SEA,,DET,W 13-10,*,20,26,76.92,287,1,0,125.0,6,52,11.04,11.81,10,40,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
53,2015,2015-10-11,5,26.316,SEA,@,CIN,L 24-27,*,15,23,65.22,213,1,1,91.4,4,16,9.26,8.17,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
54,2015,2015-10-18,6,26.323,SEA,,CAR,L 23-27,*,18,30,60.00,241,1,0,96.7,4,22,8.03,8.70,8,53,6.63,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2015,2015-10-22,7,26.327,SEA,@,SFO,W 20-3,*,18,24,75.00,235,1,2,84.5,5,23,9.79,6.88,7,20,2.86,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
56,2015,2015-11-01,8,26.337,SEA,@,DAL,W 13-12,*,19,30,63.33,210,1,1,81.3,0,0,7.00,6.17,6,32,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
57,2015,2015-11-15,9,26.351,SEA,,ARI,L 32-39,*,14,32,43.75,240,1,1,67.2,2,12,7.50,6.72,6,52,8.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
58,2015,2015-11-22,10,26.358,SEA,,SFO,W 29-13,*,24,29,82.76,260,3,0,138.5,2,7,8.97,11.03,9,30,3.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
59,2015,2015-11-29,11,27.000,SEA,,PIT,W 39-30,*,21,30,70.00,345,5,0,147.9,2,9,11.50,14.83,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
60,2015,2015-12-06,12,27.007,SEA,@,MIN,W 38-7,*,21,27,77.78,274,3,0,146.0,1,8,10.15,12.37,9,51,5.67,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
61,2015,2015-12-13,13,27.014,SEA,@,BAL,W 35-6,*,23,32,71.88,292,5,0,139.6,0,0,9.13,12.25,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
62,2015,2015-12-20,14,27.021,SEA,,CLE,W 30-13,*,21,30,70.00,249,3,0,128.3,2,8,8.30,10.30,5,46,9.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
63,2015,2015-12-27,15,27.028,SEA,,STL,L 17-23,*,25,41,60.98,289,2,1,88.4,4,36,7.05,6.93,6,38,6.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
64,2015,2016-01-03,16,27.035,SEA,@,ARI,W 36-6,*,19,28,67.86,197,3,0,123.7,1,16,7.04,9.18,5,13,2.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2016,2016-09-11,1,27.287,SEA,,MIA,W 12-10,*,27,43,62.79,258,1,1,77.5,3,18,6.00,5.42,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
66,2016,2016-09-18,2,27.294,SEA,@,LAR,L 3-9,*,22,35,62.86,254,0,0,84.7,2,15,7.26,7.26,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
67,2016,2016-09-25,3,27.301,SEA,,SFO,W 37-18,*,15,23,65.22,243,1,0,114.9,2,17,10.57,11.43,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
68,2016,2016-10-02,4,27.308,SEA,@,NYJ,W 27-17,*,23,32,71.88,309,3,0,133.5,2,21,9.66,11.53,5,-5,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
69,2016,2016-10-16,5,27.322,SEA,,ATL,W 26-24,*,25,37,67.57,270,0,0,88.8,1,9,7.30,7.30,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
70,2016,2016-10-23,6,27.329,SEA,@,ARI,T 6-6,*,24,37,64.86,225,0,0,81.5,1,20,6.08,6.08,1,-2,-2.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,0.0,0,0
71,2016,2016-10-30,7,27.336,SEA,@,NOR,L 20-25,*,22,34,64.71,253,0,1,74.8,1,11,7.44,6.12,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
72,2016,2016-11-07,8,27.344,SEA,,BUF,W 31-25,*,20,26,76.92,282,2,0,137.0,4,37,10.85,12.38,3,10,3.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
73,2016,2016-11-13,9,27.350,SEA,@,NWE,W 31-24,*,25,37,67.57,348,3,0,124.6,3,24,9.41,11.03,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
74,2016,2016-11-20,10,27.357,SEA,,PHI,W 26-15,*,18,31,58.06,272,1,0,97.8,1,0,8.77,9.42,8,19,2.38,0,1,1,15,15.00,1,100.0%,15.00,1,6,0.0,0,0
75,2016,2016-11-27,11,27.364,SEA,@,TAM,L 5-14,*,17,33,51.52,151,0,2,38.8,6,33,4.58,1.85,8,80,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
76,2016,2016-12-04,12,28.005,SEA,,CAR,W 40-7,*,26,36,72.22,277,1,1,92.0,3,21,7.69,7.00,3,29,9.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
77,2016,2016-12-11,13,28.012,SEA,@,GNB,L 10-38,*,22,39,56.41,240,1,5,43.7,3,22,6.15,0.90,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2016,2016-12-15,14,28.016,SEA,,LAR,W 24-3,*,19,26,73.08,229,3,1,122.1,2,2,8.81,9.38,6,12,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
79,2016,2016-12-24,15,28.025,SEA,,ARI,L 31-34,*,29,45,64.44,350,4,0,117.8,6,37,7.78,9.56,10,36,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
80,2016,2017-01-01,16,28.033,SEA,@,SFO,W 25-23,*,19,32,59.38,258,1,0,95.6,1,6,8.06,8.69,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
81,2017,2017-09-10,1,28.285,SEA,@,GNB,L 9-17,*,14,27,51.85,158,0,0,69.7,3,23,5.85,5.85,2,40,20.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
82,2017,2017-09-17,2,28.292,SEA,,SFO,W 12-9,*,23,39,58.97,198,1,0,80.9,3,17,5.08,5.59,12,34,2.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
83,2017,2017-09-24,3,28.299,SEA,@,TEN,L 27-33,*,29,49,59.18,373,4,0,110.3,1,9,7.61,9.24,7,26,3.71,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
84,2017,2017-10-01,4,28.306,SEA,,IND,W 46-18,*,21,26,80.77,295,2,2,107.5,3,12,11.35,9.42,4,38,9.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
85,2017,2017-10-08,5,28.313,SEA,@,LAR,W 16-10,*,24,37,64.86,198,1,1,76.2,3,19,5.35,4.68,5,16,3.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
86,2017,2017-10-22,6,28.327,SEA,@,NYG,W 24-7,*,27,39,69.23,334,3,0,121.1,1,13,8.56,10.10,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
87,2017,2017-10-29,7,28.334,SEA,,HOU,W 41-38,*,26,41,63.41,452,4,1,123.2,2,6,11.02,11.88,4,30,7.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
88,2017,2017-11-05,8,28.341,SEA,,WAS,L 14-17,*,24,45,53.33,297,2,2,70.3,2,8,6.60,5.49,10,77,7.70,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
89,2017,2017-11-09,9,28.345,SEA,@,ARI,W 22-16,*,22,32,68.75,238,2,0,111.2,5,26,7.44,8.69,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
90,2017,2017-11-20,10,28.356,SEA,,ATL,L 31-34,*,26,42,61.90,258,2,1,85.2,3,30,6.14,6.02,7,86,12.29,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
91,2017,2017-11-26,11,28.362,SEA,@,SFO,W 24-13,*,20,34,58.82,228,2,1,86.4,0,0,6.71,6.56,7,25,3.57,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
92,2017,2017-12-03,12,29.004,SEA,,PHI,W 24-10,*,20,31,64.52,227,3,0,118.6,2,18,7.32,9.26,6,31,5.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
93,2017,2017-12-10,13,29.011,SEA,@,JAX,L 24-30,*,17,31,54.84,271,3,3,76.9,2,11,8.74,6.32,5,50,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
94,2017,2017-12-17,14,29.018,SEA,,LAR,L 7-42,*,14,30,46.67,142,1,0,71.8,7,71,4.73,5.40,5,39,7.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
95,2017,2017-12-24,15,29.025,SEA,@,DAL,W 21-12,*,14,21,66.67,93,2,0,107.8,3,33,4.43,6.33,9,29,3.22,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
96,2017,2017-12-31,16,29.032,SEA,,ARI,L 24-26,*,18,29,62.07,221,2,0,108.5,3,26,7.62,9.00,5,36,7.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
97,2018,2018-09-09,1,29.284,SEA,@,DEN,L 24-27,*,19,33,57.58,298,3,2,92.7,6,56,9.03,8.12,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
98,2018,2018-09-17,2,29.292,SEA,@,CHI,L 17-24,*,22,36,61.11,226,2,1,86.1,6,24,6.28,6.14,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
99,2018,2018-09-23,3,29.298,SEA,,DAL,W 24-13,*,16,26,61.54,192,2,0,109.8,2,10,7.38,8.92,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
