ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1968,1968-09-29,3,23.256,BAL,@,PIT,W 41-7,4,16,4.00,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
2,1968,1968-10-06,4,23.263,BAL,,CHI,W 28-7,2,15,7.50,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
3,1968,1968-10-13,5,23.270,BAL,@,SFO,W 42-14,0,0,,0,0,0,,0,2,127,63.50,1,0,0,,0,1,6
4,1968,1968-10-20,6,23.277,BAL,,CLE,L 20-30,0,0,,0,0,0,,0,2,52,26.00,0,0,0,,0,0,0
5,1968,1968-10-27,7,23.284,BAL,,RAM,W 27-10,0,0,,0,0,0,,0,2,48,24.00,0,0,0,,0,0,0
6,1968,1968-11-03,8,23.291,BAL,@,NYG,W 26-0,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
7,1968,1968-11-10,9,23.298,BAL,@,DET,W 27-10,0,0,,0,0,0,,0,1,102,102.00,1,0,0,,0,1,6
8,1968,1968-11-17,10,23.305,BAL,,STL,W 27-0,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1968,1968-11-24,11,23.312,BAL,,MIN,W 21-9,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
10,1968,1968-12-07,13,23.325,BAL,@,GNB,W 16-3,0,0,,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
11,1968,1968-12-15,14,23.333,BAL,@,RAM,W 28-24,11,36,3.27,0,2,70,35.00,2,2,64,32.00,0,0,0,,0,2,12
12,1969,1969-09-21,1,24.247,BAL,,RAM,L 20-27,11,43,3.91,0,3,42,14.00,0,4,82,20.50,0,6,37,6.17,0,0,0
13,1969,1969-09-28,2,24.254,BAL,@,MIN,L 14-52,7,18,2.57,0,0,0,,0,4,77,19.25,0,0,0,,0,0,0
14,1969,1969-10-05,3,24.261,BAL,@,ATL,W 21-14,3,11,3.67,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
15,1969,1969-10-13,4,24.269,BAL,,PHI,W 24-20,2,8,4.00,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
16,1969,1969-10-19,5,24.275,BAL,@,NOR,W 30-10,1,1,1.00,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
