ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2001,2001-09-30,3,23.096,ATL,@,ARI,W 34-14,,,,,,,0.0%,,,,,,,,,,,,,,,
2,2001,2001-10-07,4,23.103,ATL,,CHI,L 3-31,,3,3,53,17.67,0,100.0%,17.67,0,0,,0,1,23,23.00,0,0,0,,0,0,0
3,2001,2001-10-14,5,23.110,ATL,,SFO,L 31-37,,,,,,,0.0%,,,,,,,,,,,,,,,
4,2001,2001-10-21,6,23.117,ATL,@,NOR,W 20-13,,,,,,,0.0%,,,,,,,,,,,,,,,
5,2001,2001-12-16,13,23.173,ATL,@,IND,L 27-41,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0,,0,0,0
6,2001,2001-12-23,14,23.180,ATL,,BUF,W 33-30,,1,,,,,0.0%,,,,,,,,,,,,,,,
7,2001,2002-01-06,16,23.194,ATL,@,STL,L 13-31,,0,0,0,,0,0.0%,,2,11,5.50,0,0,0,,0,0,0,,0,0,0
8,2002,2002-11-03,8,24.130,ATL,,BAL,W 20-17,,2,,,,,0.0%,,,,,,,,,,,,,,,
9,2002,2002-11-10,9,24.137,ATL,@,PIT,T 34-34,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,0
10,2002,2002-11-17,10,24.144,ATL,,NOR,W 24-17,,0,,,,,0.0%,,,,,,0,26,,0,,,,,,
11,2002,2002-11-24,11,24.151,ATL,@,CAR,W 41-0,,1,0,0,,0,0.0%,0.00,0,0,,0,1,13,13.00,0,0,0,,0,0,0
12,2002,2002-12-01,12,24.158,ATL,@,MIN,W 30-24,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2002,2002-12-08,13,24.165,ATL,@,TAM,L 10-34,,,,,,,0.0%,,,,,,,,,,,,,,,
14,2002,2002-12-15,14,24.172,ATL,,SEA,L 24-30,,,,,,,0.0%,,,,,,,,,,,,,,,
15,2002,2002-12-22,15,24.179,ATL,,DET,W 36-15,,10,7,182,26.00,1,70.0%,18.20,0,0,,0,0,0,,0,0,0,,0,1,6
16,2002,2002-12-29,16,24.186,ATL,@,CLE,L 16-24,,3,3,65,21.67,0,100.0%,21.67,0,0,,0,0,0,,0,0,0,,0,0,0
17,2003,2003-09-07,1,25.073,ATL,@,DAL,W 27-13,,2,2,14,7.00,0,100.0%,7.00,2,2,1.00,0,0,0,,0,0,0,,0,0,0
18,2003,2003-09-14,2,25.080,ATL,,WAS,L 31-33,,2,,,,,0.0%,,,,,,,,,,,,,,,
19,2003,2003-09-21,3,25.087,ATL,,TAM,L 10-31,,3,,,,,0.0%,,,,,,,,,,,,,,,
20,2003,2003-09-28,4,25.094,ATL,@,CAR,L 3-23,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
21,2003,2003-10-05,5,25.101,ATL,,MIN,L 26-39,*,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,0
22,2003,2003-10-13,6,25.109,ATL,@,STL,L 0-36,,4,1,33,33.00,0,25.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,0
23,2003,2003-10-19,7,25.115,ATL,,NOR,L 17-45,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,46,46.00,0,0,0
24,2003,2003-11-09,9,25.136,ATL,@,NYG,W 27-7,,,,,,,0.0%,,,,,,,,,,,,,,,
25,2003,2003-11-16,10,25.143,ATL,@,NOR,L 20-23,,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,0
