ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1998,1998-09-06,1,24.075,SEA,@,PHI,W 38-0,,,,,,,0.0%,,,,,,,,,
2,1998,1998-09-13,2,24.082,SEA,,ARI,W 33-14,,,,,,,0.0%,,,,,,,,,
3,1998,1998-09-20,3,24.089,SEA,,WAS,W 24-14,,,,,,,0.0%,,,,,,,,,
4,1998,1998-09-27,4,24.096,SEA,@,PIT,L 10-13,,,,,,,0.0%,,,,,,,,,
5,1998,1998-10-04,5,24.103,SEA,@,KAN,L 6-17,,,,,,,0.0%,,,,,,,,,
6,1998,1998-10-11,6,24.110,SEA,,DEN,L 16-21,,,,,,,0.0%,,,,,,,,,
7,1998,1998-10-25,7,24.124,SEA,@,SDG,W 27-20,,,,,,,0.0%,,,,,,,,,
8,1998,1998-11-01,8,24.131,SEA,,OAK,L 18-31,,,,,,,0.0%,,,,,,,,,
9,1998,1998-11-08,9,24.138,SEA,,KAN,W 24-12,,,,,,,0.0%,,,,,,,,,
10,1998,1998-11-15,10,24.145,SEA,@,OAK,L 17-20,,,,,,,0.0%,,,,,,,,,
11,1998,1998-11-22,11,24.152,SEA,@,DAL,L 22-30,,,,,,,0.0%,,,,,,,,,
12,1998,1998-11-29,12,24.159,SEA,,TEN,W 20-18,,,,,,,0.0%,,,,,,,,,
13,1998,1998-12-06,13,24.166,SEA,@,NYJ,L 31-32,,,,,,,0.0%,,,,,,,,,
14,1998,1998-12-13,14,24.173,SEA,,SDG,W 38-17,,1,,,,,0.0%,,,,,,,,,
15,1998,1998-12-20,15,24.180,SEA,,IND,W 27-23,,,,,,,0.0%,,,,,,,,,
16,1998,1998-12-27,16,24.187,SEA,@,DEN,L 21-28,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0
17,1999,1999-10-24,6,25.123,SEA,,BUF,W 26-16,,0,,,,,0.0%,,,,,,,,,
18,1999,1999-11-01,7,25.131,SEA,@,GNB,W 27-7,,0,,,,,0.0%,,,,,,,,,
19,2000,2000-09-03,1,26.072,NOR,,DET,L 10-14,,0,,,,,0.0%,,,,,,,,,
20,2000,2000-09-10,2,26.079,NOR,@,SDG,W 28-27,,0,,,,,0.0%,,,,,,,,,
21,2000,2000-09-17,3,26.086,NOR,@,SEA,L 10-20,,2,,,,,0.0%,,,,,,,,,
22,2000,2000-09-24,4,26.093,NOR,,PHI,L 7-21,,1,,,,,0.0%,,,,,,,,,
