ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
47,2017,2017-09-17,2,27.242,MIN,@,PIT,L 9-26,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
48,2017,2017-09-24,3,27.249,MIN,,TAM,W 34-17,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
49,2017,2017-10-01,4,27.256,MIN,,DET,L 7-14,,7,21,3.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
50,2017,2017-10-09,5,27.264,MIN,@,CHI,W 20-17,*,12,31,2.58,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
51,2017,2017-10-15,6,27.270,MIN,,GNB,W 23-10,*,15,28,1.87,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
52,2017,2017-10-22,7,27.277,MIN,,BAL,W 24-16,*,18,113,6.28,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
53,2017,2017-10-29,8,27.284,MIN,@,CLE,W 33-16,*,19,39,2.05,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
54,2017,2017-11-12,9,27.298,MIN,@,WAS,W 38-30,*,17,68,4.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
55,2017,2017-11-19,10,27.305,MIN,,LAR,W 24-7,*,15,95,6.33,2,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,2,12,0.0,0,0
56,2017,2017-11-23,11,27.309,MIN,@,DET,W 30-23,*,20,84,4.20,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
57,2017,2017-12-03,12,27.319,MIN,@,ATL,W 14-9,*,16,76,4.75,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
58,2017,2017-12-10,13,27.326,MIN,@,CAR,L 24-31,*,9,14,1.56,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
59,2017,2017-12-17,14,27.333,MIN,,CIN,W 34-7,*,20,76,3.80,1,1,1,28,28.00,0,100.0%,28.00,0,0,,0,,1,6,0.0,0,0
60,2017,2017-12-23,15,27.339,MIN,@,GNB,W 16-0,*,21,69,3.29,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
61,2017,2017-12-31,16,27.347,MIN,,CHI,W 23-10,,20,111,5.55,2,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,2,12,0.0,0,0
62,2018,2018-09-09,1,28.234,MIN,,SFO,W 24-16,,11,42,3.82,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
63,2018,2018-09-16,2,28.241,MIN,@,GNB,T 29-29,,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
64,2018,2018-09-23,3,28.248,MIN,,BUF,L 6-27,*,2,1,0.50,0,7,5,30,6.00,0,71.4%,4.29,0,0,,0,,0,0,0.0,0,0
65,2018,2018-09-27,4,28.252,MIN,@,LAR,L 31-38,,2,2,1.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,1,0,2,0.0,0,0
