ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-10-29,9,22.226,DEN,@,SEA,W 20-17,,,,,,,,
2,1978,1978-11-05,10,22.233,DEN,,NYJ,L 28-31,,,,,,,,
3,1978,1978-11-12,11,22.240,DEN,@,CLE,W 19-7,,,,,,,,
4,1978,1978-11-19,12,22.247,DEN,,GNB,W 16-3,,,,,,,,
5,1978,1978-11-23,13,22.251,DEN,@,DET,L 14-17,1,23,23.00,0,0,0,,0
6,1978,1978-12-03,14,22.261,DEN,@,OAK,W 21-6,,,,,,,,
7,1978,1978-12-10,15,22.268,DEN,,KAN,W 24-3,,,,,,,,
8,1978,1978-12-16,16,22.274,DEN,,PIT,L 17-21,,,,,,,,
9,1979,1979-09-02,1,23.169,DEN,,CIN,W 10-0,,,,,,,,
10,1979,1979-09-06,2,23.173,DEN,,RAM,L 9-13,,,,,,,,
11,1979,1979-09-16,3,23.183,DEN,@,ATL,W 20-17,,,,,,,,
12,1979,1979-09-30,5,23.197,DEN,@,OAK,L 3-27,,,,,,,,
13,1979,1979-10-07,6,23.204,DEN,,SDG,W 7-0,,,,,,,,
14,1979,1979-10-14,7,23.211,DEN,@,KAN,W 24-10,,,,,,,,
15,1979,1979-10-22,8,23.219,DEN,@,PIT,L 7-42,,,,,,,,
16,1979,1979-10-28,9,23.225,DEN,,KAN,W 20-3,,,,,,,,
17,1979,1979-11-04,10,23.232,DEN,,NOR,W 10-3,,,,,,,,
18,1979,1979-11-11,11,23.239,DEN,,NWE,W 45-10,,,,,,,,
19,1979,1979-11-18,12,23.246,DEN,@,SFO,W 38-28,0,0,,0,1,14,14.00,0
20,1979,1979-11-25,13,23.253,DEN,,OAK,L 10-14,,,,,,,,
21,1979,1979-12-02,14,23.260,DEN,@,BUF,W 19-16,,,,,,,,
22,1979,1979-12-08,15,23.266,DEN,@,SEA,L 23-28,,,,,,,,
23,1979,1979-12-17,16,23.275,DEN,@,SDG,L 7-17,,,,,,,,
