ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2001,2001-12-09,12,23.094,CHI,@,GNB,L 7-17,,,,,,
2,2001,2001-12-16,13,23.101,CHI,,TAM,W 27-3,,,,,,
3,2001,2001-12-23,14,23.108,CHI,@,WAS,W 20-15,,,,,,
4,2001,2001-12-30,15,23.115,CHI,@,DET,W 24-0,,,,,,
5,2001,2002-01-06,16,23.122,CHI,,JAX,W 33-13,,,,,,
6,2002,2002-09-08,1,24.002,CHI,,MIN,W 27-23,,,,,,
7,2002,2002-09-15,2,24.009,CHI,@,ATL,W 14-13,,,,,,
8,2002,2002-09-22,3,24.016,CHI,,NOR,L 23-29,,,,,,
9,2002,2002-09-29,4,24.023,CHI,@,BUF,L 27-33,,,,,,
10,2002,2002-10-07,5,24.031,CHI,,GNB,L 21-34,,,,,,
11,2002,2002-10-20,6,24.044,CHI,@,DET,L 20-23,,,,,,
12,2002,2002-10-27,7,24.051,CHI,@,MIN,L 7-25,,,,,,
13,2002,2002-11-03,8,24.058,CHI,,PHI,L 13-19,,,,,,
14,2002,2002-11-10,9,24.065,CHI,,NWE,L 30-33,,,,,,
15,2002,2002-11-18,10,24.073,CHI,@,STL,L 16-21,,,,,,
16,2002,2002-12-09,13,24.094,CHI,@,MIA,L 9-27,,,,,,
17,2002,2002-12-15,14,24.100,CHI,,NYJ,W 20-13,,,,,,
18,2002,2002-12-22,15,24.107,CHI,@,CAR,L 14-24,,0,0,,0,0.5
19,2002,2002-12-29,16,24.114,CHI,,TAM,L 0-15,*,,,,,
20,2003,2003-09-07,1,25.001,CHI,@,SFO,L 7-49,,,,,,
21,2003,2003-09-14,2,25.008,CHI,@,MIN,L 13-24,,,,,,
22,2003,2003-09-29,3,25.023,CHI,,GNB,L 23-38,,,,,,
23,2003,2003-10-05,4,25.029,CHI,,OAK,W 24-21,,,,,,
24,2003,2003-10-12,5,25.036,CHI,@,NOR,L 13-20,,,,,,
25,2003,2003-10-19,6,25.043,CHI,@,SEA,L 17-24,,,,,,
26,2003,2003-10-26,7,25.050,CHI,,DET,W 24-16,,,,,,
27,2003,2003-11-02,8,25.057,CHI,,SDG,W 20-7,,,,,,
28,2003,2003-11-09,9,25.064,CHI,@,DET,L 10-12,,1,12,12.00,0,0.0
29,2003,2003-11-16,10,25.071,CHI,,STL,L 21-23,,,,,,
30,2003,2003-11-23,11,25.078,CHI,@,DEN,W 19-10,,,,,,
31,2003,2003-11-30,12,25.085,CHI,,ARI,W 28-3,,,,,,
32,2003,2003-12-07,13,25.092,CHI,@,GNB,L 21-34,,2,24,12.00,0,0.0
33,2003,2003-12-14,14,25.099,CHI,,MIN,W 13-10,,,,,,
34,2003,2003-12-21,15,25.106,CHI,,WAS,W 27-24,,1,19,19.00,0,0.0
35,2003,2003-12-28,16,25.113,CHI,@,KAN,L 3-31,,,,,,
