ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
39,1981,1981-10-18,7,24.334,PHI,@,MIN,L 23-35,0,0,,0,2,3,66.7,1,1,100.0,0,5,1,13,13.00,0
40,1981,1981-10-25,8,24.341,PHI,,TAM,W 20-10,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
41,1981,1981-11-01,9,24.348,PHI,,DAL,L 14-17,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
42,1981,1981-11-08,10,24.355,PHI,@,STL,W 52-10,0,0,,0,7,7,100.0,1,1,100.0,0,10,0,0,,0
43,1981,1981-11-15,11,24.362,PHI,,BAL,W 38-13,0,0,,0,5,5,100.0,1,3,33.3,0,8,0,0,,0
44,1981,1981-11-22,12,25.004,PHI,,NYG,L 10-20,0,0,,0,1,1,100.0,1,3,33.3,0,4,0,0,,0
45,1981,1981-11-30,13,25.012,PHI,@,MIA,L 10-13,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
46,1981,1981-12-06,14,25.018,PHI,@,WAS,L 13-15,0,0,,0,1,2,50.0,,,,0,1,,,,
47,1981,1981-12-13,15,25.025,PHI,@,DAL,L 10-21,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
48,1981,1981-12-20,16,25.032,PHI,,STL,W 38-0,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
49,1982,1982-09-12,1,25.298,PHI,,WAS,L 34-37,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
50,1982,1982-09-19,2,25.305,PHI,@,CLE,W 24-21,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
51,1982,1982-11-21,3,26.003,PHI,,CIN,L 14-18,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
52,1982,1982-11-28,4,26.010,PHI,@,WAS,L 9-13,0,0,,0,,1,0.0,1,2,50.0,0,3,0,0,,0
53,1982,1982-12-05,5,26.017,PHI,,STL,L 20-23,0,0,,0,2,3,66.7,,1,0.0,0,2,0,0,,0
54,1982,1982-12-11,6,26.023,PHI,@,NYG,L 7-23,0,0,,0,1,1,100.0,,,,0,1,,,,
55,1982,1982-12-19,7,26.031,PHI,,HOU,W 35-14,0,0,,0,5,5,100.0,,,,0,5,,,,
56,1982,1982-12-26,8,26.038,PHI,@,DAL,W 24-20,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
57,1982,1983-01-02,9,26.045,PHI,,NYG,L 24-26,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
58,1983,1983-09-03,1,26.289,PHI,@,SFO,W 22-17,0,0,,0,1,2,50.0,3,4,75.0,0,10,0,0,,0
59,1983,1983-09-11,2,26.297,PHI,,WAS,L 13-23,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
60,1983,1983-09-18,3,26.304,PHI,@,DEN,W 13-10,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
61,1983,1983-09-25,4,26.311,PHI,,STL,L 11-14,0,0,,0,,1,0.0,1,1,100.0,0,3,0,0,,0
62,1983,1983-10-02,5,26.318,PHI,@,ATL,W 28-24,0,0,,0,4,4,100.0,,,,0,4,,,,
63,1983,1983-10-09,6,26.325,PHI,@,NYG,W 17-13,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
64,1983,1983-10-16,7,26.332,PHI,@,DAL,L 7-37,0,0,,0,1,1,100.0,,,,0,1,,,,
65,1983,1983-10-23,8,26.339,PHI,,CHI,L 6-7,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
66,1983,1983-10-30,9,26.346,PHI,,BAL,L 21-22,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
67,1983,1983-11-06,10,26.353,PHI,,DAL,L 20-27,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
68,1983,1983-11-13,11,26.360,PHI,@,CHI,L 14-17,0,0,,0,2,2,100.0,,,,0,2,,,,
69,1983,1983-11-20,12,27.002,PHI,,NYG,L 0-23,,,,,,,,,,,,,,,,
70,1983,1983-11-27,13,27.009,PHI,@,WAS,L 24-28,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
71,1983,1983-12-04,14,27.016,PHI,,RAM,W 13-9,0,0,,0,1,2,50.0,,1,0.0,0,1,0,0,,0
72,1983,1983-12-11,15,27.023,PHI,,NOR,L 17-20,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
73,1983,1983-12-18,16,27.030,PHI,@,STL,L 7-31,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
74,1984,1984-09-02,1,27.289,NWE,@,BUF,W 21-17,0,0,,0,3,3,100.0,,,,0,3,,,,
75,1984,1984-09-09,2,27.296,NWE,@,MIA,L 7-28,0,0,,0,1,1,100.0,,,,0,1,,,,
76,1984,1984-09-16,3,27.303,NWE,,SEA,W 38-23,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
77,1984,1984-09-23,4,27.310,NWE,,WAS,L 10-26,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
78,1984,1984-09-30,5,27.317,NWE,@,NYJ,W 28-21,0,0,,0,4,4,100.0,,2,0.0,0,4,0,0,,0
79,1984,1984-10-07,6,27.324,NWE,@,CLE,W 17-16,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
80,1984,1984-10-14,7,27.331,NWE,,CIN,W 20-14,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
81,1984,1984-10-21,8,27.338,NWE,,MIA,L 24-44,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
82,1984,1984-10-28,9,27.345,NWE,,NYJ,W 30-20,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
83,1984,1984-11-04,10,27.352,NWE,@,DEN,L 19-26,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
84,1984,1984-11-11,11,27.359,NWE,,BUF,W 38-10,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
85,1984,1984-11-18,12,28.000,NWE,@,IND,W 50-17,0,0,,0,6,6,100.0,2,2,100.0,0,12,0,0,,0
86,1984,1984-11-22,13,28.004,NWE,@,DAL,L 17-20,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
87,1984,1984-12-02,14,28.014,NWE,,STL,L 10-33,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
88,1984,1984-12-09,15,28.021,NWE,@,PHI,L 17-27,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
89,1984,1984-12-16,16,28.028,NWE,,IND,W 16-10,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
90,1985,1985-09-08,1,28.294,NWE,,GNB,W 26-20,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
91,1985,1985-09-15,2,28.301,NWE,@,CHI,L 7-20,0,0,,0,1,1,100.0,,,,0,1,,,,
92,1985,1985-09-22,3,28.308,NWE,@,BUF,W 17-14,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
93,1985,1985-09-29,4,28.315,NWE,,RAI,L 20-35,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
94,1985,1985-10-06,5,28.322,NWE,@,CLE,L 20-24,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
95,1985,1985-10-13,6,28.329,NWE,,BUF,W 14-3,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
96,1985,1985-10-20,7,28.336,NWE,,NYJ,W 20-13,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
97,1985,1985-10-27,8,28.343,NWE,@,TAM,W 32-14,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
98,1985,1985-11-03,9,28.350,NWE,,MIA,W 17-13,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
99,1985,1985-11-10,10,28.357,NWE,,IND,W 34-15,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
100,1985,1985-11-17,11,28.364,NWE,@,SEA,W 20-13,1,-5,-5.00,0,2,3,66.7,,,,0,2,0,0,,0
101,1985,1985-11-24,12,29.006,NWE,@,NYJ,L 13-16,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
102,1985,1985-12-01,13,29.013,NWE,@,IND,W 38-31,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
103,1985,1985-12-08,14,29.020,NWE,,DET,W 23-6,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
104,1985,1985-12-16,15,29.028,NWE,@,MIA,L 27-30,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
105,1985,1985-12-22,16,29.034,NWE,,CIN,W 34-23,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
106,1986,1986-09-07,1,29.293,NWE,,IND,W 33-3,0,0,,0,3,3,100.0,4,4,100.0,0,15,0,0,,0
107,1986,1986-09-11,2,29.297,NWE,@,NYJ,W 20-6,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
108,1986,1986-09-21,3,29.307,NWE,,SEA,L 31-38,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
109,1986,1986-09-28,4,29.314,NWE,@,DEN,L 20-27,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
110,1986,1986-10-05,5,29.321,NWE,,MIA,W 34-7,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
111,1986,1986-10-12,6,29.328,NWE,,NYJ,L 24-31,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
112,1986,1986-10-19,7,29.335,NWE,@,PIT,W 34-0,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
113,1986,1986-10-26,8,29.342,NWE,@,BUF,W 23-3,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
114,1986,1986-11-02,9,29.349,NWE,,ATL,W 25-17,0,0,,0,1,2,50.0,4,4,100.0,0,13,0,0,,0
115,1986,1986-11-09,10,29.356,NWE,@,IND,W 30-21,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
116,1986,1986-11-16,11,29.363,NWE,@,RAM,W 30-28,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
117,1986,1986-11-23,12,30.005,NWE,,BUF,W 22-19,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
118,1986,1986-11-30,13,30.012,NWE,@,NOR,W 21-20,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
119,1986,1986-12-07,14,30.019,NWE,,CIN,L 7-31,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
120,1986,1986-12-14,15,30.026,NWE,,SFO,L 24-29,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
121,1986,1986-12-22,16,30.034,NWE,@,MIA,W 34-27,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
122,1987,1987-09-13,1,30.299,NWE,,MIA,W 28-21,0,0,,0,4,4,100.0,,2,0.0,0,4,0,0,,0
123,1987,1987-09-21,2,30.307,NWE,@,NYJ,L 24-43,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
124,1987,1987-10-11,4,30.327,NWE,,BUF,W 14-7,0,0,,0,2,2,100.0,,,,0,2,,,,
125,1987,1987-10-18,5,30.334,NWE,@,HOU,W 21-7,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
126,1987,1987-10-25,6,30.341,NWE,@,IND,L 16-30,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
127,1987,1987-11-01,7,30.348,NWE,,RAI,W 26-23,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
128,1987,1987-11-08,8,30.355,NWE,@,NYG,L 10-17,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
129,1987,1987-11-15,9,30.362,NWE,,DAL,L 17-23,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
130,1987,1987-11-22,10,31.004,NWE,,IND,W 24-0,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
131,1987,1987-11-29,11,31.011,NWE,,PHI,L 31-34,0,0,,0,4,4,100.0,1,4,25.0,0,7,0,0,,0
132,1987,1987-12-06,12,31.018,NWE,@,DEN,L 20-31,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
133,1987,1987-12-13,13,31.025,NWE,,NYJ,W 42-20,0,0,,0,6,6,100.0,,,,0,6,,,,
134,1987,1987-12-20,14,31.032,NWE,@,BUF,W 13-7,0,0,,0,1,2,50.0,,,,0,1,,,,
135,1987,1987-12-28,15,31.040,NWE,@,MIA,W 24-10,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
136,1988,1988-10-23,8,31.340,MIA,,NYJ,L 30-44,0,0,,0,3,4,75.0,1,2,50.0,0,6,0,0,,0
137,1988,1988-10-30,9,31.347,MIA,@,TAM,W 17-14,0,0,,0,2,2,100.0,1,4,25.0,0,5,0,0,,0
138,1988,1988-11-06,10,31.354,MIA,@,NWE,L 10-21,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
139,1988,1988-11-14,11,31.362,MIA,,BUF,L 6-31,,,,,,,,,,,,,,,,
140,1988,1988-11-20,12,32.002,MIA,,NWE,L 3-6,0,0,,0,,,,1,4,25.0,0,3,0,0,,0
