ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
25,1988,1988-11-27,13,24.300,SDG,,SFO,L 10-48,,3,21,7.00,0,,,0,0,,0,7,162,23.14,0,0,0
26,1988,1988-12-04,14,24.307,SDG,@,CIN,L 10-27,,6,65,10.83,0,,,0,0,,0,3,53,17.67,0,0,0
27,1988,1988-12-11,15,24.314,SDG,,PIT,W 20-14,,3,57,19.00,0,,,0,0,,0,1,29,29.00,0,0,0
28,1988,1988-12-18,16,24.321,SDG,,KAN,W 24-13,,1,20,20.00,0,,,1,5,5.00,0,2,119,59.50,1,1,6
29,1989,1989-09-10,1,25.221,SDG,@,RAI,L 14-40,,2,11,5.50,0,,,0,0,,0,4,44,11.00,0,0,0
30,1989,1989-09-17,2,25.228,SDG,,HOU,L 27-34,,2,33,16.50,0,,,0,0,,0,0,0,,0,0,0
31,1989,1989-09-24,3,25.235,SDG,,KAN,W 21-6,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0
32,1989,1989-10-01,4,25.242,SDG,@,PHO,W 24-13,,1,20,20.00,0,,,0,0,,0,1,15,15.00,0,0,0
33,1989,1989-10-08,5,25.249,SDG,@,DEN,L 10-16,,0,0,,0,,,1,9,9.00,0,4,96,24.00,0,0,0
34,1989,1989-10-15,6,25.256,SDG,,SEA,L 16-17,,3,23,7.67,0,,,1,-2,-2.00,0,3,40,13.33,0,0,0
35,1989,1989-10-22,7,25.263,SDG,,NYG,L 13-20,,3,32,10.67,0,,,2,-2,-1.00,0,0,0,,0,0,0
36,1989,1989-10-29,8,25.270,SDG,@,SEA,L 7-10,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0
37,1989,1989-11-05,9,25.277,SDG,,PHI,W 20-17,,2,22,11.00,0,,,0,0,,0,1,22,22.00,0,0,0
38,1989,1989-11-12,10,25.284,SDG,,RAI,W 14-12,,0,0,,0,,,0,0,,0,1,14,14.00,0,0,0
39,1989,1989-11-19,11,25.291,SDG,@,PIT,L 17-20,,3,69,23.00,0,,,0,0,,0,4,92,23.00,0,0,0
40,1989,1989-11-26,12,25.298,SDG,@,IND,L 6-10,,4,58,14.50,0,,,2,41,20.50,0,1,21,21.00,0,0,0
41,1989,1989-12-03,13,25.305,SDG,,NYJ,L 17-20,,4,48,12.00,0,,,0,0,,0,2,41,20.50,0,0,0
42,1989,1989-12-10,14,25.312,SDG,@,WAS,L 21-26,,0,0,,0,,,0,0,,0,4,70,17.50,0,0,0
43,1989,1989-12-17,15,25.319,SDG,@,KAN,W 20-13,,0,0,,0,,,0,0,,0,2,27,13.50,0,0,0
44,1989,1989-12-24,16,25.326,SDG,,DEN,W 19-16,,0,0,,0,,,0,0,,0,1,13,13.00,0,0,0
45,1990,1990-09-09,1,26.220,RAI,,DEN,W 14-9,,0,0,,0,,,0,0,,0,4,79,19.75,0,0,0
46,1990,1990-09-16,2,26.227,RAI,@,SEA,W 17-13,,0,0,,0,,,0,0,,0,1,23,23.00,0,0,0
47,1990,1990-09-23,3,26.234,RAI,,PIT,W 20-3,,,,,,,,,,,,,,,,,
48,1990,1990-09-30,4,26.241,RAI,,CHI,W 24-10,,0,0,,0,,,0,0,,0,3,49,16.33,0,0,0
49,1990,1990-10-07,5,26.248,RAI,@,BUF,L 24-38,,0,0,,0,,,0,0,,0,4,65,16.25,0,0,0
50,1990,1990-10-14,6,26.255,RAI,,SEA,W 24-17,,0,0,,0,,,0,0,,0,1,18,18.00,0,0,0
51,1990,1990-10-21,7,26.262,RAI,@,SDG,W 24-9,,0,0,,0,,,0,0,,0,4,67,16.75,0,0,0
52,1990,1990-11-04,8,26.276,RAI,@,KAN,L 7-9,,0,0,,0,,,0,0,,0,1,17,17.00,0,0,0
53,1990,1990-11-11,9,26.283,RAI,,GNB,L 16-29,,0,0,,0,,,0,0,,0,2,109,54.50,0,0,0
54,1990,1990-11-19,10,26.291,RAI,@,MIA,W 13-10,,,,,,,,,,,,,,,,,
55,1990,1990-11-25,11,26.297,RAI,,KAN,L 24-27,,0,0,,0,,,0,0,,0,1,34,34.00,0,0,0
56,1990,1990-12-02,12,26.304,RAI,@,DEN,W 23-20,,0,0,,0,,,0,0,,0,1,21,21.00,0,0,0
57,1990,1990-12-10,13,26.312,RAI,@,DET,W 38-31,,0,0,,0,,,0,0,,0,5,85,17.00,0,0,0
58,1990,1990-12-16,14,26.318,RAI,,CIN,W 24-7,,,,,,,,,,,,,,,,,
59,1990,1990-12-22,15,26.324,RAI,@,MIN,W 28-24,,0,0,,0,,,0,0,,0,3,44,14.67,0,0,0
60,1990,1990-12-30,16,26.332,RAI,,SDG,W 17-12,,0,0,,0,,,0,0,,0,2,44,22.00,0,0,0
61,1991,1991-09-01,1,27.212,RAI,@,HOU,L 17-47,,0,0,,0,,,0,0,,0,1,24,24.00,0,0,0
62,1991,1991-09-08,2,27.219,RAI,,DEN,W 16-13,,,,,,,,,,,,,,,,,
63,1991,1991-09-15,3,27.226,RAI,,IND,W 16-0,,0,0,,0,,,0,0,,0,1,13,13.00,0,0,0
64,1991,1991-09-22,4,27.233,RAI,@,ATL,L 17-21,,0,0,,0,,,0,0,,0,2,36,18.00,0,0,0
65,1991,1991-09-29,5,27.240,RAI,,SFO,W 12-6,,0,0,,0,,,0,0,,0,1,23,23.00,0,0,0
66,1991,1991-10-06,6,27.247,RAI,,SDG,L 13-21,,0,0,,0,,,0,0,,0,3,58,19.33,0,0,0
67,1991,1991-10-13,7,27.254,RAI,@,SEA,W 23-20,,,,,,,,,,,,,,,,,
68,1991,1991-10-20,8,27.261,RAI,,RAM,W 20-17,,,,,,,,,,,,,,,,,
69,1991,1991-10-28,9,27.269,RAI,@,KAN,L 21-24,,0,0,,0,,,0,0,,0,1,20,20.00,0,0,0
70,1991,1991-11-10,10,27.282,RAI,@,DEN,W 17-16,,0,0,,0,,,0,0,,0,2,27,13.50,0,0,0
71,1991,1991-11-17,11,27.289,RAI,,SEA,W 31-7,,0,0,,0,,,0,0,,0,2,46,23.00,0,0,0
72,1991,1991-11-24,12,27.296,RAI,@,CIN,W 38-14,,,,,,,,,,,,,,,,,
73,1991,1991-12-01,13,27.303,RAI,@,SDG,W 9-7,,0,0,,0,,,0,0,,0,1,13,13.00,0,0,0
74,1991,1991-12-08,14,27.310,RAI,,BUF,L 27-30,,0,0,,0,,,0,0,,0,2,51,25.50,0,0,0
75,1991,1991-12-16,15,27.318,RAI,@,NOR,L 0-27,,0,0,,0,,,0,0,,0,2,32,16.00,0,0,0
76,1991,1991-12-22,16,27.324,RAI,,KAN,L 21-27,,0,0,,0,,,0,0,,0,4,78,19.50,0,0,0
77,1992,1992-09-06,1,28.218,CLE,@,IND,L 3-14,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0
78,1992,1992-09-14,2,28.226,CLE,,MIA,L 23-27,1,0,0,,0,0.0%,0.00,,,,,,,,,,
79,1992,1992-09-20,3,28.232,CLE,@,RAI,W 28-16,1,0,0,,0,0.0%,0.00,,,,,,,,,,
80,1992,1992-09-27,4,28.239,CLE,,DEN,L 0-12,,0,0,,0,0.0%,,,,,,,,,,,
