ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1973,1973-09-17,1,22.245,GNB,,NYJ,W 23-7,1,21,21.00,0,0,0,,0,0,0
2,1973,1973-09-23,2,22.251,GNB,,DET,T 13-13,4,72,18.00,0,0,0,,0,0,0
3,1973,1973-09-30,3,22.258,GNB,@,MIN,L 3-11,,,,,,,,,,
4,1973,1973-10-07,4,22.265,GNB,@,NYG,W 16-14,,,,,,,,,,
5,1973,1973-10-14,5,22.272,GNB,,KAN,T 10-10,1,10,10.00,0,0,0,,0,0,0
6,1973,1973-10-21,6,22.279,GNB,@,RAM,L 7-24,1,23,23.00,1,0,0,,0,1,6
7,1973,1973-10-28,7,22.286,GNB,@,DET,L 0-34,,,,,,,,,,
8,1973,1973-11-04,8,22.293,GNB,,CHI,L 17-31,,,,,,,,,,
9,1973,1973-11-11,9,22.300,GNB,,STL,W 25-21,0,0,,0,1,5,5.00,0,0,0
10,1973,1973-11-18,10,22.307,GNB,@,NWE,L 24-33,2,28,14.00,0,0,0,,0,0,0
11,1973,1973-11-26,11,22.315,GNB,@,SFO,L 6-20,2,24,12.00,0,0,0,,0,0,0
12,1973,1973-12-02,12,22.321,GNB,,NOR,W 30-10,,,,,,,,,,
13,1973,1973-12-08,13,22.327,GNB,,MIN,L 7-31,4,55,13.75,1,0,0,,0,1,6
14,1973,1973-12-16,14,22.335,GNB,@,CHI,W 21-0,,,,,,,,,,
15,1974,1974-09-15,1,23.243,GNB,,MIN,L 17-32,2,29,14.50,0,0,0,,0,0,0
16,1974,1974-09-22,2,23.250,GNB,@,BAL,W 20-13,1,19,19.00,0,0,0,,0,0,0
17,1974,1974-09-29,3,23.257,GNB,,DET,W 21-19,2,44,22.00,1,0,0,,0,1,6
18,1974,1974-10-06,4,23.264,GNB,,BUF,L 7-27,4,66,16.50,0,0,0,,0,0,0
19,1974,1974-10-13,5,23.271,GNB,,RAM,W 17-6,1,13,13.00,0,0,0,,0,0,0
20,1974,1974-10-21,6,23.279,GNB,@,CHI,L 9-10,,,,,,,,,,
21,1974,1974-10-27,7,23.285,GNB,@,DET,L 17-19,2,33,16.50,0,0,0,,0,0,0
22,1974,1974-11-03,8,23.292,GNB,,WAS,L 6-17,3,46,15.33,0,0,0,,0,0,0
23,1974,1974-11-10,9,23.299,GNB,,CHI,W 20-3,2,19,9.50,0,0,0,,0,0,0
24,1974,1974-11-17,10,23.306,GNB,@,MIN,W 19-7,,,,,,,,,,
25,1974,1974-11-24,11,23.313,GNB,,SDG,W 34-0,2,18,9.00,0,0,0,,0,0,0
26,1974,1974-12-01,12,23.320,GNB,@,PHI,L 14-36,,,,,,,,,,
27,1974,1974-12-08,13,23.327,GNB,@,SFO,L 6-7,,,,,,,,,,
28,1974,1974-12-15,14,23.334,GNB,@,ATL,L 3-10,1,7,7.00,0,0,0,,0,0,0
29,1975,1975-09-21,1,24.249,GNB,,DET,L 16-30,,,,,,,,,,
30,1975,1975-09-29,2,24.257,GNB,@,DEN,L 13-23,,,,,,,,,,
31,1975,1975-10-05,3,24.263,GNB,,MIA,L 7-31,2,12,6.00,0,0,0,,0,0,0
32,1975,1975-10-12,4,24.270,GNB,@,NOR,L 19-20,,,,,,,,,,
33,1975,1975-10-19,5,24.277,GNB,@,DAL,W 19-17,,,,,,,,,,
34,1975,1975-10-26,6,24.284,GNB,,PIT,L 13-16,,,,,,,,,,
35,1975,1975-11-02,7,24.291,GNB,,MIN,L 17-28,,,,,,,,,,
36,1975,1975-11-09,8,24.298,GNB,@,CHI,L 14-27,2,38,19.00,1,0,0,,0,1,6
37,1975,1975-11-16,9,24.305,GNB,@,DET,L 10-13,,,,,,,,,,
38,1975,1975-11-23,10,24.312,GNB,,NYG,W 40-14,1,12,12.00,0,0,0,,0,0,0
39,1975,1975-11-30,11,24.319,GNB,,CHI,W 28-7,,,,,,,,,,
40,1975,1975-12-07,12,24.326,GNB,@,MIN,L 3-24,1,15,15.00,0,0,0,,0,0,0
41,1975,1975-12-21,14,24.340,GNB,,ATL,W 22-13,,,,,,,,,,
42,1976,1976-09-19,2,25.248,TAM,,SDG,L 0-23,,,,,,,,,,
43,1976,1976-09-26,3,25.255,TAM,,BUF,L 9-14,1,13,13.00,0,0,0,,0,0,0
44,1976,1976-10-03,4,25.262,TAM,@,BAL,L 17-42,1,39,39.00,0,0,0,,0,0,0
45,1976,1976-10-10,5,25.269,TAM,@,CIN,L 0-21,,,,,,,,,,
46,1976,1976-10-17,6,25.276,TAM,,SEA,L 10-13,,,,,,,,,,
47,1976,1976-10-24,7,25.283,TAM,,MIA,L 20-23,,,,,,,,,,
48,1976,1976-10-31,8,25.290,TAM,,KAN,L 19-28,,,,,,,,,,
49,1976,1976-11-07,9,25.297,TAM,@,DEN,L 13-48,,,,,,,,,,
50,1976,1976-11-14,10,25.304,TAM,@,NYJ,L 0-34,1,20,20.00,0,0,0,,0,0,0
51,1976,1976-11-21,11,25.311,TAM,,CLE,L 7-24,,,,,,,,,,
52,1976,1976-11-28,12,25.318,TAM,@,OAK,L 16-49,,,,,,,,,,
53,1976,1976-12-05,13,25.325,TAM,@,PIT,L 0-42,,,,,,,,,,
54,1976,1976-12-12,14,25.332,TAM,,NWE,L 14-31,1,16,16.00,0,0,0,,0,0,0
