ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
1,2010,2011-01-02,16,27.333,ARI,@,SFO,L 7-38,,16,28,57.14,150,0,1,57.1,2,12,5.36,3.75,0,0,,0,0.0,0,0
2,2011,2011-10-09,5,28.248,ARI,@,MIN,L 10-34,,2,6,33.33,22,0,1,5.6,0,0,3.67,-3.83,0,0,,0,0.0,0,0
3,2011,2011-11-20,10,28.290,ARI,@,SFO,L 7-23,,8,16,50.00,64,1,0,81.2,1,6,4.00,5.25,1,9,9.00,0,0.0,0,1
