ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1992,1992-09-06,1,23.206,CHI,,DET,W 27-24,,0,0,,0,0.0%,
2,1992,1992-09-13,2,23.213,CHI,@,NOR,L 6-28,,0,0,,0,0.0%,
3,1992,1992-09-21,3,23.221,CHI,,NYG,L 14-27,,0,0,,0,0.0%,
4,1992,1992-09-27,4,23.227,CHI,,ATL,W 41-31,1,1,18,18.00,0,100.0%,18.00
5,1992,1992-10-04,5,23.234,CHI,@,MIN,L 20-21,2,2,12,6.00,0,100.0%,6.00
6,1992,1992-10-18,6,23.248,CHI,,TAM,W 31-14,1,1,12,12.00,0,100.0%,12.00
7,1992,1992-10-25,7,23.255,CHI,@,GNB,W 30-10,,0,0,,0,0.0%,
8,1992,1992-11-02,8,23.263,CHI,,MIN,L 10-38,,0,0,,0,0.0%,
9,1992,1992-11-08,9,23.269,CHI,,CIN,L 28-31,1,0,0,,0,0.0%,0.00
10,1992,1992-11-15,10,23.276,CHI,@,TAM,L 17-20,1,0,0,,0,0.0%,0.00
11,1992,1992-11-22,11,23.283,CHI,,GNB,L 3-17,,0,0,,0,0.0%,
12,1992,1992-11-29,12,23.290,CHI,@,CLE,L 14-27,,0,0,,0,0.0%,
13,1992,1992-12-07,13,23.298,CHI,@,HOU,L 7-24,2,0,0,,0,0.0%,0.00
14,1992,1992-12-13,14,23.304,CHI,,PIT,W 30-6,2,0,0,,0,0.0%,0.00
15,1992,1992-12-20,15,23.311,CHI,@,DET,L 3-16,1,1,12,12.00,0,100.0%,12.00
16,1992,1992-12-27,16,23.318,CHI,@,DAL,L 14-27,1,0,0,,0,0.0%,0.00
17,1993,1993-09-06,1,24.205,DAL,@,WAS,L 16-35,,,,,,0.0%,
18,1993,1993-10-03,4,24.232,DAL,,GNB,W 36-14,,,,,,0.0%,
