ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1989,1989-10-29,8,24.198,WAS,@,RAI,L 24-37,,5,10,50.00,91,1,1,75.4,2,6,9.10,6.60,1,9,9.00,0,,0,0,,0,,,0,0
2,1989,1989-12-23,16,24.253,WAS,@,SEA,W 29-0,,0,0,,0,0,0,,0,,,,4,1,0.25,0,,0,0,,0,,,0,0
3,1990,1990-09-23,3,25.162,WAS,,DAL,W 19-15,,5,13,38.46,58,0,0,52.7,3,20,4.46,4.46,3,-4,-1.33,0,,0,0,,0,,,0,0
4,1990,1990-09-30,4,25.169,WAS,@,PHO,W 38-10,*,20,25,80.00,257,2,0,136.2,0,0,10.28,11.88,2,0,0.00,1,,0,0,,0,,,1,6
5,1990,1990-10-14,5,25.183,WAS,,NYG,L 20-24,*,14,27,51.85,135,0,3,26.5,0,0,5.00,0.00,6,41,6.83,0,,0,0,,0,,,0,0
6,1990,1990-10-21,6,25.190,WAS,,PHI,W 13-7,*,14,31,45.16,200,0,0,66.6,0,0,6.45,6.45,6,23,3.83,0,,0,0,,0,,,0,0
7,1990,1990-10-28,7,25.197,WAS,@,NYG,L 10-21,*,19,28,67.86,141,0,3,40.0,2,18,5.04,0.21,4,22,5.50,1,,0,0,,0,,,1,6
8,1990,1990-11-04,8,25.204,WAS,@,DET,W 41-38,*,13,21,61.90,159,1,3,61.5,3,24,7.57,2.10,2,24,12.00,0,,0,0,,0,,,0,0
9,1990,1990-11-12,9,25.212,WAS,@,PHI,L 14-28,,6,11,54.55,65,0,1,34.3,1,0,5.91,1.82,0,0,,0,,0,0,,0,,,0,0
10,1992,1992-09-06,1,27.145,SDG,,KAN,L 10-24,,7,10,70.00,62,0,1,46.7,0,0,6.20,1.70,0,0,,0,,0,0,,0,0.0%,,0,0
11,1992,1992-09-13,2,27.152,SDG,@,DEN,L 13-21,*,23,45,51.11,231,1,2,55.0,5,44,5.13,3.58,1,7,7.00,0,,0,0,,0,0.0%,,0,0
12,1992,1992-09-20,3,27.159,SDG,,PIT,L 6-23,*,13,29,44.83,151,0,2,32.4,1,8,5.21,2.10,1,4,4.00,0,,0,0,,0,0.0%,,0,0
13,1992,1992-09-27,4,27.166,SDG,@,HOU,L 0-27,*,22,38,57.89,219,0,3,41.4,1,9,5.76,2.21,0,0,,0,,0,0,,0,0.0%,,0,0
14,1992,1992-10-04,5,27.173,SDG,,SEA,W 17-6,*,15,28,53.57,200,2,0,100.3,2,5,7.14,8.57,1,4,4.00,0,,0,0,,0,0.0%,,0,0
