ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1956,1956-10-14,3,24.005,CHI,,SFO,W 31-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
2,1956,1956-10-21,4,24.012,CHI,,BAL,W 58-27,,1,2,50.00,8,0,0,60.4,0,0,4.00,4.00
3,1956,1956-11-11,7,24.033,CHI,,GNB,W 38-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
