ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
35,2011,2011-11-24,11,26.070,MIA,@,DAL,L 19-20,,0,0,,0,0.0,2,0,0,0,0
36,2011,2011-12-04,12,26.080,MIA,,OAK,W 34-14,,,,,,,,,,,
37,2011,2011-12-11,13,26.087,MIA,,PHI,L 10-26,,0,0,,0,0.0,1,1,0,0,0
38,2011,2011-12-18,14,26.094,MIA,@,BUF,W 30-23,,0,0,,0,0.0,1,0,0,0,0
39,2011,2011-12-24,15,26.100,MIA,@,NWE,L 24-27,,0,0,,0,0.0,0,1,0,0,0
40,2011,2012-01-01,16,26.108,MIA,,NYJ,W 19-17,,,,,,,,,,,
41,2012,2012-09-09,1,26.360,MIA,@,HOU,L 10-30,*,0,0,,0,0.0,3,1,0,0,0
42,2012,2012-09-16,2,27.001,MIA,,OAK,W 35-13,*,0,0,,0,0.0,3,0,0,0,0
43,2012,2012-09-23,3,27.008,MIA,,NYJ,L 20-23,*,0,0,,0,0.0,6,0,1,0,0
44,2012,2012-09-30,4,27.015,MIA,@,ARI,L 21-24,*,0,0,,0,0.0,2,0,0,0,0
45,2012,2012-10-07,5,27.022,MIA,@,CIN,W 17-13,*,0,0,,0,0.0,2,4,0,0,0
46,2012,2012-10-14,6,27.029,MIA,,STL,W 17-14,*,1,3,3.00,0,0.0,7,2,0,0,0
47,2012,2012-10-28,7,27.043,MIA,@,NYJ,W 30-9,*,0,0,,0,0.0,7,2,1,29,0
48,2012,2012-11-04,8,27.050,MIA,@,IND,L 20-23,*,0,0,,0,0.0,4,2,0,0,0
49,2012,2012-11-11,9,27.057,MIA,,TEN,L 3-37,*,0,0,,0,0.0,4,0,0,0,0
50,2012,2012-11-15,10,27.061,MIA,@,BUF,L 14-19,*,0,0,,0,0.0,4,5,0,0,0
51,2012,2012-11-25,11,27.071,MIA,,SEA,W 24-21,*,0,0,,0,0.0,2,1,0,0,0
52,2012,2012-12-02,12,27.078,MIA,,NWE,L 16-23,*,0,0,,0,0.0,5,1,0,0,0
53,2012,2012-12-09,13,27.085,MIA,@,SFO,L 13-27,*,0,0,,0,0.0,5,3,0,0,0
54,2012,2012-12-16,14,27.092,MIA,,JAX,W 24-3,*,0,0,,0,0.0,7,3,0,0,0
55,2012,2012-12-23,15,27.099,MIA,,BUF,W 24-10,*,0,0,,0,0.0,5,0,0,0,0
56,2012,2012-12-30,16,27.106,MIA,@,NWE,L 0-28,*,0,0,,0,0.0,3,2,0,0,0
57,2013,2013-09-08,1,27.358,MIA,@,CLE,W 23-10,*,0,0,,0,0.0,2,2,0,0,0
58,2013,2013-09-15,2,28.000,MIA,@,IND,W 24-20,*,0,0,,0,0.0,4,0,0,0,0
59,2013,2013-09-22,3,28.007,MIA,,ATL,W 27-23,*,0,0,,0,0.0,1,0,0,0,0
60,2013,2013-09-30,4,28.015,MIA,@,NOR,L 17-38,*,0,0,,0,0.0,7,1,0,0,0
61,2013,2013-10-06,5,28.021,MIA,,BAL,L 23-26,*,0,0,,0,0.0,7,0,0,0,0
62,2013,2013-10-20,6,28.035,MIA,,BUF,L 21-23,*,0,0,,0,0.0,2,0,1,0,0
63,2013,2013-10-27,7,28.042,MIA,@,NWE,L 17-27,*,0,0,,0,0.0,3,7,0,0,0
64,2013,2013-10-31,8,28.046,MIA,,CIN,W 22-20,*,0,0,,0,0.0,9,1,0,0,0
65,2013,2013-11-11,9,28.057,MIA,@,TAM,L 19-22,*,0,0,,0,0.0,3,2,0,0,0
66,2013,2013-11-17,10,28.063,MIA,,SDG,W 20-16,*,0,0,,0,0.0,3,0,0,0,0
67,2013,2013-11-24,11,28.070,MIA,,CAR,L 16-20,*,0,0,,0,0.0,1,2,0,0,0
68,2013,2013-12-01,12,28.077,MIA,@,NYJ,W 23-3,*,0,0,,0,0.0,0,3,0,0,0
69,2013,2013-12-08,13,28.084,MIA,@,PIT,W 34-28,*,0,0,,0,0.0,7,6,0,0,0
70,2013,2013-12-15,14,28.091,MIA,,NWE,W 24-20,*,0,0,,0,0.0,6,3,0,0,0
71,2013,2013-12-22,15,28.098,MIA,@,BUF,L 0-19,*,0,0,,0,0.0,4,3,0,0,0
72,2013,2013-12-29,16,28.105,MIA,,NYJ,L 7-20,*,0,0,,0,0.0,3,0,0,0,0
73,2014,2014-12-11,14,29.087,ARI,@,STL,W 12-6,,,,,,,,,,,
74,2015,2015-09-13,1,29.363,ARI,,NOR,W 31-19,,0,0,,0,0.0,0,0,0,0,0
75,2015,2015-09-20,2,30.005,ARI,@,CHI,W 48-23,,0,0,,0,0.0,0,0,0,0,0
76,2015,2015-09-27,3,30.012,ARI,,SFO,W 47-7,,0,0,,0,0.0,1,0,0,0,0
77,2015,2015-10-04,4,30.019,ARI,,STL,L 22-24,,0,0,,0,0.0,0,0,0,0,0
78,2015,2015-10-11,5,30.026,ARI,@,DET,W 42-17,,0,0,,0,0.0,0,0,0,0,0
79,2015,2015-12-27,15,30.103,ARI,,GNB,W 38-8,,0,0,,0,0.0,0,0,0,0,0
80,2015,2016-01-03,16,30.110,ARI,,SEA,L 6-36,,0,0,,0,0.0,0,1,0,0,0
