ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,22.092,STL,,PHI,W 7-3,,,,,,,,,,,
2,1974,1974-09-22,2,22.099,STL,@,WAS,W 17-10,,,,,,,,,,,
3,1974,1974-09-29,3,22.106,STL,,CLE,W 29-7,,,,,,,,,,,
4,1974,1974-10-06,4,22.113,STL,@,SFO,W 34-9,,,,,,,,,,,
5,1974,1974-10-13,5,22.120,STL,,DAL,W 31-28,,,,,,,,,,,
6,1974,1974-10-20,6,22.127,STL,@,HOU,W 31-27,,,,,,,,,,,
7,1974,1974-10-27,7,22.134,STL,,WAS,W 23-20,,,,,,,,,,,
8,1974,1974-11-17,10,22.155,NOR,,RAM,W 20-7,,,,,,,,,,,
9,1974,1974-11-25,11,22.163,NOR,,PIT,L 7-28,,,,,,,,,,,
10,1974,1974-12-01,12,22.169,NOR,@,MIN,L 9-29,,,,,,,,,,,
11,1974,1974-12-08,13,22.176,NOR,,STL,W 14-0,,,,,,,,,,,
12,1974,1974-12-15,14,22.183,NOR,@,SFO,L 21-35,1,-2,-2.00,0,0,0,,0,0,0,0
13,1975,1975-09-21,1,23.098,NOR,@,WAS,L 3-41,,,,,,,,,,,
14,1975,1975-09-28,2,23.105,NOR,,CIN,L 0-21,,,,,,,,,,,
15,1975,1975-10-05,3,23.112,NOR,@,ATL,L 7-14,,,,,,,,,,,
16,1975,1975-10-12,4,23.119,NOR,,GNB,W 20-19,,,,,,,,,,,
17,1975,1975-10-19,5,23.126,NOR,@,SFO,L 21-35,,,,,,,,,0,11,0
18,1975,1975-10-26,6,23.133,NOR,@,RAM,L 14-38,,,,,,,,,,,
19,1975,1975-11-02,7,23.140,NOR,,ATL,W 23-7,,,,,,,,,,,
20,1975,1975-11-09,8,23.147,NOR,@,OAK,L 10-48,3,37,12.33,0,0,0,,0,0,0,0
21,1975,1975-11-16,9,23.154,NOR,,MIN,L 7-20,,,,,,,,,,,
22,1975,1975-11-23,10,23.161,NOR,,SFO,L 6-16,1,16,16.00,0,0,0,,0,0,0,0
23,1975,1975-11-30,11,23.168,NOR,@,CLE,L 16-17,1,15,15.00,0,0,0,,0,0,0,0
24,1975,1975-12-07,12,23.175,NOR,,RAM,L 7-14,,,,,,,,,,,
25,1975,1975-12-14,13,23.182,NOR,@,NYG,L 14-28,0,0,,0,1,0,0.00,0,0,0,0
26,1975,1975-12-21,14,23.189,NOR,,CHI,L 17-42,,,,,,,,,,,
27,1976,1976-09-12,1,24.089,NOR,,MIN,L 9-40,,,,,,,,,,,
28,1976,1976-09-19,2,24.096,NOR,,DAL,L 6-24,,,,,,,,,,,
29,1976,1976-09-26,3,24.103,NOR,@,KAN,W 27-17,,,,,,,,,,,
30,1976,1976-10-03,4,24.110,NOR,,HOU,L 26-31,,,,,,,,,,,
31,1976,1976-10-10,5,24.117,NOR,,ATL,W 30-0,,,,,,,,,,,
32,1976,1976-10-17,6,24.124,NOR,@,SFO,L 3-33,,,,,,,,,,,
33,1976,1976-10-24,7,24.131,NOR,,RAM,L 10-16,0,0,,0,0,0,,0,1,0,0
34,1976,1976-10-31,8,24.138,NOR,@,ATL,L 20-23,,,,,,,,,,,
35,1976,1976-11-07,9,24.145,NOR,@,GNB,L 27-32,,,,,,,,,,,
36,1976,1976-11-14,10,24.152,NOR,,DET,W 17-16,,,,,,,,,,,
37,1976,1976-11-21,11,24.159,NOR,@,SEA,W 51-27,,,,,,,,,,,
38,1976,1976-11-28,12,24.166,NOR,@,RAM,L 14-33,,,,,,,,,,,
39,1976,1976-12-05,13,24.173,NOR,@,NWE,L 6-27,,,,,,,,,,,
40,1976,1976-12-12,14,24.180,NOR,,SFO,L 7-27,,,,,,,,,,,
41,1978,1978-09-03,1,26.080,NOR,,MIN,W 31-24,0,0,,0,0,0,,0,1,25,0
42,1978,1978-09-10,2,26.087,NOR,@,GNB,L 17-28,,,,,,,,,,,
43,1978,1978-09-17,3,26.094,NOR,,PHI,L 17-24,,,,,,,,,,,
44,1978,1978-09-24,4,26.101,NOR,@,CIN,W 20-18,,,,,,,,,,,
45,1978,1978-10-01,5,26.108,NOR,,RAM,L 20-26,,,,,,,,,,,
46,1978,1978-10-08,6,26.115,NOR,,CLE,L 16-24,,,,,,,,,,,
47,1978,1978-10-15,7,26.122,NOR,@,SFO,W 14-7,0,0,,0,0,0,,0,1,25,0
48,1978,1978-10-22,8,26.129,NOR,@,RAM,W 10-3,,,,,,,,,,,
49,1978,1978-10-29,9,26.136,NOR,,NYG,W 28-17,0,0,,0,0,0,,0,2,33,0
50,1978,1978-11-05,10,26.143,NOR,@,PIT,L 14-20,,,,,,,,,,,
51,1978,1978-11-12,11,26.150,NOR,,ATL,L 17-20,,,,,,,,,,,
52,1978,1978-11-19,12,26.157,NOR,@,DAL,L 7-27,,,,,,,,,,,
53,1978,1978-11-26,13,26.164,NOR,@,ATL,L 17-20,,,,,,,,,,,
54,1978,1978-12-03,14,26.171,NOR,,SFO,W 24-13,,,,,,,,,,,
55,1978,1978-12-10,15,26.178,NOR,,HOU,L 12-17,,,,,,,,,,,
56,1978,1978-12-17,16,26.185,NOR,@,TAM,W 17-10,,,,,,,,,,,
