ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2015,2015-11-05,8,25.053,CIN,,CLE,W 31-10,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0
2,2015,2015-11-29,11,25.077,CIN,,STL,W 31-7,,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,0,0,,0
3,2015,2015-12-06,12,25.084,CIN,@,CLE,W 37-3,,2,3,66.67,19,0,0,84.0,0,0,6.33,6.33,0,0,,0
4,2015,2015-12-13,13,25.091,CIN,,PIT,L 20-33,,22,32,68.75,280,2,2,90.6,3,18,8.75,7.19,3,8,2.67,0
5,2015,2015-12-20,14,25.098,CIN,@,SFO,W 24-14,*,15,21,71.43,192,1,0,115.6,4,18,9.14,10.10,2,2,1.00,0
6,2015,2015-12-28,15,25.106,CIN,@,DEN,L 17-20,*,22,35,62.86,200,1,0,87.8,2,14,5.71,6.29,4,21,5.25,0
7,2015,2016-01-03,16,25.112,CIN,,BAL,W 24-16,*,17,27,62.96,160,2,0,103.9,3,13,5.93,7.41,3,2,0.67,0
8,2016,2016-10-16,6,26.033,CIN,@,NWE,L 17-35,,0,0,,0,0,0,,0,0,,,0,0,,0
9,2017,2017-10-01,4,27.018,CIN,@,CLE,W 31-7,,0,0,,0,0,0,,0,0,,,0,0,,0
10,2017,2017-12-10,13,27.088,CIN,,CHI,L 7-33,,4,8,50.00,47,0,0,68.2,1,9,5.88,5.88,0,0,,0
11,2017,2017-12-17,14,27.095,CIN,@,MIN,L 7-34,,3,6,50.00,19,0,0,56.9,0,0,3.17,3.17,0,0,,0
