ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1964,1964-09-12,1,22.085,HOU,@,SDG,L 21-27,1,2,2.00,1,0,0,,0,1,6
2,1964,1964-10-25,7,22.128,HOU,,SDG,L 17-20,1,11,11.00,0,0,0,,0,0,0
3,1964,1964-11-06,9,22.140,HOU,@,BOS,L 24-25,2,102,51.00,1,0,0,,0,1,6
4,1964,1964-11-22,11,22.156,HOU,,KAN,L 19-28,3,50,16.67,0,0,0,,0,0,0
5,1964,1964-11-29,12,22.163,HOU,,BOS,L 17-34,2,27,13.50,0,0,0,,0,0,0
6,1964,1964-12-13,13,22.177,HOU,,NYJ,W 33-17,2,35,17.50,0,0,0,,0,0,0
7,1965,1965-09-12,1,23.085,HOU,,NYJ,W 27-21,4,83,20.75,3,0,0,,0,3,18
8,1965,1965-09-19,2,23.092,HOU,,BOS,W 31-10,4,64,16.00,1,0,0,,0,1,6
9,1965,1965-09-26,3,23.099,HOU,@,OAK,L 17-21,6,79,13.17,1,0,0,,0,1,6
10,1965,1965-10-03,4,23.106,HOU,@,SDG,L 14-31,2,16,8.00,0,0,0,,0,0,0
11,1965,1965-10-17,5,23.120,HOU,@,DEN,L 17-28,3,51,17.00,0,0,0,,0,0,0
12,1965,1965-10-24,6,23.127,HOU,,KAN,W 38-36,4,48,12.00,2,0,0,,0,2,12
13,1965,1965-10-31,7,23.134,HOU,@,BUF,W 19-17,2,34,17.00,0,0,0,,0,0,0
14,1965,1965-11-07,8,23.141,HOU,,OAK,L 21-33,3,29,9.67,1,0,0,,0,1,6
15,1965,1965-11-14,9,23.148,HOU,,DEN,L 21-31,3,42,14.00,0,0,0,,0,0,0
16,1965,1965-11-21,10,23.155,HOU,@,NYJ,L 14-41,1,11,11.00,0,0,0,,0,0,0
17,1965,1965-11-28,11,23.162,HOU,@,KAN,L 21-52,1,3,3.00,0,0,0,,0,0,0
18,1965,1965-12-05,12,23.169,HOU,,BUF,L 18-29,4,61,15.25,0,0,0,,0,0,0
19,1966,1966-10-02,4,24.105,SDG,,MIA,W 44-10,1,30,30.00,1,0,0,,0,1,6
20,1966,1966-10-16,6,24.119,SDG,@,BUF,T 17-17,3,36,12.00,1,0,0,,0,1,6
21,1966,1966-10-23,7,24.126,SDG,@,BOS,L 17-35,1,7,7.00,0,0,0,,0,0,0
22,1966,1966-12-04,12,24.168,SDG,@,HOU,W 28-22,4,71,17.75,0,0,0,,0,0,0
23,1967,1967-09-09,1,25.082,SDG,,BOS,W 28-14,5,105,21.00,2,0,0,,0,2,12
24,1967,1967-09-24,2,25.097,SDG,,HOU,W 13-3,4,69,17.25,0,0,0,,0,0,0
25,1967,1967-10-01,3,25.104,SDG,@,BUF,W 37-17,5,106,21.20,1,0,0,,0,1,6
26,1967,1967-10-08,4,25.111,SDG,,BOS,T 31-31,4,42,10.50,1,0,0,,0,1,6
27,1967,1967-10-15,5,25.118,SDG,,KAN,W 45-31,4,59,14.75,0,0,0,,0,0,0
28,1967,1967-10-22,6,25.125,SDG,@,DEN,W 38-21,4,67,16.75,1,0,0,,0,1,6
29,1967,1967-10-29,7,25.132,SDG,@,OAK,L 10-51,3,65,21.67,0,0,0,,0,0,0
30,1967,1967-11-12,8,25.146,SDG,,MIA,W 24-0,3,31,10.33,1,0,0,,0,1,6
31,1967,1967-11-19,9,25.153,SDG,@,KAN,W 17-16,4,44,11.00,0,0,0,,0,0,0
32,1967,1967-11-23,10,25.157,SDG,,DEN,W 24-20,5,50,10.00,0,0,0,,0,0,0
33,1967,1967-12-03,11,25.167,SDG,,OAK,L 21-41,6,76,12.67,0,0,0,,0,0,0
34,1967,1967-12-10,12,25.174,SDG,@,MIA,L 24-41,4,72,18.00,2,0,0,,0,2,12
35,1967,1967-12-16,13,25.180,SDG,@,HOU,L 17-24,5,64,12.80,1,0,0,,0,1,6
36,1967,1967-12-24,14,25.188,SDG,,NYJ,L 31-42,1,72,72.00,1,0,0,,0,1,6
37,1968,1968-09-06,1,26.079,SDG,,CIN,W 29-13,3,66,22.00,2,0,0,,0,2,12
38,1968,1968-09-29,3,26.102,SDG,@,CIN,W 31-10,1,33,33.00,0,0,0,,0,0,0
39,1968,1968-10-27,7,26.130,SDG,@,KAN,L 20-27,3,22,7.33,1,0,0,,0,1,6
40,1968,1968-11-03,8,26.137,SDG,,MIA,W 34-28,3,34,11.33,0,0,0,,0,0,0
41,1968,1968-11-24,11,26.158,SDG,,NYJ,L 15-37,1,5,5.00,0,0,0,,0,0,0
42,1968,1968-12-08,13,26.172,SDG,,KAN,L 3-40,1,22,22.00,0,0,0,,0,0,0
43,1968,1968-12-15,14,26.179,SDG,,OAK,L 27-34,4,55,13.75,0,0,0,,0,0,0
44,1969,1969-09-21,2,27.094,SDG,@,CIN,L 20-34,1,50,50.00,0,0,0,,0,0,0
45,1969,1969-10-04,4,27.107,SDG,,CIN,W 21-14,2,27,13.50,0,0,0,,0,0,0
46,1969,1969-10-11,5,27.114,SDG,@,MIA,W 21-14,4,34,8.50,0,0,0,,0,0,0
47,1969,1969-11-02,8,27.136,SDG,@,DEN,L 0-13,3,19,6.33,0,0,0,,0,0,0
48,1969,1969-11-16,10,27.150,SDG,@,OAK,L 16-21,2,27,13.50,0,0,0,,0,0,0
49,1969,1969-11-27,12,27.161,SDG,@,HOU,W 21-17,2,22,11.00,0,0,0,,0,0,0
50,1969,1969-12-07,13,27.171,SDG,,BOS,W 28-18,1,12,12.00,0,0,0,,0,0,0
51,1969,1969-12-14,14,27.178,SDG,,BUF,W 45-6,2,14,7.00,0,0,0,,0,0,0
52,1970,1970-09-20,1,28.093,SDG,,BAL,L 14-16,4,55,13.75,0,1,6,6.00,0,0,0
53,1970,1970-09-27,2,28.100,SDG,,OAK,T 27-27,2,71,35.50,0,0,0,,0,0,0
54,1970,1970-10-04,3,28.107,SDG,@,RAM,L 10-37,5,63,12.60,1,0,0,,0,1,6
55,1970,1970-10-12,4,28.115,SDG,,GNB,L 20-22,1,11,11.00,0,2,94,47.00,1,1,6
56,1970,1970-10-18,5,28.121,SDG,@,CHI,W 20-7,,,,,,,,,,
57,1970,1970-10-25,6,28.128,SDG,,HOU,T 31-31,3,33,11.00,1,0,0,,0,1,6
58,1970,1970-11-01,7,28.135,SDG,@,CLE,W 27-10,5,83,16.60,0,0,0,,0,0,0
59,1970,1970-11-08,8,28.142,SDG,,DEN,W 24-21,3,35,11.67,1,0,0,,0,1,6
60,1970,1970-11-15,9,28.149,SDG,@,BOS,W 16-14,2,29,14.50,0,0,0,,0,0,0
61,1970,1970-11-22,10,28.156,SDG,@,OAK,L 17-20,4,56,14.00,0,1,13,13.00,0,0,0
62,1970,1970-11-29,11,28.163,SDG,@,KAN,L 14-26,1,8,8.00,0,0,0,,0,0,0
63,1970,1970-12-06,12,28.170,SDG,,CIN,L 14-17,5,42,8.40,1,1,7,7.00,0,1,6
64,1970,1970-12-13,13,28.177,SDG,@,DEN,T 17-17,1,3,3.00,0,0,0,,0,0,0
65,1970,1970-12-20,14,28.184,SDG,,KAN,W 31-13,2,8,4.00,2,0,0,,0,2,12
66,1971,1971-09-19,1,29.092,HOU,@,CLE,L 0-31,,,,,,,,,,
67,1971,1971-09-26,2,29.099,HOU,,KAN,L 16-20,,,,,,,,,,
68,1971,1971-10-03,3,29.106,HOU,,NOR,T 13-13,2,46,23.00,0,0,0,,0,0,0
69,1971,1971-10-10,4,29.113,HOU,@,WAS,L 13-22,4,36,9.00,0,0,0,,0,0,0
70,1971,1971-10-17,5,29.120,HOU,,DET,L 7-31,2,31,15.50,0,0,0,,0,0,0
71,1971,1971-10-24,6,29.127,HOU,@,PIT,L 16-23,,,,,,,,,,
72,1971,1971-10-31,7,29.134,KAN,@,OAK,T 20-20,,,,,,,,,,
73,1971,1971-11-07,8,29.141,KAN,@,NYJ,L 10-13,1,23,23.00,0,0,0,,0,0,0
