ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
21,1985,1985-10-06,5,24.065,GNB,,DET,W 43-10,,2,16,8.00,1,,,0,0,,0,0,0,,0,1,6
22,1985,1985-10-13,6,24.072,GNB,,MIN,W 20-17,,0,0,,0,,,1,0,0.00,0,0,0,,0,0,0
23,1985,1985-10-21,7,24.080,GNB,@,CHI,L 7-23,,0,0,,0,,,0,0,,0,,,,,0,
24,1985,1985-10-27,8,24.086,GNB,@,IND,L 10-37,,0,0,,0,,,0,0,,0,,,,,0,
25,1985,1985-11-03,9,24.093,GNB,,CHI,L 10-16,,0,0,,0,,,0,0,,0,,,,,0,
26,1985,1985-11-10,10,24.100,GNB,@,MIN,W 27-17,,0,0,,0,,,0,0,,0,,,,,0,
27,1985,1985-11-17,11,24.107,GNB,,NOR,W 38-14,,2,40,20.00,0,,,0,0,,0,0,0,,0,0,0
28,1985,1985-11-24,12,24.114,GNB,@,RAM,L 17-34,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0
29,1985,1985-12-01,13,24.121,GNB,,TAM,W 21-0,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0
30,1985,1985-12-08,14,24.128,GNB,,MIA,L 24-34,,1,0,0.00,0,,,0,0,,0,0,0,,0,0,0
31,1985,1985-12-15,15,24.135,GNB,@,DET,W 26-23,,0,0,,0,,,0,0,,0,,,,,0,
32,1985,1985-12-22,16,24.142,GNB,@,TAM,W 20-17,,0,0,,0,,,0,0,,0,,,,,0,
33,1986,1986-09-07,1,25.036,GNB,,HOU,L 3-31,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0
34,1986,1986-09-14,2,25.043,GNB,@,NOR,L 10-24,,4,33,8.25,0,,,0,0,,0,0,0,,0,0,0
35,1986,1986-09-22,3,25.051,GNB,,CHI,L 12-25,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
36,1986,1986-09-28,4,25.057,GNB,@,MIN,L 7-42,,0,0,,0,,,,,,,,,,,,
37,1986,1986-10-05,5,25.064,GNB,,CIN,L 28-34,,0,0,,0,,,,,,,,,,,,
38,1986,1986-10-12,6,25.071,GNB,,DET,L 14-21,,0,0,,0,,,,,,,,,,,,
39,1986,1986-10-19,7,25.078,GNB,@,CLE,W 17-14,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
40,1986,1986-10-26,8,25.085,GNB,,SFO,L 17-31,,0,0,,0,,,,,,,,,,,,
41,1986,1986-11-02,9,25.092,GNB,@,PIT,L 3-27,,0,0,,0,,,,,,,,,,,,
42,1986,1986-11-09,10,25.099,GNB,,WAS,L 7-16,,0,0,,0,,,,,,,,,,,,
43,1986,1986-11-16,11,25.106,GNB,,TAM,W 31-7,,0,0,,0,,,,,,,,,,,,
44,1986,1986-11-23,12,25.113,GNB,@,CHI,L 10-12,,5,103,20.60,1,,,0,0,,0,0,0,,0,1,6
45,1986,1986-11-27,13,25.117,GNB,@,DET,W 44-40,,2,30,15.00,0,,,0,0,,0,0,0,,0,0,0
46,1986,1986-12-07,14,25.127,GNB,,MIN,L 6-32,,0,0,,0,,,,,,,,,,,,
47,1986,1986-12-14,15,25.134,GNB,@,TAM,W 21-7,,0,0,,0,,,,,,,,,,,,
48,1986,1986-12-20,16,25.140,GNB,@,NYG,L 24-55,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0
49,1987,1987-09-13,1,26.042,GNB,,RAI,L 0-20,,0,0,,0,,,,,,,,,,,,
50,1987,1987-09-20,2,26.049,GNB,,DEN,T 17-17,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
51,1987,1987-10-25,6,26.084,GNB,@,DET,W 34-33,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0
52,1987,1987-11-01,7,26.091,GNB,,TAM,L 17-23,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
53,1987,1987-11-08,8,26.098,GNB,,CHI,L 24-26,,4,66,16.50,1,,,0,0,,0,0,0,,0,1,6
54,1987,1987-11-15,9,26.105,GNB,@,SEA,L 13-24,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0
55,1987,1987-11-22,10,26.112,GNB,@,KAN,W 23-3,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
56,1987,1987-11-29,11,26.119,GNB,@,CHI,L 10-23,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0
57,1987,1987-12-06,12,26.126,GNB,,SFO,L 12-23,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0
58,1987,1987-12-13,13,26.133,GNB,,MIN,W 16-10,,3,80,26.67,0,,,0,0,,0,0,0,,0,0,0
59,1987,1987-12-19,14,26.139,GNB,@,NYG,L 10-20,,3,26,8.67,0,,,0,0,,0,0,0,,0,0,0
60,1987,1987-12-27,15,26.147,GNB,@,NOR,L 24-33,,0,0,,0,,,,,,,,,,,,
61,1988,1988-09-04,1,27.033,GNB,,RAM,L 7-34,,2,13,6.50,1,,,0,0,,0,0,0,,0,1,6
62,1988,1988-09-11,2,27.040,GNB,,TAM,L 10-13,,2,1,0.50,0,,,0,0,,0,0,0,,0,0,0
63,1988,1988-09-18,3,27.047,GNB,@,MIA,L 17-24,,3,27,9.00,0,,,0,0,,0,0,0,,0,0,0
64,1988,1988-09-25,4,27.054,GNB,,CHI,L 6-24,,0,0,,0,,,,,,,,,,,,
65,1988,1988-10-02,5,27.061,GNB,@,TAM,L 24-27,,6,59,9.83,1,,,0,0,,0,0,0,,0,1,6
66,1988,1988-10-09,6,27.068,GNB,,NWE,W 45-3,,3,63,21.00,0,,,0,0,,0,0,0,,0,0,0
67,1988,1988-10-16,7,27.075,GNB,@,MIN,W 34-14,,0,0,,0,,,,,,,,,,,,
68,1988,1988-10-23,8,27.082,GNB,,WAS,L 17-20,,0,0,,0,,,,,,,,,,,,
69,1988,1988-10-30,9,27.089,GNB,@,BUF,L 0-28,,3,39,13.00,0,,,0,0,,0,0,0,,0,0,0
70,1988,1988-11-06,10,27.096,GNB,@,ATL,L 0-20,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
71,1988,1988-11-13,11,27.103,GNB,,IND,L 13-20,,4,18,4.50,0,,,0,0,,0,0,0,,0,0,0
72,1988,1988-11-20,12,27.110,GNB,,DET,L 9-19,,0,0,,0,,,,,,,,,,,,
73,1988,1988-11-27,13,27.117,GNB,@,CHI,L 0-16,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0
74,1988,1988-12-04,14,27.124,GNB,@,DET,L 14-30,,3,15,5.00,1,,,0,0,,0,0,0,,0,1,6
75,1988,1988-12-11,15,27.131,GNB,,MIN,W 18-6,,0,0,,0,,,,,,,,,,,,
76,1988,1988-12-18,16,27.138,GNB,@,PHO,W 26-17,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
77,1989,1989-09-10,1,28.039,GNB,,TAM,L 21-23,,2,37,18.50,1,,,0,0,,0,0,0,,0,1,6
78,1989,1989-09-17,2,28.046,GNB,,NOR,W 35-34,,6,87,14.50,2,,,0,0,,0,0,0,,0,2,12
79,1989,1989-09-24,3,28.053,GNB,@,RAM,L 38-41,,3,33,11.00,1,,,0,0,,0,0,0,,0,1,6
80,1989,1989-10-01,4,28.060,GNB,,ATL,W 23-21,,0,0,,0,,,,,,,,,,,,
81,1989,1989-10-08,5,28.067,GNB,,DAL,W 31-13,,0,0,,0,,,,,,,,,,,,
82,1989,1989-10-15,6,28.074,GNB,@,MIN,L 14-26,,0,0,,0,,,,,,,,,,,,
83,1989,1989-10-22,7,28.081,GNB,@,MIA,L 20-23,,0,0,,0,,,,,,,,,,,,
84,1989,1989-10-29,8,28.088,GNB,,DET,W 23-20,,3,37,12.33,0,,,0,0,,0,0,0,,0,0,0
85,1989,1989-11-05,9,28.095,GNB,,CHI,W 14-13,,3,31,10.33,0,,,0,0,,0,0,0,,0,0,0
86,1989,1989-11-12,10,28.102,GNB,@,DET,L 22-31,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0
87,1989,1989-12-10,14,28.130,GNB,,KAN,L 3-21,,0,0,,0,,,,,,,,,,,,
88,1989,1989-12-17,15,28.137,GNB,@,CHI,W 40-28,,0,0,,0,,,,,,,,,,,,
89,1989,1989-12-24,16,28.144,GNB,@,DAL,W 20-10,,2,14,7.00,1,,,0,0,,0,0,0,,0,1,6
90,1990,1990-09-09,1,29.038,GNB,,RAM,W 36-24,,3,61,20.33,2,,,0,0,,0,0,0,,0,2,12
91,1990,1990-09-16,2,29.045,GNB,,CHI,L 13-31,,0,0,,0,,,,,,,0,0,,0,,
92,1990,1990-09-23,3,29.052,GNB,,KAN,L 3-17,,1,1,1.00,0,,,0,0,,0,0,0,,0,0,0
93,1990,1990-09-30,4,29.059,GNB,@,DET,W 24-21,,2,17,8.50,1,,,0,0,,0,0,0,,0,1,6
94,1990,1990-10-07,5,29.066,GNB,@,CHI,L 13-27,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
95,1990,1990-10-14,6,29.073,GNB,@,TAM,L 14-26,,0,0,,0,,,,,,,0,0,,0,,
96,1990,1990-10-28,7,29.087,GNB,,MIN,W 24-10,,0,0,,0,,,,,,,0,0,,0,,
97,1990,1990-11-04,8,29.094,GNB,,SFO,L 20-24,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0
98,1990,1990-11-11,9,29.101,GNB,@,RAI,W 29-16,,0,0,,0,,,,,,,0,0,,0,,
99,1990,1990-11-18,10,29.108,GNB,@,PHO,W 24-21,,2,8,4.00,1,,,0,0,,0,0,0,,0,1,6
100,1990,1990-11-25,11,29.115,GNB,,TAM,W 20-10,,2,87,43.50,0,,,0,0,,0,0,0,,0,0,0
101,1990,1990-12-02,12,29.122,GNB,@,MIN,L 7-23,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0
102,1990,1990-12-09,13,29.129,GNB,,SEA,L 14-20,,3,20,6.67,1,,,0,0,,0,0,0,,0,1,6
103,1990,1990-12-16,14,29.136,GNB,@,PHI,L 0-31,,0,0,,0,,,,,,,0,0,,0,,
104,1990,1990-12-22,15,29.142,GNB,,DET,L 17-24,,7,103,14.71,0,,,0,0,,0,0,0,,0,0,0
105,1990,1990-12-30,16,29.150,GNB,@,DEN,L 13-22,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0
106,1991,1991-09-01,1,30.030,GNB,,PHI,L 3-20,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
107,1991,1991-09-08,2,30.037,GNB,@,DET,L 14-23,,0,0,,0,,,,,,,,,,,,
108,1991,1991-09-15,3,30.044,GNB,,TAM,W 15-13,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0
109,1991,1991-09-22,4,30.051,GNB,@,MIA,L 13-16,,3,29,9.67,1,,,0,0,,0,0,0,,0,1,6
110,1991,1991-09-29,5,30.058,GNB,@,RAM,L 21-23,,0,0,,0,,,,,,,,,,,,
111,1991,1991-10-06,6,30.065,GNB,,DAL,L 17-20,,0,0,,0,,,,,,,,,,,,
112,1991,1991-10-17,7,30.076,GNB,,CHI,L 0-10,,0,0,,0,,,,,,,,,,,,
113,1991,1991-10-27,8,30.086,GNB,@,TAM,W 27-0,,3,24,8.00,1,,,0,0,,0,0,0,,0,1,6
114,1991,1991-11-03,9,30.093,GNB,@,NYJ,L 16-19,,1,1,1.00,1,,,0,0,,0,0,0,,0,1,6
115,1991,1991-11-10,10,30.100,GNB,,BUF,L 24-34,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0
116,1991,1991-11-17,11,30.107,GNB,,MIN,L 21-35,,0,0,,0,,,,,,,,,,,,
117,1991,1991-11-24,12,30.114,GNB,,IND,W 14-10,,0,0,,0,,,,,,,,,,,,
118,1991,1991-12-01,13,30.121,GNB,@,ATL,L 31-35,,0,0,,0,,,,,,,,,,,,
119,1991,1991-12-08,14,30.128,GNB,@,CHI,L 13-27,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0
120,1991,1991-12-15,15,30.135,GNB,,DET,L 17-21,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0
121,1991,1991-12-21,16,30.141,GNB,@,MIN,W 27-7,,0,0,,0,,,,,,,,,,,,
122,1992,1992-09-06,1,31.035,GNB,,MIN,L 20-23,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
123,1992,1992-09-13,2,31.042,GNB,@,TAM,L 3-31,,0,0,,0,0.0%,,,,,,0,0,,0,,
124,1992,1992-09-20,3,31.049,GNB,,CIN,W 24-23,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
125,1992,1992-09-27,4,31.056,GNB,,PIT,W 17-3,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
126,1992,1992-10-04,5,31.063,GNB,@,ATL,L 10-24,2,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
127,1992,1992-10-18,6,31.077,GNB,@,CLE,L 6-17,,0,0,,0,0.0%,,,,,,0,0,,0,,
128,1992,1992-10-25,7,31.084,GNB,,CHI,L 10-30,,0,0,,0,0.0%,,,,,,0,0,,0,,
129,1992,1992-11-01,8,31.091,GNB,@,DET,W 27-13,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
130,1992,1992-11-08,9,31.098,GNB,@,NYG,L 7-27,,0,0,,0,0.0%,,,,,,0,0,,0,,
131,1992,1992-11-15,10,31.105,GNB,,PHI,W 27-24,,0,0,,0,0.0%,,,,,,0,0,,0,,
132,1992,1992-11-22,11,31.112,GNB,@,CHI,W 17-3,,0,0,,0,0.0%,,,,,,0,0,,0,,
133,1992,1992-11-29,12,31.119,GNB,,TAM,W 19-14,2,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
134,1992,1992-12-06,13,31.126,GNB,,DET,W 38-10,,0,0,,0,0.0%,,,,,,0,0,,0,,
135,1992,1992-12-13,14,31.133,GNB,@,HOU,W 16-14,,0,0,,0,0.0%,,,,,,0,0,,0,,
136,1992,1992-12-20,15,31.140,GNB,,RAM,W 28-13,,0,0,,0,0.0%,,,,,,0,0,,0,,
137,1992,1992-12-27,16,31.147,GNB,@,MIN,L 7-27,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,0,0.00,0,0,0
138,1993,1993-09-05,1,32.034,GNB,,RAM,W 36-6,,0,0,,0,0.0%,,,,,,,,,,,
139,1993,1993-09-12,2,32.041,GNB,,PHI,L 17-20,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
140,1993,1993-09-26,3,32.055,GNB,@,MIN,L 13-15,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0
141,1993,1993-10-03,4,32.062,GNB,@,DAL,L 14-36,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
142,1993,1993-10-10,5,32.069,GNB,,DEN,W 30-27,,0,0,,0,0.0%,,,,,,,,,,,
143,1993,1993-10-24,6,32.083,GNB,@,TAM,W 37-14,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0
144,1993,1993-10-31,7,32.090,GNB,,CHI,W 17-3,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
145,1993,1993-11-08,8,32.098,GNB,@,KAN,L 16-23,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
146,1993,1993-11-14,9,32.104,GNB,@,NOR,W 19-17,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
147,1993,1993-11-21,10,32.111,GNB,,DET,W 26-17,7,5,62,12.40,0,71.4%,8.86,0,0,,0,0,0,,0,0,0
148,1993,1993-11-28,11,32.118,GNB,,TAM,W 13-10,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0
149,1993,1993-12-05,12,32.125,GNB,@,CHI,L 17-30,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
150,1993,1993-12-12,13,32.132,GNB,@,SDG,W 20-13,,0,0,,0,0.0%,,,,,,,,,,,
151,1993,1993-12-19,14,32.139,GNB,,MIN,L 17-21,2,0,0,,0,0.0%,0.00,,,,,,,,,,
152,1993,1993-12-26,15,32.146,GNB,,RAI,W 28-0,3,1,24,24.00,0,33.3%,8.00,0,0,,0,0,0,,0,0,0
153,1993,1994-01-02,16,32.153,GNB,@,DET,L 20-30,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0
154,1994,1994-09-04,1,33.033,GNB,,MIN,W 16-10,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0
155,1994,1994-09-11,2,33.040,GNB,,MIA,L 14-24,8,5,51,10.20,1,62.5%,6.38,0,0,,0,0,0,,0,1,6
156,1994,1994-09-18,3,33.047,GNB,@,PHI,L 7-13,4,0,0,,0,0.0%,0.00,,,,,,,,,,
157,1994,1994-09-25,4,33.054,GNB,,TAM,W 30-3,4,3,51,17.00,1,75.0%,12.75,0,0,,0,0,0,,0,1,6
158,1994,1994-10-02,5,33.061,GNB,@,NWE,L 16-17,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0
159,1994,1994-10-09,6,33.068,GNB,,RAM,W 24-17,5,4,53,13.25,0,80.0%,10.60,0,0,,0,0,0,,0,0,0
160,1994,1994-10-20,7,33.079,GNB,@,MIN,L 10-13,5,2,33,16.50,0,40.0%,6.60,0,0,,0,0,0,,0,0,0
161,1994,1994-10-31,8,33.090,GNB,@,CHI,W 33-6,3,0,0,,0,0.0%,0.00,,,,,,,,,,
162,1994,1994-11-06,9,33.096,GNB,,DET,W 38-30,5,4,54,13.50,0,80.0%,10.80,0,0,,0,0,0,,0,0,0
163,1994,1994-11-13,10,33.103,GNB,,NYJ,W 17-10,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
164,1994,1994-11-20,11,33.110,GNB,@,BUF,L 20-29,1,0,0,,0,0.0%,0.00,,,,,,,,,,
165,1994,1994-11-24,12,33.114,GNB,@,DAL,L 31-42,8,5,36,7.20,0,62.5%,4.50,0,0,,0,0,0,,0,0,0
166,1994,1994-12-04,13,33.124,GNB,@,DET,L 31-34,,0,0,,0,0.0%,,,,,,,,,,,
167,1994,1994-12-24,16,33.144,GNB,@,TAM,W 34-19,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
168,1995,1995-09-03,1,34.032,PHI,,TAM,L 6-21,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0
169,1995,1995-09-10,2,34.039,PHI,@,ARI,W 31-19,0,0,0,,0,0.0%,,,,,,,,,,,
170,1995,1995-09-17,3,34.046,PHI,,SDG,L 21-27,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,1,6
171,1995,1995-09-24,4,34.053,PHI,@,OAK,L 17-48,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
172,1995,1995-10-01,5,34.060,PHI,@,NOR,W 15-10,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,0,0
173,1995,1995-10-08,6,34.067,PHI,,WAS,W 37-34,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0
174,1995,1995-10-15,7,34.074,PHI,@,NYG,W 17-14,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0
175,1995,1995-10-29,8,34.088,PHI,,STL,W 20-9,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0
176,1995,1995-11-06,9,34.096,PHI,@,DAL,L 12-34,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
177,1995,1995-11-12,10,34.102,PHI,,DEN,W 31-13,2,0,0,,0,0.0%,0.00,,,,,,,,,,
178,1995,1995-11-19,11,34.109,PHI,,NYG,W 28-19,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0
179,1995,1995-11-26,12,34.116,PHI,@,WAS,W 14-7,3,0,0,,0,0.0%,0.00,,,,,,,,,,
180,1995,1995-12-03,13,34.123,PHI,@,SEA,L 14-26,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
181,1995,1995-12-10,14,34.130,PHI,,DAL,W 20-17,1,0,0,,0,0.0%,0.00,,,,,,,,,,
182,1995,1995-12-17,15,34.137,PHI,,ARI,W 21-20,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
183,1995,1995-12-24,16,34.144,PHI,@,CHI,L 14-20,,0,0,,0,0.0%,,,,,,,,,,,
184,1996,1996-09-01,1,35.030,PHI,@,WAS,W 17-14,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
185,1996,1996-09-09,2,35.038,PHI,@,GNB,L 13-39,,0,0,,0,0.0%,,,,,,,,,,,
186,1996,1996-09-15,3,35.044,PHI,,DET,W 24-17,0,0,0,,0,0.0%,,,,,,,,,,,
187,1996,1996-09-22,4,35.051,PHI,@,ATL,W 33-18,2,0,0,,0,0.0%,0.00,,,,,,,,,,
188,1996,1996-09-30,5,35.059,PHI,,DAL,L 19-23,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
189,1996,1996-10-13,6,35.072,PHI,@,NYG,W 19-10,,0,0,,0,0.0%,,,,,,,,,,,
190,1996,1996-10-20,7,35.079,PHI,,MIA,W 35-28,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
191,1996,1996-10-27,8,35.086,PHI,,CAR,W 20-9,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0
192,1996,1996-11-03,9,35.093,PHI,@,DAL,W 31-21,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
193,1996,1996-11-10,10,35.100,PHI,,BUF,L 17-24,,0,0,,0,0.0%,,,,,,,,,,,
194,1996,1996-11-17,11,35.107,PHI,,WAS,L 21-26,,0,0,,0,0.0%,,,,,,,,,,,
195,1996,1996-11-24,12,35.114,PHI,@,ARI,L 30-36,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
196,1996,1996-12-01,13,35.121,PHI,,NYG,W 24-0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
197,1996,1996-12-05,14,35.125,PHI,@,IND,L 10-37,1,0,0,,0,0.0%,0.00,,,,,,,,,,
198,1996,1996-12-14,15,35.134,PHI,@,NYJ,W 21-20,,0,0,,0,0.0%,,,,,,,,,,,
199,1996,1996-12-22,16,35.142,PHI,,ARI,W 29-19,,0,0,,0,0.0%,,,,,,,,,,,
200,1997,1997-08-31,1,36.029,ATL,@,DET,L 17-28,,0,0,,0,0.0%,,,,,,,,,,,
201,1997,1997-09-07,2,36.036,ATL,,CAR,L 6-9,,0,0,,0,0.0%,,,,,,,,,,,
202,1997,1997-09-14,3,36.043,ATL,,OAK,L 31-36,2,0,0,,0,0.0%,0.00,,,,,,,,,,
203,1997,1997-09-21,4,36.050,ATL,@,SFO,L 7-34,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
204,1997,1997-09-28,5,36.057,ATL,,DEN,L 21-29,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
205,1997,1997-10-12,6,36.071,ATL,@,NOR,W 23-17,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
206,1997,1997-10-19,7,36.078,ATL,,SFO,L 28-35,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
207,1997,1997-10-26,8,36.085,ATL,@,CAR,L 12-21,,0,0,,0,0.0%,,,,,,,,,,,
208,1997,1997-11-02,9,36.092,ATL,,STL,W 34-31,,0,0,,0,0.0%,,,,,,,,,,,
209,1997,1997-11-09,10,36.099,ATL,,TAM,L 10-31,2,0,0,,0,0.0%,0.00,,,,,,,,,,
210,1997,1997-11-16,11,36.106,ATL,@,STL,W 27-21,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0
211,1997,1997-11-23,12,36.113,ATL,,NOR,W 20-3,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0
