ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-10-23,7,23.191,NYG,,PIT,L 6-10,,,,,,,,,,,,,,,
2,1994,1994-10-30,8,23.198,NYG,,DET,L 25-28,,,,,,,,,,,,,,,
3,1994,1994-11-07,9,23.206,NYG,@,DAL,L 10-38,,,,,,,,,,,,,,,
4,1994,1994-11-13,10,23.212,NYG,,ARI,L 9-10,,,,,,,,,,,,,,,
5,1994,1994-11-21,11,23.220,NYG,@,HOU,W 13-10,,,,,,,,,,,,,,,
6,1994,1994-12-04,13,23.233,NYG,@,CLE,W 16-13,,,,,,,,,,,,,,,
7,1994,1994-12-18,15,23.247,NYG,@,PHI,W 16-13,,,,,,,,,,,,,,,
8,1994,1994-12-24,16,23.253,NYG,,DAL,W 15-10,,,,,,,,,,,,,,,
9,1995,1995-09-04,1,24.142,NYG,,DAL,L 0-35,,,,,,,,,,,,,,,
10,1995,1995-09-24,4,24.162,NYG,,NOR,W 45-29,,,,,,,,,,,,,,,
11,1995,1995-10-01,5,24.169,NYG,@,SFO,L 6-20,,,,,,,,,,,,,,,
12,1995,1995-10-08,6,24.176,NYG,,ARI,W 27-21,,,,,,,,,,,,,,,
13,1995,1995-10-15,7,24.183,NYG,,PHI,L 14-17,,,,,,,,,,,,,,,
14,1995,1995-10-29,8,24.197,NYG,@,WAS,W 24-15,,,,,,,,,,,,,,,
15,1995,1995-11-05,9,24.204,NYG,@,SEA,L 28-30,,,,,,,,,,,,,,,
16,1995,1995-11-12,10,24.211,NYG,,OAK,L 13-17,,,,,,,,,,,,,,,
17,1995,1995-11-19,11,24.218,NYG,@,PHI,L 19-28,,,,,,,,,,,,,,,
18,1995,1995-11-26,12,24.225,NYG,,CHI,L 24-27,,,,,,,,,,,,,,,
19,1995,1995-11-30,13,24.229,NYG,@,ARI,W 10-6,,,,,,,,,,,,,,,
20,1995,1995-12-10,14,24.239,NYG,,WAS,W 20-13,,,,,,,,,,,,,,,
21,1995,1995-12-17,15,24.246,NYG,@,DAL,L 20-21,,,,,,,,,,,,,,,
22,1995,1995-12-23,16,24.252,NYG,,SDG,L 17-27,,,,,,,,,,,,,,,
23,1996,1996-09-01,1,25.139,NYG,,BUF,L 20-23,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
24,1996,1996-09-08,2,25.146,NYG,@,DAL,L 0-27,,,,,,0,0,,0,,,,,,
25,1996,1996-09-15,3,25.153,NYG,,WAS,L 10-31,,0,0,,0,0,0,,0,0,0,0.0,1,15,0
26,1996,1996-09-22,4,25.160,NYG,@,NYJ,W 13-6,,,,,,0,0,,0,,,,,,
27,1996,1996-09-29,5,25.167,NYG,,MIN,W 15-10,,0,0,,0,0,0,,0,0,0,2.0,0,0,0
28,1996,1996-10-13,6,25.181,NYG,,PHI,L 10-19,,,,,,0,0,,0,,,,,,
29,1996,1996-10-20,7,25.188,NYG,@,WAS,L 21-31,,,,,,0,0,,0,,,,,,
30,1996,1996-10-27,8,25.195,NYG,@,DET,W 35-7,,,,,,0,0,,0,,,,,,
31,1996,1996-11-03,9,25.202,NYG,,ARI,W 16-8,,,,,,0,0,,0,,,,,,
32,1996,1996-11-10,10,25.209,NYG,@,CAR,L 17-27,,,,,,0,0,,0,,,,,,
33,1996,1996-11-17,11,25.216,NYG,@,ARI,L 23-31,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
34,1996,1996-11-24,12,25.223,NYG,,DAL,W 20-6,,0,0,,0,0,0,,0,0,0,0.0,1,24,0
35,1996,1996-12-01,13,25.230,NYG,@,PHI,L 0-24,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
36,1996,1996-12-08,14,25.237,NYG,@,MIA,W 17-7,,,,,,0,0,,0,,,,,,
37,1996,1996-12-15,15,25.244,NYG,,NOR,L 3-17,,0,0,,0,0,0,,0,0,0,0.0,1,-1,0
38,1996,1996-12-21,16,25.250,NYG,,NWE,L 22-23,,0,0,,0,0,0,,0,1,6,0.0,1,23,1
39,1997,1997-08-31,1,26.138,NYG,,PHI,W 31-17,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
40,1997,1997-09-07,2,26.145,NYG,@,JAX,L 13-40,,,,,,,,,,,,,,,
41,1997,1997-09-14,3,26.152,SEA,@,IND,W 31-3,,,,,,,,,,,,,,,
42,1997,1997-09-21,4,26.159,NYG,@,STL,L 3-13,,,,,,,,,,,,,,,
43,1997,1997-09-28,5,26.166,NYG,,NOR,W 14-9,,,,,,,,,,,,,,,
44,1997,1997-10-05,6,26.173,NYG,,DAL,W 20-17,,,,,,,,,,,,,,,
45,1997,1997-10-12,7,26.180,NYG,@,ARI,W 27-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
46,1997,1997-10-19,8,26.187,NYG,@,DET,W 26-20,,,,,,,,,,,,,,,
47,1997,1997-10-26,9,26.194,NYG,,CIN,W 29-27,,,,,,,,,,,,,,,
48,1997,1997-11-09,10,26.208,NYG,@,TEN,L 6-10,,,,,,,,,,,,,,,
49,1997,1997-11-16,11,26.215,NYG,,ARI,W 19-10,,0,0,,0,0,0,,0,0,0,0.5,1,41,0
50,1997,1997-11-23,12,26.222,NYG,@,WAS,T 7-7,,0,0,,0,0,0,,0,0,0,0.0,1,-2,0
51,1997,1997-11-30,13,26.229,NYG,,TAM,L 8-20,,,,,,,,,,,,,,,
52,1997,1997-12-07,14,26.236,NYG,@,PHI,W 31-21,,,,,,,,,,,,,,,
53,1997,1997-12-13,15,26.242,NYG,,WAS,W 30-10,,0,0,,0,0,0,,0,1,6,0.0,2,35,1
54,1997,1997-12-21,16,26.250,NYG,@,DAL,W 20-7,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
55,1999,1999-09-26,3,28.164,NYG,@,NWE,L 14-16,*,,,,,,,,,,,,,,
56,1999,1999-10-03,4,28.171,NYG,,PHI,W 16-15,*,0,0,,0,0,0,,0,0,0,0.0,1,-4,0
57,1999,1999-10-10,5,28.178,NYG,@,ARI,L 3-14,*,,,,,,,,,,,,,,
58,1999,1999-10-18,6,28.186,NYG,,DAL,W 13-10,*,,,,,,,,,,,,,,
59,1999,1999-10-24,7,28.192,NYG,,NOR,W 31-3,*,,,,,,,,,,,,,,
60,1999,1999-10-31,8,28.199,NYG,@,PHI,W 23-17,*,,,,,,,,,,,,,,
61,1999,1999-11-14,9,28.213,NYG,,IND,L 19-27,*,,,,,,,,,,,,,,
