ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1995,1995-09-10,2,24.166,SFO,,ATL,W 41-10,0,0,0,,0,0.0%,,2,40,20.00,0
2,1995,1995-09-17,3,24.173,SFO,,NWE,W 28-3,,,,,,0.0%,,0,0,,0
3,1996,1996-12-23,16,25.270,SFO,,DET,W 24-14,3,2,9,4.50,0,66.7%,3.00,0,0,,0
