ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1954,1954-11-06,6,22.240,DET,@,BAL,W 27-3,2,2,1.00,0
2,1954,1954-11-14,7,22.248,DET,,SFO,W 48-7,1,-1,-1.00,0
