ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1992,1992-09-06,1,22.269,TAM,,PHO,W 23-7,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
2,1992,1992-09-13,2,22.276,TAM,,GNB,W 31-3,,3,2,57,28.50,0,66.7%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0
3,1992,1992-09-20,3,22.283,TAM,@,MIN,L 20-26,,4,2,50,25.00,1,50.0%,12.50,0,0,,0,0,0,,0,1,1,1.00,0,1,6
4,1992,1992-09-27,4,22.290,TAM,@,DET,W 27-23,,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
5,1992,1992-10-04,5,22.297,TAM,,IND,L 14-24,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,2,32,16.00,0,0,0,,0,0,0
6,1992,1992-10-18,6,22.311,TAM,@,CHI,L 14-31,,6,5,102,20.40,1,83.3%,17.00,0,0,,0,1,14,14.00,0,0,0,,0,1,6
7,1992,1992-10-25,7,22.318,TAM,,DET,L 7-38,,6,3,52,17.33,0,50.0%,8.67,0,0,,0,0,0,,0,0,0,,0,0,0
8,1992,1992-11-01,8,22.325,TAM,@,NOR,L 21-23,,5,2,11,5.50,0,40.0%,2.20,0,0,,0,1,15,15.00,0,0,0,,0,0,0
9,1992,1992-11-08,9,22.332,TAM,,MIN,L 7-35,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,1,16,16.00,0,0,0,,0,0,0
10,1992,1992-11-15,10,22.339,TAM,,CHI,W 20-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,23,11.50,0,0,0
11,1992,1992-11-22,11,22.346,TAM,@,SDG,L 14-29,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,7,7.00,0,1,2,2.00,0,0,0
12,1992,1992-11-29,12,22.353,TAM,@,GNB,L 14-19,,1,0,0,,0,0.0%,0.00,0,0,,0,2,18,9.00,0,3,9,3.00,0,0,0
13,1992,1992-12-06,13,22.360,TAM,,RAM,L 27-31,,,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,3,4,1.33,0,0,0
14,1992,1992-12-13,14,23.001,TAM,,ATL,L 7-35,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,14,4.67,0,0,0
15,1992,1992-12-19,15,23.007,TAM,@,SFO,L 14-21,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
16,1992,1992-12-27,16,23.015,TAM,@,PHO,W 7-3,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,0,0
17,1993,1993-09-05,1,23.267,TAM,,KAN,L 3-27,,6,6,53,8.83,0,100.0%,8.83,0,0,,0,0,0,,0,0,0,,0,0,0
18,1993,1993-09-12,2,23.274,TAM,@,NYG,L 7-23,,7,1,12,12.00,0,14.3%,1.71,0,0,,0,0,0,,0,0,0,,0,0,0
19,1993,1993-09-26,3,23.288,TAM,@,CHI,L 17-47,,4,1,67,67.00,0,25.0%,16.75,0,0,,0,0,0,,0,0,0,,0,0,0
20,1993,1993-10-03,4,23.295,TAM,,DET,W 27-10,,8,5,48,9.60,1,62.5%,6.00,0,0,,0,0,0,,0,0,0,,0,1,6
21,1993,1993-10-10,5,23.302,TAM,@,MIN,L 0-15,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,0
22,1993,1993-10-24,6,23.316,TAM,,GNB,L 14-37,,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
23,1993,1993-10-31,7,23.323,TAM,@,ATL,W 31-24,,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0
24,1993,1993-11-07,8,23.330,TAM,@,DET,L 0-23,,7,5,58,11.60,0,71.4%,8.29,0,0,,0,0,0,,0,0,0,,0,0,0
25,1993,1993-11-14,9,23.337,TAM,,SFO,L 21-45,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
26,1993,1993-11-21,10,23.344,TAM,,MIN,W 23-10,,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,3,43,14.33,0,0,0
27,1993,1993-11-28,11,23.351,TAM,@,GNB,L 10-13,,13,6,99,16.50,1,46.2%,7.62,0,0,,0,0,0,,0,3,39,13.00,0,1,6
28,1993,1993-12-05,12,23.358,TAM,,WAS,L 17-23,,11,8,112,14.00,1,72.7%,10.18,0,0,,0,0,0,,0,3,11,3.67,0,1,6
29,1993,1993-12-12,13,24.000,TAM,,CHI,W 13-10,,9,4,57,14.25,0,44.4%,6.33,0,0,,0,0,0,,0,2,34,17.00,0,0,0
30,1993,1993-12-19,14,24.007,TAM,@,RAI,L 20-27,,5,3,94,31.33,0,60.0%,18.80,0,0,,0,0,0,,0,1,8,8.00,0,0,0
31,1993,1993-12-26,15,24.014,TAM,@,DEN,W 17-10,,11,8,105,13.13,1,72.7%,9.55,0,0,,0,0,0,,0,2,29,14.50,0,1,6
32,1993,1994-01-02,16,24.021,TAM,,SDG,L 17-32,,8,6,98,16.33,1,75.0%,12.25,0,0,,0,0,0,,0,1,2,2.00,0,1,6
33,1994,1994-09-11,2,24.273,TAM,,IND,W 24-10,,6,4,72,18.00,1,66.7%,12.00,0,0,,0,0,0,,0,0,0,,0,1,6
34,1994,1994-09-18,3,24.280,TAM,,NOR,L 7-9,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,0
35,1994,1994-09-25,4,24.287,TAM,@,GNB,L 3-30,,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0,,0,0,0,,0,0,0
36,1994,1994-10-02,5,24.294,TAM,,DET,W 24-14,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
37,1994,1994-10-09,6,24.301,TAM,@,ATL,L 13-34,,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0
38,1994,1994-10-23,7,24.315,TAM,@,SFO,L 16-41,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,3,3.00,0,0,0
39,1994,1994-10-30,8,24.322,TAM,,MIN,L 13-36,,7,3,18,6.00,1,42.9%,2.57,0,0,,0,0,0,,0,0,0,,0,1,6
40,1994,1994-11-06,9,24.329,TAM,,CHI,L 6-20,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,0
41,1994,1994-11-13,10,24.336,TAM,@,DET,L 9-14,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,0
42,1994,1994-11-20,11,24.343,TAM,@,SEA,L 21-22,,7,6,41,6.83,2,85.7%,5.86,0,0,,0,0,0,,0,0,0,,0,2,12
43,1994,1994-11-27,12,24.350,TAM,@,MIN,W 20-17,,12,6,80,13.33,1,50.0%,6.67,0,0,,0,0,0,,0,1,8,8.00,0,1,6
44,1994,1994-12-04,13,24.357,TAM,,WAS,W 26-21,,10,5,65,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,2,8,4.00,0,0,0
45,1994,1994-12-11,14,24.364,TAM,,RAM,W 24-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,0,0
46,1995,1995-09-03,1,25.265,TAM,@,PHI,W 21-6,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
47,1995,1995-09-10,2,25.272,TAM,@,CLE,L 6-22,,6,3,67,22.33,0,50.0%,11.17,0,0,,0,0,0,,0,0,0,,0,0,0
48,1995,1995-09-17,3,25.279,TAM,,CHI,L 6-25,,8,6,74,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,0,0
49,1995,1995-09-24,4,25.286,TAM,,WAS,W 14-6,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0
50,1995,1995-10-01,5,25.293,TAM,@,CAR,W 20-13,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0
51,1995,1995-10-08,6,25.300,TAM,,CIN,W 19-16,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,0
52,1995,1995-10-15,7,25.307,TAM,,MIN,W 20-17,,3,2,15,7.50,0,66.7%,5.00,1,2,2.00,0,0,0,,0,0,0,,0,0,0
53,1995,1995-10-22,8,25.314,TAM,,ATL,L 21-24,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,0
54,1995,1995-10-29,9,25.321,TAM,@,HOU,L 7-19,,1,1,5,5.00,0,100.0%,5.00,1,11,11.00,0,0,0,,0,0,0,,0,0,0
55,1995,1995-11-12,10,25.335,TAM,@,DET,L 24-27,,4,3,56,18.67,0,75.0%,14.00,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
56,1995,1995-11-19,11,25.342,TAM,,JAX,W 17-16,,2,0,0,,0,0.0%,0.00,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0
57,1995,1995-11-26,12,25.349,TAM,@,GNB,L 13-35,,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,0
58,1995,1995-12-03,13,25.356,TAM,@,MIN,L 17-31,,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
59,1995,1995-12-10,14,25.363,TAM,,GNB,W 13-10,,8,6,65,10.83,0,75.0%,8.13,0,0,,0,0,0,,0,0,0,,0,0,0
60,1995,1995-12-17,15,26.005,TAM,@,CHI,L 10-31,,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,0,0,0,,0,0,0
61,1995,1995-12-23,16,26.011,TAM,,DET,L 10-37,,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,0
