ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-10-25,5,22.244,CRD,,PHI,L 17-56,1,2,2.00,0
2,1953,1953-11-01,6,22.251,CRD,,NYG,L 20-23,1,-5,-5.00,0
