ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
78,2010,2010-12-05,12,30.250,BAL,,PIT,L 10-13,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
79,2010,2010-12-13,13,30.258,BAL,@,HOU,W 34-28,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
80,2010,2010-12-19,14,30.264,BAL,,NOR,W 30-24,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
81,2010,2010-12-26,15,30.271,BAL,@,CLE,W 20-10,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
82,2010,2011-01-02,16,30.278,BAL,,CIN,W 13-7,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
83,2011,2011-09-11,1,31.165,BAL,,PIT,W 35-7,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
84,2011,2011-09-18,2,31.172,BAL,@,TEN,L 13-26,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
85,2011,2011-09-25,3,31.179,BAL,@,STL,W 37-7,,4,4,100.0,3,5,60.0,0,13,0.0,0,0,0,0,,0
86,2011,2011-10-02,4,31.186,BAL,,NYJ,W 34-17,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
87,2011,2011-10-16,5,31.200,BAL,,HOU,W 29-14,,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,0,,0
88,2011,2011-10-24,6,31.208,BAL,@,JAX,L 7-12,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
89,2011,2011-10-30,7,31.214,BAL,,ARI,W 30-27,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
90,2011,2011-11-06,8,31.221,BAL,@,PIT,W 23-20,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
91,2011,2011-11-13,9,31.228,BAL,@,SEA,L 17-22,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,,0
92,2011,2011-11-20,10,31.235,BAL,,CIN,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
93,2011,2011-11-24,11,31.239,BAL,,SFO,W 16-6,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
94,2011,2011-12-04,12,31.249,BAL,@,CLE,W 24-10,,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,0,,0
95,2011,2011-12-11,13,31.256,BAL,,IND,W 24-10,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
96,2011,2011-12-18,14,31.263,BAL,@,SDG,L 14-34,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
97,2011,2012-01-01,16,31.277,BAL,@,CIN,W 24-16,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
98,2012,2012-09-09,1,32.163,WAS,@,NOR,W 40-32,,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,0,,0
99,2012,2012-09-16,2,32.170,WAS,@,STL,L 28-31,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,,0
100,2012,2012-09-23,3,32.177,WAS,,CIN,L 31-38,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
101,2012,2012-09-30,4,32.184,WAS,@,TAM,W 24-22,,3,3,100.0,1,4,25.0,0,6,0.0,0,0,0,0,,0
102,2012,2012-10-07,5,32.191,WAS,,ATL,L 17-24,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
103,2013,2013-09-08,1,33.162,CLE,,MIA,L 10-23,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
104,2013,2013-09-15,2,33.169,CLE,@,BAL,L 6-14,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
105,2013,2013-09-22,3,33.176,CLE,@,MIN,W 31-27,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
106,2013,2013-09-29,4,33.183,CLE,,CIN,W 17-6,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,,0
107,2013,2013-10-03,5,33.187,CLE,,BUF,W 37-24,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
108,2013,2013-10-13,6,33.197,CLE,,DET,L 17-31,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
109,2013,2013-10-20,7,33.204,CLE,@,GNB,L 13-31,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
110,2013,2013-10-27,8,33.211,CLE,@,KAN,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
111,2013,2013-11-03,9,33.218,CLE,,BAL,W 24-18,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,1,34,34.00,0
112,2013,2013-11-17,10,33.232,CLE,@,CIN,L 20-41,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
113,2013,2013-11-24,11,33.239,CLE,,PIT,L 11-27,,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
114,2013,2013-12-01,12,33.246,CLE,,JAX,L 28-32,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,,0
115,2013,2013-12-08,13,33.253,CLE,@,NWE,L 26-27,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
116,2013,2013-12-15,14,33.260,CLE,,CHI,L 31-38,,4,4,100.0,1,1,100.0,0,7,0.0,1,0,0,0,,0
117,2013,2013-12-22,15,33.267,CLE,@,NYJ,L 13-24,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
118,2013,2013-12-29,16,33.274,CLE,@,PIT,L 7-20,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
119,2014,2014-09-07,1,34.161,CLE,@,PIT,L 27-30,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
120,2014,2014-09-14,2,34.168,CLE,,NOR,W 26-24,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
121,2014,2014-09-21,3,34.175,CLE,,BAL,L 21-23,,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,0,,0
122,2014,2014-10-05,4,34.189,CLE,@,TEN,W 29-28,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
123,2014,2014-10-12,5,34.196,CLE,,PIT,W 31-10,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
124,2014,2014-10-19,6,34.203,CLE,@,JAX,L 6-24,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
125,2014,2014-10-26,7,34.210,CLE,,OAK,W 23-13,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
126,2014,2014-11-02,8,34.217,CLE,,TAM,W 22-17,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
127,2014,2014-11-06,9,34.221,CLE,@,CIN,W 24-3,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
128,2014,2014-11-16,10,34.231,CLE,,HOU,L 7-23,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
129,2014,2014-11-23,11,34.238,CLE,@,ATL,W 26-24,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,,0
130,2014,2014-11-30,12,34.245,CLE,@,BUF,L 10-26,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
131,2014,2014-12-07,13,34.252,CLE,,IND,L 24-25,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
132,2015,2015-10-11,5,35.195,BUF,@,TEN,W 14-13,,,,,,,,0,0,0.0,0,0,0,0,,0
