ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-08-31,1,24.248,NWE,,SDG,W 41-7,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
2,1997,1997-09-07,2,24.255,NWE,@,IND,W 31-6,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
3,1997,1997-09-14,3,24.262,NWE,,NYJ,W 27-24,0,0,,0,0,0,0,,0,0.0%,,2,47,23.50,0,0,0
4,1997,1997-09-21,4,24.269,NWE,,CHI,W 31-3,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
5,1997,1997-10-06,5,24.284,NWE,@,DEN,L 13-34,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
6,1997,1997-10-12,6,24.290,NWE,,BUF,W 33-6,1,3,3.00,0,0,0,0,,0,0.0%,,2,61,30.50,0,0,0
7,1997,1997-10-27,8,24.305,NWE,,GNB,L 10-28,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
8,1997,1997-11-02,9,24.311,NWE,@,MIN,L 18-23,0,0,,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0
9,1997,1997-11-09,10,24.318,NWE,@,BUF,W 31-10,0,0,,0,0,0,0,,0,0.0%,,2,134,67.00,1,1,6
10,1997,1997-11-16,11,24.325,NWE,@,TAM,L 7-27,4,41,10.25,0,2,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0
11,1997,1997-11-23,12,24.332,NWE,,MIA,W 27-24,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0
12,1997,1997-11-30,13,24.339,NWE,,IND,W 20-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
13,1997,1997-12-07,14,24.346,NWE,@,JAX,W 26-20,2,9,4.50,0,0,0,0,,0,0.0%,,2,30,15.00,0,0,0
14,1997,1997-12-13,15,24.352,NWE,,PIT,L 21-24,5,19,3.80,0,1,1,2,2.00,0,100.0%,2.00,2,39,19.50,0,0,0
15,1997,1997-12-22,16,24.361,NWE,@,MIA,W 14-12,10,29,2.90,0,2,1,6,6.00,0,50.0%,3.00,1,5,5.00,0,0,0
16,1998,1998-09-07,1,25.255,NWE,@,DEN,L 21-27,1,3,3.00,0,1,1,9,9.00,0,100.0%,9.00,5,170,34.00,0,0,0
17,1998,1998-09-13,2,25.261,NWE,,IND,W 29-6,2,6,3.00,0,2,2,6,3.00,0,100.0%,3.00,2,74,37.00,0,0,0
18,1998,1998-09-20,3,25.268,NWE,,TEN,W 27-16,0,0,,0,4,4,31,7.75,0,100.0%,7.75,2,68,34.00,0,0,0
19,1998,1998-10-04,4,25.282,NWE,@,NOR,W 30-27,1,-2,-2.00,0,2,2,56,28.00,0,100.0%,28.00,1,15,15.00,0,0,0
20,1998,1998-10-11,5,25.289,NWE,,KAN,W 40-10,3,29,9.67,0,1,0,0,,0,0.0%,0.00,2,50,25.00,0,0,0
21,1998,1998-10-19,6,25.297,NWE,,NYJ,L 14-24,1,1,1.00,0,1,0,0,,0,0.0%,0.00,2,41,20.50,0,0,0
22,1998,1998-10-25,7,25.303,NWE,@,MIA,L 9-12,0,0,,0,0,0,0,,0,0.0%,,4,73,18.25,0,0,0
23,1998,1998-11-01,8,25.310,NWE,@,IND,W 21-16,1,4,4.00,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0
24,1998,1998-11-08,9,25.317,NWE,,ATL,L 10-41,0,0,,0,2,1,5,5.00,0,50.0%,2.50,5,103,20.60,0,0,0
25,1998,1998-11-15,10,25.324,NWE,@,BUF,L 10-13,2,-2,-1.00,0,1,0,0,,0,0.0%,0.00,2,36,18.00,0,0,0
26,1998,1998-11-23,11,25.332,NWE,,MIA,W 26-23,1,0,0.00,0,1,0,0,,0,0.0%,0.00,2,49,24.50,0,0,0
27,1998,1998-11-29,12,25.338,NWE,,BUF,W 25-21,0,0,,0,5,3,24,8.00,1,60.0%,4.80,4,75,18.75,0,1,6
28,1998,1998-12-06,13,25.345,NWE,@,PIT,W 23-9,1,6,6.00,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0
29,1998,1998-12-13,14,25.352,NWE,@,STL,L 18-32,1,2,2.00,0,0,0,0,,0,0.0%,,2,52,26.00,0,0,0
30,1998,1998-12-20,15,25.359,NWE,,SFO,W 24-21,2,-1,-0.50,0,0,0,0,,0,0.0%,,2,44,22.00,0,0,0
31,1998,1998-12-27,16,26.001,NWE,@,NYJ,L 10-31,2,2,1.00,0,5,1,15,15.00,0,20.0%,3.00,5,140,28.00,0,0,0
