ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1979,1979-09-01,1,24.249,TAM,,DET,W 31-16,20,121,6.05,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1979,1979-09-09,2,24.257,TAM,@,BAL,W 29-26,19,53,2.79,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
3,1979,1979-09-16,3,24.264,TAM,@,GNB,W 21-10,23,99,4.30,1,1,-6,-6.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
4,1979,1979-09-23,4,24.271,TAM,,RAM,W 21-6,22,59,2.68,0,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0
5,1979,1979-09-30,5,24.278,TAM,@,CHI,W 17-13,23,120,5.22,1,3,46,15.33,0,0,0,,0,0,0,,0,0,,,1,6
6,1979,1979-10-07,6,24.285,TAM,@,NYG,L 14-17,7,7,1.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0
7,1979,1979-10-14,7,24.292,TAM,,NOR,L 14-42,13,44,3.38,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0
8,1979,1979-10-21,8,24.299,TAM,,GNB,W 21-3,10,25,2.50,0,2,47,23.50,0,0,0,,0,0,0,,0,0,,,0,0
9,1979,1979-10-28,9,24.306,TAM,@,MIN,W 12-10,19,28,1.47,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0
10,1979,1979-11-04,10,24.313,TAM,@,ATL,L 14-17,9,31,3.44,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
11,1979,1979-11-11,11,24.320,TAM,@,DET,W 16-14,6,16,2.67,0,3,34,11.33,0,0,0,,0,0,0,,0,0,,,0,0
12,1979,1979-11-18,12,24.327,TAM,,NYG,W 31-3,6,11,1.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1979,1979-11-25,13,24.334,TAM,,MIN,L 22-23,0,0,,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0
14,1979,1979-12-02,14,24.341,TAM,,CHI,L 0-14,,,,,,,,,,,,,,,,,,,,,
15,1979,1979-12-09,15,24.348,TAM,@,SFO,L 7-23,4,11,2.75,0,3,35,11.67,0,0,0,,0,0,0,,0,0,,,0,0
16,1979,1979-12-16,16,24.355,TAM,,KAN,W 3-0,13,65,5.00,0,2,26,13.00,0,0,0,,0,0,0,,0,0,,,0,0
17,1980,1980-09-07,1,25.256,TAM,@,CIN,W 17-12,19,43,2.26,0,1,12,12.00,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
18,1980,1980-09-11,2,25.260,TAM,,RAM,W 10-9,16,60,3.75,0,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0
19,1980,1980-09-21,3,25.270,TAM,@,DAL,L 17-28,10,36,3.60,0,4,69,17.25,0,0,0,,0,0,0,,0,0,,,0,0
