ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
20,1980,1980-09-28,4,25.277,TAM,,CLE,L 27-34,11,22,2.00,0,10,101,10.10,1,0,0,,0,0,0,,0,0,,,1,6
21,1980,1980-10-06,5,25.285,TAM,@,CHI,L 0-23,10,28,2.80,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
22,1980,1980-10-12,6,25.291,TAM,,GNB,T 14-14,8,42,5.25,0,1,12,12.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
23,1980,1980-10-19,7,25.298,TAM,@,HOU,L 14-20,6,21,3.50,0,4,39,9.75,0,0,0,,0,0,0,,0,0,,,0,0
24,1980,1980-10-26,8,25.305,TAM,@,SFO,W 24-23,14,79,5.64,2,1,6,6.00,0,0,0,,0,0,0,,0,0,,,2,12
25,1980,1980-11-02,9,25.312,TAM,,NYG,W 30-13,14,54,3.86,0,2,23,11.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
26,1980,1980-11-09,10,25.319,TAM,,PIT,L 21-24,6,6,1.00,0,3,38,12.67,0,0,0,,0,0,0,,0,0,,,0,0
27,1980,1980-11-16,11,25.326,TAM,@,MIN,L 30-38,7,24,3.43,0,6,59,9.83,0,0,0,,0,0,0,,0,0,,,0,0
28,1980,1980-11-23,12,25.333,TAM,,DET,L 10-24,12,27,2.25,0,6,45,7.50,0,0,0,,0,0,0,,0,0,,,0,0
29,1980,1980-11-30,13,25.340,TAM,@,GNB,W 20-17,2,-6,-3.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
30,1980,1980-12-07,14,25.347,TAM,,MIN,L 10-21,0,0,,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0
31,1980,1980-12-20,16,25.360,TAM,,CHI,L 13-14,14,68,4.86,0,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0
32,1981,1981-09-05,1,26.253,TAM,,MIN,W 21-13,6,36,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1981,1981-09-13,2,26.261,TAM,@,KAN,L 10-19,7,-5,-0.71,0,2,45,22.50,0,0,0,,0,0,0,,0,,,,0,0
34,1981,1981-09-20,3,26.268,TAM,@,CHI,L 17-28,23,114,4.96,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
35,1981,1981-09-27,4,26.275,TAM,,STL,W 20-10,13,71,5.46,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
36,1981,1981-10-04,5,26.282,TAM,,DET,W 28-10,16,21,1.31,0,2,23,11.50,0,0,0,,0,0,0,,0,,,,0,0
37,1981,1981-10-11,6,26.289,TAM,@,GNB,W 21-10,22,84,3.82,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
38,1981,1981-10-18,7,26.296,TAM,@,OAK,L 16-18,9,14,1.56,0,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0
39,1981,1981-10-25,8,26.303,TAM,@,PHI,L 10-20,13,65,5.00,0,3,20,6.67,0,0,0,,0,0,0,,0,,,,0,0
40,1981,1981-11-01,9,26.310,TAM,,CHI,W 20-10,21,110,5.24,0,3,23,7.67,0,0,0,,0,0,0,,0,,,,0,0
41,1981,1981-11-08,10,26.317,TAM,@,MIN,L 10-25,7,16,2.29,0,3,17,5.67,0,0,0,,0,0,0,,0,,,,0,0
42,1981,1981-11-15,11,26.324,TAM,,DEN,L 7-24,8,25,3.13,0,1,8,8.00,0,0,0,,0,0,0,,0,,,,0,0
43,1981,1981-11-22,12,26.331,TAM,,GNB,W 37-3,6,22,3.67,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
44,1981,1981-11-29,13,26.338,TAM,@,NOR,W 31-14,7,15,2.14,0,4,36,9.00,0,0,0,,0,0,0,,0,,,,0,0
45,1981,1981-12-06,14,26.345,TAM,,ATL,W 24-23,11,54,4.91,1,2,19,9.50,0,0,0,,0,0,0,,0,,,,1,6
46,1981,1981-12-13,15,26.352,TAM,,SDG,L 23-24,1,2,2.00,0,2,12,6.00,0,0,0,,0,0,0,,0,,,,0,0
47,1981,1981-12-20,16,26.359,TAM,@,DET,W 20-17,2,7,3.50,0,1,3,3.00,0,0,0,,0,0,0,,0,,,,0,0
