ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.274,DEN,,RAM,L 10-17,,,,,,,,,,,,,,,,,,,,,,,,,
2,1974,1974-09-22,2,23.281,DEN,,PIT,T 35-35,4,4,1.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
3,1974,1974-09-30,3,23.289,DEN,@,WAS,L 3-30,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0
4,1974,1974-10-06,4,23.295,DEN,@,KAN,W 17-14,11,38,3.45,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
5,1974,1974-10-13,5,23.302,DEN,,NOR,W 33-17,5,21,4.20,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1974,1974-10-20,6,23.309,DEN,,SDG,W 27-7,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1974,1974-10-27,7,23.316,DEN,@,CLE,L 21-23,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1974,1974-11-03,8,23.323,DEN,,OAK,L 17-28,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1974,1974-11-10,9,23.330,DEN,@,BAL,W 17-6,,,,,,,,,,,,,,,,,,,,,,,,,
10,1974,1974-11-18,10,23.338,DEN,,KAN,L 34-42,4,12,3.00,3,5,49,9.80,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,3,18
11,1974,1974-11-24,11,23.344,DEN,@,OAK,W 20-17,15,148,9.87,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1974,1974-11-28,12,23.348,DEN,@,DET,W 31-27,17,61,3.59,2,2,19,9.50,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,2,12
13,1974,1974-12-08,13,23.358,DEN,,HOU,W 37-14,13,55,4.23,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,6
14,1974,1974-12-15,14,24.000,DEN,@,SDG,L 0-17,4,16,4.00,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1975,1975-09-21,1,24.280,DEN,,KAN,W 37-33,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1975,1975-09-29,2,24.288,DEN,,GNB,W 23-13,14,59,4.21,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1975,1975-10-05,3,24.294,DEN,@,BUF,L 14-38,2,3,1.50,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1975,1975-10-12,4,24.301,DEN,@,PIT,L 9-20,15,58,3.87,0,3,15,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1975,1975-10-19,5,24.308,DEN,,CLE,W 16-15,11,62,5.64,1,6,45,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
20,1975,1975-10-26,6,24.315,DEN,@,KAN,L 13-26,13,32,2.46,0,8,67,8.38,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
21,1975,1975-11-02,7,24.322,DEN,,OAK,L 17-42,17,59,3.47,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1975,1975-11-09,8,24.329,DEN,,CIN,L 16-17,8,24,3.00,0,4,28,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1975,1975-11-16,9,24.336,DEN,@,SDG,W 27-17,12,39,3.25,1,6,36,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1975,1975-11-23,10,24.343,DEN,@,ATL,L 21-35,9,22,2.44,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1975,1975-11-30,11,24.350,DEN,,SDG,W 13-10,20,132,6.60,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1975,1975-12-08,12,24.358,DEN,@,OAK,L 10-17,22,76,3.45,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
