ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,22.169,BAL,,JAX,L 27-28,,,,,,,,,
2,1997,1997-09-07,2,22.176,BAL,,CIN,W 23-10,,,,,,,,,
3,1997,1997-09-14,3,22.183,BAL,@,NYG,W 24-23,,,,,,,,,
4,1997,1997-09-21,4,22.190,BAL,@,TEN,W 36-10,,0,0,,0,0.5,0,0,0
5,1997,1997-09-28,5,22.197,BAL,@,SDG,L 17-21,,,,,,,,,
6,1997,1997-10-05,6,22.204,BAL,,PIT,L 34-42,,,,,,,,,
7,1997,1997-10-19,7,22.218,BAL,,MIA,L 13-24,,,,,,,,,
8,1997,1997-10-26,8,22.225,BAL,@,WAS,W 20-17,,,,,,,,,
9,1997,1997-11-02,9,22.232,BAL,@,NYJ,L 16-19,,,,,,,,,
10,1997,1997-11-09,10,22.239,BAL,@,PIT,L 0-37,,,,,,,,,
11,1997,1997-11-16,11,22.246,BAL,,PHI,T 10-10,,,,,,,,,
12,1997,1997-11-23,12,22.253,BAL,,ARI,L 13-16,,,,,,,,,
13,1997,1997-11-30,13,22.260,BAL,@,JAX,L 27-29,,,,,,,,,
14,1997,1997-12-07,14,22.267,BAL,,SEA,W 31-24,,0,0,,0,0.0,1,21,0
15,1997,1997-12-14,15,22.274,BAL,,TEN,W 21-19,,,,,,,,,
16,1997,1997-12-21,16,22.281,BAL,@,CIN,L 14-16,,,,,,,,,
17,1998,1998-09-06,1,23.175,BAL,,PIT,L 13-20,,,,,,,,,
18,1998,1998-09-13,2,23.182,BAL,@,NYJ,W 24-10,,,,,,,,,
19,1998,1998-09-20,3,23.189,BAL,@,JAX,L 10-24,,,,,,,,,
20,1998,1998-09-27,4,23.196,BAL,,CIN,W 31-24,,,,,,,,,
21,1998,1998-10-11,5,23.210,BAL,,TEN,L 8-12,,,,,,,,,
22,1998,1998-10-18,6,23.217,BAL,@,PIT,L 6-16,,,,,,,,,
23,1998,1998-10-25,7,23.224,BAL,@,GNB,L 10-28,,,,,,,,,
24,1998,1998-11-01,8,23.231,BAL,,JAX,L 19-45,,,,,,,,,
25,1998,1998-11-08,9,23.238,BAL,,OAK,W 13-10,,,,,,,,,
26,1998,1998-11-15,10,23.245,BAL,@,SDG,L 13-14,,,,,,,,,
27,1998,1998-11-22,11,23.252,BAL,@,CIN,W 20-13,,,,,,,,,
28,1998,1998-11-29,12,23.259,BAL,,IND,W 38-31,,,,,,,,,
29,1998,1998-12-06,13,23.266,BAL,@,TEN,L 14-16,,,,,,,,,
30,1998,1998-12-13,14,23.273,BAL,,MIN,L 28-38,,,,,,,,,
31,1998,1998-12-20,15,23.280,BAL,@,CHI,L 3-24,,,,,,,,,
32,1998,1998-12-27,16,23.287,BAL,,DET,W 19-10,,,,,,,,,
33,1999,1999-09-12,1,24.181,BAL,@,STL,L 10-27,,,,,,,,,
34,1999,1999-09-19,2,24.188,BAL,,PIT,L 20-23,*,,,,,,,,
35,1999,1999-09-26,3,24.195,BAL,,CLE,W 17-10,,,,,,,,,
36,1999,1999-10-03,4,24.202,BAL,@,ATL,W 19-13,,,,,,,,,
37,1999,1999-10-10,5,24.209,BAL,@,TEN,L 11-14,,,,,,,,,
38,1999,1999-10-21,6,24.220,BAL,,KAN,L 8-35,,,,,,,,,
39,1999,1999-10-31,7,24.230,BAL,,BUF,L 10-13,,,,,,,,,
40,1999,1999-11-07,8,24.237,BAL,@,CLE,W 41-9,,,,,,,,,
41,1999,1999-11-14,9,24.244,BAL,@,JAX,L 3-6,,,,,,,,,
42,1999,1999-11-21,10,24.251,BAL,@,CIN,W 34-31,,,,,,,,,
43,1999,1999-11-28,11,24.258,BAL,,JAX,L 23-30,*,,,,,,,,
44,1999,1999-12-05,12,24.265,BAL,,TEN,W 41-14,,,,,,,,,
45,1999,1999-12-12,13,24.272,BAL,@,PIT,W 31-24,*,,,,,,,,
46,1999,1999-12-19,14,24.279,BAL,,NOR,W 31-8,,,,,,,,,
47,1999,1999-12-26,15,24.286,BAL,,CIN,W 22-0,*,0,0,,0,1.0,0,0,0
48,1999,2000-01-02,16,24.293,BAL,@,NWE,L 3-20,*,,,,,,,,
49,2000,2000-09-03,1,25.172,BAL,@,PIT,W 16-0,,,,,,,,,
50,2000,2000-09-10,2,25.179,BAL,,JAX,W 39-36,,,,,,,,,
51,2000,2000-09-17,3,25.186,BAL,@,MIA,L 6-19,,,,,,,,,
52,2000,2000-09-24,4,25.193,BAL,,CIN,W 37-0,,0,0,,0,1.0,0,0,0
53,2000,2000-10-01,5,25.200,BAL,@,CLE,W 12-0,,,,,,,,,
54,2000,2000-10-08,6,25.207,BAL,@,JAX,W 15-10,,,,,,,,,
