ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-09-24,2,28.028,CHI,@,GNB,L 10-13,0,0,,0,1,27,0
2,1967,1967-10-01,3,28.035,CHI,@,MIN,W 17-7,1,0,0.00,0,0,0,0
3,1967,1967-10-22,6,28.056,CHI,@,CLE,L 0-24,0,8,,0,,,
4,1968,1968-10-06,4,29.040,CHI,@,BAL,L 7-28,0,0,,0,1,0,0
5,1969,1969-10-26,6,30.060,CHI,,RAM,L 7-9,0,0,,0,1,0,0
6,1969,1969-11-02,7,30.067,CHI,@,MIN,L 14-31,0,0,,0,1,23,0
7,1969,1969-11-09,8,30.074,CHI,,PIT,W 38-7,0,0,,0,1,14,0
8,1970,1970-09-27,2,31.031,CHI,,PHI,W 20-16,,,,,,,
9,1970,1970-10-05,3,31.039,CHI,@,DET,L 14-28,,,,,,,
10,1970,1970-10-11,4,31.045,CHI,,MIN,L 0-24,,,,,,,
11,1970,1970-11-01,7,31.066,CHI,@,ATL,W 23-14,,,,,,,
12,1970,1970-11-08,8,31.073,CHI,,SFO,L 16-37,,,,,,,
13,1970,1970-11-15,9,31.080,CHI,@,GNB,L 19-20,0,0,,0,1,18,0
14,1970,1970-11-22,10,31.087,CHI,,BUF,W 31-13,,,,,,,
15,1970,1970-11-29,11,31.094,CHI,@,BAL,L 20-21,,,,,,,
16,1970,1970-12-05,12,31.100,CHI,@,MIN,L 13-16,,,,,,,
17,1970,1970-12-13,13,31.108,CHI,,GNB,W 35-17,,,,,,,
18,1970,1970-12-20,14,31.115,CHI,@,NOR,W 24-3,0,0,,0,1,0,0
19,1971,1971-09-19,1,32.023,CHI,,PIT,W 17-15,0,0,,0,1,13,0
20,1971,1971-09-26,2,32.030,CHI,@,MIN,W 20-17,,,,,,,
21,1971,1971-10-03,3,32.037,CHI,@,RAM,L 3-17,,,,,,,
22,1971,1971-10-10,4,32.044,CHI,,NOR,W 35-14,0,0,,0,1,17,0
23,1971,1971-10-17,5,32.051,CHI,@,SFO,L 0-13,0,0,,0,1,39,0
24,1971,1971-10-24,6,32.058,CHI,@,DET,W 28-23,,,,,,,
25,1971,1971-11-07,8,32.072,CHI,,GNB,L 14-17,,,,,,,
26,1971,1971-11-14,9,32.079,CHI,,WAS,W 16-15,,,,,,,
27,1971,1971-11-21,10,32.086,CHI,,DET,L 3-28,,,,,,,
28,1971,1971-11-29,11,32.094,CHI,@,MIA,L 3-34,,,,,,,
29,1971,1971-12-05,12,32.100,CHI,@,DEN,L 3-6,,,,,,,
30,1971,1971-12-12,13,32.107,CHI,@,GNB,L 10-31,,,,,,,
31,1971,1971-12-19,14,32.114,CHI,,MIN,L 10-27,,,,,,,
32,1972,1972-09-17,1,33.021,CHI,,ATL,L 21-37,,,,,,,
33,1972,1972-09-24,2,33.028,CHI,,RAM,T 13-13,,,,,,,
34,1972,1972-10-01,3,33.035,CHI,,DET,L 24-38,,,,,,,
35,1972,1972-10-08,4,33.042,CHI,@,GNB,L 17-20,,,,,,,
