ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1980,1980-10-05,5,26.154,NYG,@,DAL,L 3-24,,,
2,1980,1980-10-12,6,26.161,NYG,,PHI,L 16-31,,,
3,1980,1980-10-19,7,26.168,NYG,@,SDG,L 7-44,,,
4,1980,1980-10-26,8,26.175,NYG,,DEN,L 9-14,,,
5,1980,1980-11-02,9,26.182,NYG,@,TAM,L 13-30,,,
6,1980,1980-11-09,10,26.189,NYG,,DAL,W 38-35,2,0,0
7,1980,1980-11-16,11,26.196,NYG,,GNB,W 27-21,,,
8,1980,1980-11-23,12,26.203,NYG,@,SFO,L 0-12,,,
9,1980,1980-11-30,13,26.210,NYG,,STL,L 7-23,,,
10,1980,1980-12-07,14,26.217,NYG,@,SEA,W 27-21,,,
11,1980,1980-12-13,15,26.223,NYG,@,WAS,L 13-16,,,
12,1980,1980-12-21,16,26.231,NYG,,OAK,L 17-33,,,
