ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1995,1995-09-10,2,25.132,DAL,,DEN,W 31-21,,,
2,1995,1995-09-24,4,25.146,DAL,,ARI,W 34-20,1,2,0
3,1995,1995-10-08,6,25.160,DAL,,GNB,W 34-24,,,
4,1995,1995-10-15,7,25.167,DAL,@,SDG,W 23-9,,,
5,1995,1995-11-06,9,25.189,DAL,,PHI,W 34-12,,,
6,1995,1995-11-12,10,25.195,DAL,,SFO,L 20-38,,,
7,1995,1995-11-19,11,25.202,DAL,@,OAK,W 34-21,,,
8,1995,1995-11-23,12,25.206,DAL,,KAN,W 24-12,,,
9,1995,1995-12-10,14,25.223,DAL,@,PHI,L 17-20,,,
10,1995,1995-12-25,16,25.238,DAL,@,ARI,W 37-13,,,
11,1996,1996-09-02,1,26.124,DAL,@,CHI,L 6-22,,,
12,1996,1996-09-08,2,26.130,DAL,,NYG,W 27-0,,,
13,1996,1996-09-15,3,26.137,DAL,,IND,L 24-25,,,
14,1996,1996-09-22,4,26.144,DAL,@,BUF,L 7-10,,,
15,1996,1996-09-30,5,26.152,DAL,@,PHI,W 23-19,,,
16,1996,1996-10-13,6,26.165,DAL,,ARI,W 17-3,,,
17,1996,1996-10-20,7,26.172,DAL,,ATL,W 32-28,,,
18,1996,1996-10-27,8,26.179,DAL,@,MIA,W 29-10,,,
19,1996,1996-11-03,9,26.186,DAL,,PHI,L 21-31,,,
20,1996,1996-11-10,10,26.193,DAL,@,SFO,W 20-17,,,
21,1996,1996-11-18,11,26.201,DAL,,GNB,W 21-6,,,
22,1996,1996-11-24,12,26.207,DAL,@,NYG,L 6-20,,,
23,1996,1996-11-28,13,26.211,DAL,,WAS,W 21-10,,,
24,1996,1996-12-08,14,26.221,DAL,@,ARI,W 10-6,,,
