ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1989,1989-09-10,1,22.293,DAL,@,NOR,L 0-28,*,17,35,48.57,180,0,2,40.2,2,30,5.14,2.57,1,13,13.00,0,,0,0,,0,,,0,0
2,1989,1989-09-17,2,22.300,DAL,@,ATL,L 21-27,*,13,23,56.52,241,1,2,71.1,0,0,10.48,7.43,5,13,2.60,0,,0,0,,0,,,0,0
3,1989,1989-09-24,3,22.307,DAL,,WAS,L 7-30,*,6,21,28.57,83,0,2,4.0,4,27,3.95,-0.33,1,3,3.00,0,,0,0,,0,,,0,0
4,1989,1989-10-01,4,22.314,DAL,,NYG,L 13-30,*,1,6,16.67,11,0,0,39.6,0,0,1.83,1.83,2,9,4.50,0,,0,0,,0,,,0,0
5,1989,1989-11-12,10,22.356,DAL,@,PHO,L 20-24,*,21,40,52.50,379,2,2,81.1,1,12,9.48,8.23,0,0,,0,,0,0,,0,,,0,0
6,1989,1989-11-19,11,22.363,DAL,,MIA,L 14-17,*,25,33,75.76,261,1,1,95.6,0,0,7.91,7.15,8,71,8.88,0,,0,0,,0,,,0,0
7,1989,1989-11-23,12,23.002,DAL,,PHI,L 0-27,*,7,21,33.33,54,0,3,2.8,1,1,2.57,-3.86,4,25,6.25,0,,0,0,,0,,,0,0
8,1989,1989-12-03,13,23.012,DAL,,RAM,L 31-35,*,19,34,55.88,179,4,1,97.5,2,14,5.26,6.29,4,57,14.25,0,,0,0,,0,,,0,0
9,1989,1989-12-10,14,23.019,DAL,@,PHI,L 10-20,*,17,30,56.67,152,1,0,81.5,5,45,5.07,5.73,6,60,10.00,0,,0,0,,0,,,0,0
10,1989,1989-12-16,15,23.025,DAL,@,NYG,L 0-15,*,11,22,50.00,84,0,1,40.7,2,17,3.82,1.77,3,14,4.67,0,,0,0,,0,,,0,0
11,1989,1989-12-24,16,23.033,DAL,,GNB,L 10-20,*,18,28,64.29,125,0,4,34.7,2,9,4.46,-1.96,4,37,9.25,0,,1,-13,-13.00,0,,,0,0
12,1990,1990-09-09,1,23.292,DAL,,SDG,W 17-14,*,13,29,44.83,193,1,1,64.3,5,32,6.66,5.79,5,15,3.00,1,,0,0,,0,,,1,6
13,1990,1990-09-16,2,23.299,DAL,,NYG,L 7-28,*,10,18,55.56,109,0,2,34.0,2,13,6.06,1.06,0,0,,0,,0,0,,0,,,0,0
14,1990,1990-09-23,3,23.306,DAL,@,WAS,L 15-19,*,23,43,53.49,207,0,2,47.3,8,64,4.81,2.72,2,5,2.50,0,,0,0,,0,,,0,0
15,1990,1990-09-30,4,23.313,DAL,@,NYG,L 17-31,*,21,26,80.77,233,1,1,100.8,0,0,8.96,8.00,1,0,0.00,0,,0,0,,0,,,0,0
16,1990,1990-10-07,5,23.320,DAL,,TAM,W 14-10,*,17,24,70.83,173,1,1,87.7,3,24,7.21,6.17,4,26,6.50,0,,0,0,,0,,,0,0
17,1990,1990-10-14,6,23.327,DAL,@,PHO,L 3-20,*,9,25,36.00,61,0,2,11.2,4,27,2.44,-1.16,3,6,2.00,0,,0,0,,0,,,0,0
18,1990,1990-10-21,7,23.334,DAL,@,TAM,W 17-13,*,13,29,44.83,159,1,1,59.4,2,14,5.48,4.62,2,18,9.00,0,,0,0,,0,,,0,0
19,1990,1990-10-28,8,23.341,DAL,,PHI,L 20-21,*,22,41,53.66,233,1,1,68.4,2,18,5.68,5.07,2,16,8.00,0,,0,0,,0,,,0,0
20,1990,1990-11-04,9,23.348,DAL,@,NYJ,L 9-24,*,25,40,62.50,249,0,2,59.3,3,23,6.23,3.98,3,7,2.33,0,,0,0,,0,,,0,0
21,1990,1990-11-11,10,23.355,DAL,,SFO,L 6-24,*,9,21,42.86,96,0,1,37.0,2,16,4.57,2.43,5,33,6.60,0,,0,0,,0,,,0,0
22,1990,1990-11-18,11,23.362,DAL,@,RAM,W 24-21,*,17,32,53.13,303,3,1,104.0,1,8,9.47,9.94,4,4,1.00,0,,0,0,,0,,,0,0
23,1990,1990-11-22,12,24.001,DAL,,WAS,W 27-17,*,20,31,64.52,222,1,2,69.6,3,14,7.16,4.90,4,9,2.25,0,,0,0,,0,,,0,0
24,1990,1990-12-02,13,24.011,DAL,,NOR,W 17-13,*,15,21,71.43,177,1,0,112.6,2,16,8.43,9.38,4,19,4.75,0,,0,0,,0,,,0,0
25,1990,1990-12-16,14,24.025,DAL,,PHO,W 41-10,*,12,18,66.67,164,1,1,91.0,1,8,9.11,7.72,1,14,14.00,0,,0,0,,0,,,0,0
26,1990,1990-12-23,15,24.032,DAL,@,PHI,L 3-17,*,0,1,0.00,0,0,0,39.6,1,11,0.00,0.00,0,0,,0,,0,0,,0,,,0,0
27,1991,1991-09-01,1,24.284,DAL,@,CLE,W 26-14,*,24,37,64.86,274,2,0,105.0,2,9,7.41,8.49,0,0,,0,,0,0,,0,,,0,0
28,1991,1991-09-09,2,24.292,DAL,,WAS,L 31-33,*,27,42,64.29,242,3,0,103.5,2,18,5.76,7.19,3,9,3.00,0,,0,0,,0,,,0,0
29,1991,1991-09-15,3,24.298,DAL,,PHI,L 0-24,*,11,25,44.00,112,0,3,17.8,11,67,4.48,-0.92,0,0,,0,,1,-6,-6.00,0,,,0,0
30,1991,1991-09-22,4,24.305,DAL,@,PHO,W 17-9,*,12,20,60.00,150,0,0,83.3,1,11,7.50,7.50,1,0,0.00,0,,0,0,,0,,,0,0
31,1991,1991-09-29,5,24.312,DAL,,NYG,W 21-16,*,20,27,74.07,277,1,0,118.9,1,8,10.26,11.00,3,-5,-1.67,0,,0,0,,0,,,0,0
32,1991,1991-10-06,6,24.319,DAL,@,GNB,W 20-17,*,31,41,75.61,287,1,0,102.4,0,0,7.00,7.49,2,1,0.50,0,,0,0,,0,,,0,0
33,1991,1991-10-13,7,24.326,DAL,,CIN,W 35-23,*,14,22,63.64,276,1,2,84.5,1,12,12.55,9.36,2,0,0.00,1,,0,0,,0,,,1,6
34,1991,1991-10-27,8,24.340,DAL,@,DET,L 10-34,*,28,42,66.67,331,1,2,78.6,2,16,7.88,6.21,2,5,2.50,0,,0,0,,0,,,0,0
35,1991,1991-11-03,9,24.347,DAL,,PHO,W 27-7,*,17,23,73.91,191,0,2,62.0,4,26,8.30,4.39,1,-2,-2.00,0,,0,0,,0,,,0,0
36,1991,1991-11-10,10,24.354,DAL,@,HOU,L 23-26,*,24,39,61.54,260,1,0,89.7,3,19,6.67,7.18,0,0,,0,,0,0,,0,,,0,0
37,1991,1991-11-17,11,24.361,DAL,@,NYG,L 9-22,*,16,25,64.00,150,0,0,80.4,1,8,6.00,6.00,0,0,,0,,0,0,,0,,,0,0
38,1991,1991-11-24,12,25.003,DAL,@,WAS,W 24-21,*,13,20,65.00,204,1,1,94.6,4,30,10.20,8.95,2,-3,-1.50,0,,0,0,,0,,,0,0
39,1992,1992-09-07,1,25.291,DAL,,WAS,W 23-10,*,18,31,58.06,216,1,2,63.4,0,0,6.97,4.71,8,21,2.63,0,,0,0,,0,0.0%,,0,0
40,1992,1992-09-13,2,25.297,DAL,@,NYG,W 34-28,*,22,35,62.86,238,2,0,101.8,2,9,6.80,7.94,2,8,4.00,0,,0,0,,0,0.0%,,0,0
41,1992,1992-09-20,3,25.304,DAL,,PHO,W 31-20,*,14,21,66.67,263,3,0,149.3,0,0,12.52,15.38,1,8,8.00,0,,0,0,,0,0.0%,,0,0
42,1992,1992-10-05,4,25.319,DAL,@,PHI,L 7-31,*,19,38,50.00,256,1,3,47.7,4,25,6.74,3.71,0,0,,0,,0,0,,0,0.0%,,0,0
43,1992,1992-10-11,5,25.325,DAL,,SEA,W 27-0,*,15,23,65.22,173,0,2,51.5,1,3,7.52,3.61,1,19,19.00,0,,0,0,,0,0.0%,,0,0
44,1992,1992-10-18,6,25.332,DAL,,KAN,W 17-10,*,21,29,72.41,192,1,2,72.8,1,9,6.62,4.21,0,0,,0,,0,0,,0,0.0%,,0,0
45,1992,1992-10-25,7,25.339,DAL,@,RAI,W 28-13,*,16,25,64.00,234,0,0,94.4,5,27,9.36,9.36,8,4,0.50,1,,0,0,,0,0.0%,,1,6
46,1992,1992-11-01,8,25.346,DAL,,PHI,W 20-10,*,19,33,57.58,214,2,1,84.7,1,0,6.48,6.33,4,11,2.75,0,,0,0,,0,0.0%,,0,0
47,1992,1992-11-08,9,25.353,DAL,@,DET,W 37-3,*,16,25,64.00,214,1,1,87.7,0,0,8.56,7.56,0,0,,0,,0,0,,0,0.0%,,0,0
48,1992,1992-11-15,10,25.360,DAL,,RAM,L 23-27,*,22,37,59.46,272,0,0,82.3,1,3,7.35,7.35,0,0,,0,,0,0,,0,0.0%,,0,0
49,1992,1992-11-22,11,26.001,DAL,@,PHO,W 16-10,*,25,36,69.44,237,2,1,94.3,0,0,6.58,6.44,4,6,1.50,0,,0,0,,0,0.0%,,0,0
50,1992,1992-11-26,12,26.005,DAL,,NYG,W 30-3,*,19,29,65.52,143,2,1,85.8,1,1,4.93,4.76,2,7,3.50,0,,0,0,,0,0.0%,,0,0
51,1992,1992-12-06,13,26.015,DAL,@,DEN,W 31-27,*,25,35,71.43,231,3,0,117.7,2,9,6.60,8.31,6,20,3.33,0,,0,0,,0,0.0%,,0,0
52,1992,1992-12-13,14,26.022,DAL,@,WAS,L 17-20,*,23,35,65.71,245,2,1,93.2,4,24,7.00,6.86,1,1,1.00,0,,0,0,,0,0.0%,,0,0
53,1992,1992-12-21,15,26.030,DAL,@,ATL,W 41-17,*,18,21,85.71,239,3,0,153.7,0,0,11.38,14.24,0,0,,0,,0,0,,0,0.0%,,0,0
54,1992,1992-12-27,16,26.036,DAL,,CHI,W 27-14,*,10,20,50.00,78,0,0,60.0,1,2,3.90,3.90,0,0,,0,,0,0,,0,0.0%,,0,0
55,1993,1993-09-06,1,26.289,DAL,@,WAS,L 16-35,*,17,29,58.62,267,2,0,112.3,1,9,9.21,10.59,2,14,7.00,0,,0,0,,0,0.0%,,0,0
56,1993,1993-09-12,2,26.295,DAL,,BUF,L 10-13,*,28,45,62.22,297,0,2,62.9,1,7,6.60,4.60,3,21,7.00,0,,0,0,,0,0.0%,,0,0
57,1993,1993-09-19,3,26.302,DAL,@,PHO,W 17-10,*,21,27,77.78,281,0,0,110.0,1,1,10.41,10.41,3,-4,-1.33,0,,0,0,,0,0.0%,,0,0
58,1993,1993-10-03,4,26.316,DAL,,GNB,W 36-14,*,18,23,78.26,317,1,0,133.2,2,20,13.78,14.65,3,5,1.67,0,,0,0,,0,0.0%,,0,0
59,1993,1993-10-10,5,26.323,DAL,@,IND,W 27-3,*,21,28,75.00,245,1,0,112.9,2,14,8.75,9.46,2,7,3.50,0,,0,0,,0,0.0%,,0,0
60,1993,1993-10-17,6,26.330,DAL,,SFO,W 26-17,*,21,35,60.00,243,1,0,90.5,2,13,6.94,7.51,3,16,5.33,0,,0,0,,0,0.0%,,0,0
61,1993,1993-10-31,7,26.344,DAL,@,PHI,W 23-10,*,9,19,47.37,96,0,0,62.6,2,11,5.05,5.05,6,9,1.50,0,,0,0,,0,0.0%,,0,0
62,1993,1993-11-07,8,26.351,DAL,,NYG,W 31-9,*,11,13,84.62,162,2,0,158.2,2,12,12.46,15.54,2,17,8.50,0,,0,0,,0,0.0%,,0,0
63,1993,1993-11-25,11,27.004,DAL,,MIA,L 14-16,*,28,43,65.12,181,1,1,71.9,0,0,4.21,3.63,1,1,1.00,0,,0,0,,0,0.0%,,0,0
64,1993,1993-12-06,12,27.015,DAL,,PHI,W 23-17,*,17,24,70.83,178,1,0,105.9,4,13,7.42,8.25,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0
65,1993,1993-12-12,13,27.021,DAL,@,MIN,W 37-20,*,19,29,65.52,208,1,0,98.1,0,0,7.17,7.86,0,0,,0,,0,0,,0,0.0%,,0,0
66,1993,1993-12-18,14,27.027,DAL,@,NYJ,W 28-7,*,21,27,77.78,252,2,3,90.7,3,17,9.33,5.81,3,31,10.33,0,,0,0,,0,0.0%,,0,0
67,1993,1993-12-26,15,27.035,DAL,,WAS,W 38-3,*,16,20,80.00,193,2,0,140.2,2,13,9.65,11.65,1,1,1.00,0,,0,0,,0,0.0%,,0,0
68,1993,1994-01-02,16,27.042,DAL,@,NYG,W 16-13,*,24,30,80.00,180,1,0,102.8,4,23,6.00,6.67,2,8,4.00,0,,0,0,,0,0.0%,,0,0
69,1994,1994-09-04,1,27.287,DAL,@,PIT,W 26-9,*,21,32,65.63,245,1,1,86.1,0,0,7.66,6.88,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
70,1994,1994-09-11,2,27.294,DAL,,HOU,W 20-17,*,14,25,56.00,228,1,1,83.4,3,3,9.12,8.12,3,8,2.67,0,0,0,0,,0,0.0%,,0,0
71,1994,1994-09-19,3,27.302,DAL,,DET,L 17-20,*,26,39,66.67,220,1,0,89.7,2,14,5.64,6.15,1,9,9.00,0,,0,0,,0,0.0%,,0,0
72,1994,1994-10-02,4,27.315,DAL,@,WAS,W 34-7,*,20,28,71.43,181,1,1,85.6,0,0,6.46,5.57,3,0,0.00,0,0,0,0,,0,0.0%,,0,0
73,1994,1994-10-09,5,27.322,DAL,,ARI,W 38-3,*,16,22,72.73,231,2,0,136.7,0,0,10.50,12.32,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
74,1994,1994-10-16,6,27.329,DAL,,PHI,W 24-13,*,12,23,52.17,156,2,1,84.7,2,3,6.78,6.57,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0
75,1994,1994-10-23,7,27.336,DAL,@,ARI,W 28-21,*,3,5,60.00,51,1,0,134.2,0,0,10.20,14.20,0,0,,0,0,0,0,,0,0.0%,,0,0
76,1994,1994-10-30,8,27.343,DAL,@,CIN,W 23-20,*,20,33,60.61,272,2,1,94.5,0,0,8.24,8.09,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
77,1994,1994-11-07,9,27.351,DAL,,NYG,W 38-10,*,19,24,79.17,241,1,0,122.4,0,0,10.04,10.88,2,11,5.50,1,0,0,0,,0,0.0%,,1,6
