ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-27,3,24.037,NYJ,,TEN,W 24-17,,,,,,,,,,,0.0%,,,,,,
2,2009,2009-10-04,4,24.044,NYJ,@,NOR,L 10-24,,4,23,5.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2009,2009-10-12,5,24.052,NYJ,@,MIA,L 27-31,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2009,2009-10-18,6,24.058,NYJ,,BUF,L 13-16,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2009,2009-10-25,7,24.065,NYJ,@,OAK,W 38-0,,19,144,7.58,2,1,0,0,,0,0.0%,0.00,2,12,0.0,0,0
6,2009,2009-11-01,8,24.072,NYJ,,MIA,L 25-30,,8,18,2.25,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
7,2009,2009-11-15,9,24.086,NYJ,,JAX,L 22-24,,7,26,3.71,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2009,2009-11-22,10,24.093,NYJ,@,NWE,L 14-31,,3,-1,-0.33,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
9,2009,2009-11-29,11,24.100,NYJ,,CAR,W 17-6,,10,36,3.60,0,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
10,2009,2009-12-03,12,24.104,NYJ,@,BUF,W 19-13,,11,59,5.36,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2009,2009-12-13,13,24.114,NYJ,@,TAM,W 26-3,,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
12,2009,2009-12-20,14,24.121,NYJ,,ATL,L 7-10,,8,30,3.75,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
13,2009,2009-12-27,15,24.128,NYJ,@,IND,W 29-15,,16,95,5.94,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
14,2009,2010-01-03,16,24.135,NYJ,,CIN,W 37-0,,13,62,4.77,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2010,2010-09-13,1,25.023,NYJ,,BAL,L 9-10,*,5,18,3.60,0,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
16,2010,2010-09-19,2,25.029,NYJ,,NWE,W 28-14,*,15,52,3.47,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
17,2010,2010-09-26,3,25.036,NYJ,@,MIA,W 31-23,,10,36,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2010,2010-10-03,4,25.043,NYJ,@,BUF,W 38-14,,22,117,5.32,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2010,2010-10-11,5,25.051,NYJ,,MIN,W 29-20,,10,57,5.70,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
20,2010,2010-10-17,6,25.057,NYJ,@,DEN,W 24-20,,9,43,4.78,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
21,2010,2010-10-31,7,25.071,NYJ,,GNB,L 0-9,,6,22,3.67,0,2,1,10,10.00,0,50.0%,5.00,0,0,0.0,0,0
22,2010,2010-11-07,8,25.078,NYJ,@,DET,W 23-20,,10,46,4.60,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,0,0
