ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-09-02,1,24.109,WAS,,MIA,L 17-35,0,0,,0,,,,
2,1984,1984-09-10,2,24.117,WAS,@,SFO,L 31-37,0,0,,0,,,,
3,1984,1984-09-16,3,24.123,WAS,,NYG,W 30-14,0,0,,0,,,,
4,1984,1984-09-23,4,24.130,WAS,@,NWE,W 26-10,0,0,,0,,,,
5,1984,1984-09-30,5,24.137,WAS,,PHI,W 20-0,0,0,,0,,,,
6,1984,1984-10-07,6,24.144,WAS,@,IND,W 35-7,0,0,,0,,,,
7,1984,1984-10-14,7,24.151,WAS,,DAL,W 34-14,0,0,,0,,,,
8,1984,1984-10-21,8,24.158,WAS,@,STL,L 24-26,0,0,,0,,,,
9,1984,1984-10-28,9,24.165,WAS,@,NYG,L 13-37,1,6,6.00,0,0,0,,0
10,1984,1984-11-05,10,24.173,WAS,,ATL,W 27-14,0,0,,0,,,,
11,1984,1984-11-11,11,24.179,WAS,,DET,W 28-14,0,0,,0,,,,
12,1984,1984-11-18,12,24.186,WAS,@,PHI,L 10-16,0,0,,0,,,,
13,1984,1984-11-25,13,24.193,WAS,,BUF,W 41-14,0,0,,0,,,,
14,1984,1984-11-29,14,24.197,WAS,@,MIN,W 31-17,0,0,,0,,,,
15,1984,1984-12-09,15,24.207,WAS,@,DAL,W 30-28,0,0,,0,,,,
16,1984,1984-12-16,16,24.214,WAS,,STL,W 29-27,0,0,,0,,,,
17,1985,1985-09-09,1,25.116,WAS,@,DAL,L 14-44,,,,,0,0,,0
18,1985,1985-09-15,2,25.122,WAS,,HOU,W 16-13,,,,,0,0,,0
19,1985,1985-09-22,3,25.129,WAS,,PHI,L 6-19,,,,,0,0,,0
20,1985,1985-09-29,4,25.136,WAS,@,CHI,L 10-45,,,,,0,0,,0
21,1985,1985-10-07,5,25.144,WAS,,STL,W 27-10,,,,,0,0,,0
22,1985,1985-10-13,6,25.150,WAS,,DET,W 24-3,,,,,0,0,,0
23,1985,1985-10-20,7,25.157,WAS,@,NYG,L 3-17,,,,,0,0,,0
24,1985,1985-10-27,8,25.164,WAS,@,CLE,W 14-7,,,,,0,0,,0
25,1985,1985-11-03,9,25.171,WAS,@,ATL,W 44-10,,,,,0,0,,0
26,1985,1985-11-10,10,25.178,WAS,,DAL,L 7-13,,,,,0,0,,0
27,1985,1985-11-18,11,25.186,WAS,,NYG,W 23-21,,,,,0,0,,0
28,1985,1985-11-24,12,25.192,WAS,@,PIT,W 30-23,,,,,0,0,,0
29,1985,1985-12-01,13,25.199,WAS,,SFO,L 8-35,,,,,0,0,,0
30,1985,1985-12-08,14,25.206,WAS,@,PHI,W 17-12,,,,,0,0,,0
31,1985,1985-12-15,15,25.213,WAS,,CIN,W 27-24,0,0,,0,1,0,0.00,0
32,1985,1985-12-21,16,25.219,WAS,@,STL,W 27-16,,,,,0,0,,0
33,1986,1986-09-07,1,26.114,WAS,,PHI,W 41-14,,,,,,,,
34,1986,1986-09-14,2,26.121,WAS,,RAI,W 10-6,,,,,,,,
35,1986,1986-09-21,3,26.128,WAS,@,SDG,W 30-27,,,,,,,,
36,1986,1986-09-28,4,26.135,WAS,,SEA,W 19-14,,,,,,,,
37,1986,1986-10-05,5,26.142,WAS,@,NOR,W 14-6,,,,,,,,
38,1986,1986-10-12,6,26.149,WAS,@,DAL,L 6-30,,,,,,,,
39,1986,1986-10-19,7,26.156,WAS,,STL,W 28-21,,,,,,,,
40,1986,1986-10-27,8,26.164,WAS,@,NYG,L 20-27,,,,,,,,
41,1986,1986-11-02,9,26.170,WAS,,MIN,W 44-38,,,,,,,,
42,1986,1986-11-09,10,26.177,WAS,@,GNB,W 16-7,,,,,,,,
43,1986,1986-11-17,11,26.185,WAS,,SFO,W 14-6,,,,,,,,
44,1986,1986-11-23,12,26.191,WAS,,DAL,W 41-14,,,,,,,,
45,1986,1986-11-30,13,26.198,WAS,@,STL,W 20-17,,,,,,,,
46,1986,1986-12-07,14,26.205,WAS,,NYG,L 14-24,,,,,,,,
47,1986,1986-12-13,15,26.211,WAS,@,DEN,L 30-31,,,,,,,,
48,1987,1987-12-20,14,27.218,WAS,@,MIA,L 21-23,,,,,,,,
49,1987,1987-12-26,15,27.224,WAS,@,MIN,W 27-24,,,,,,,,
50,1988,1988-09-05,1,28.112,WAS,@,NYG,L 20-27,0,0,,0,,,,
51,1988,1988-09-11,2,28.118,WAS,,PIT,W 30-29,0,0,,0,,,,
52,1988,1988-09-18,3,28.125,WAS,,PHI,W 17-10,2,10,5.00,0,0,0,,0
53,1988,1988-09-25,4,28.132,WAS,@,PHO,L 21-30,0,0,,0,,,,
54,1988,1988-10-02,5,28.139,WAS,,NYG,L 23-24,0,0,,0,,,,
55,1988,1988-10-09,6,28.146,WAS,@,DAL,W 35-17,0,0,,0,,,,
56,1988,1988-10-30,9,28.167,WAS,@,HOU,L 17-41,0,0,,0,,,,
57,1988,1988-11-13,11,28.181,WAS,,CHI,L 14-34,0,0,,0,,,,
58,1988,1988-11-27,13,28.195,SDG,,SFO,L 10-48,0,0,,0,0,0,,0
59,1988,1988-12-04,14,28.202,SDG,@,CIN,L 10-27,0,0,,0,0,0,,0
60,1988,1988-12-11,15,28.209,SDG,,PIT,W 20-14,0,0,,0,0,0,,0
61,1988,1988-12-18,16,28.216,SDG,,KAN,W 24-13,1,11,11.00,0,1,13,13.00,0
