ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,21.308,IND,,CIN,L 21-24,,,,,,,
2,1995,1995-09-10,2,21.315,IND,@,NYJ,W 27-24,,,,,,,
3,1995,1995-09-17,3,21.322,IND,@,BUF,L 14-20,,0,0,0.5,0,0,0
4,1995,1995-10-01,4,21.336,IND,,STL,W 21-18,,,,,,,
5,1995,1995-10-08,5,21.343,IND,@,MIA,W 27-24,,,,,,,
6,1995,1995-10-15,6,21.350,IND,,SFO,W 18-17,,0,0,1.0,0,0,0
7,1995,1995-10-22,7,21.357,IND,@,OAK,L 17-30,,,,,,,
8,1995,1995-10-29,8,21.364,IND,,NYJ,W 17-10,,,,,,,
9,1995,1995-11-05,9,22.006,IND,,BUF,L 10-16,,0,0,1.0,0,0,0
10,1995,1995-11-12,10,22.013,IND,@,NOR,L 14-17,,,,,,,
11,1995,1995-11-19,11,22.020,IND,@,NWE,W 24-10,,,,,,,
12,1995,1995-11-26,12,22.027,IND,,MIA,W 36-28,,,,,,,
13,1995,1995-12-03,13,22.034,IND,@,CAR,L 10-13,,,,,,,
14,1995,1995-12-10,14,22.041,IND,@,JAX,W 41-31,,0,0,1.0,0,0,0
15,1995,1995-12-17,15,22.048,IND,,SDG,L 24-27,,0,0,1.0,0,0,0
16,1995,1995-12-23,16,22.054,IND,,NWE,W 10-7,,,,,,,
17,1996,1996-10-06,5,22.342,IND,@,BUF,L 13-16,,,,,,,
18,1996,1996-10-13,6,22.349,BAL,@,IND,L 21-26,,,,,,,
19,1996,1996-10-20,7,22.356,IND,,NWE,L 9-27,,,,,,,
20,1996,1996-10-27,8,22.363,IND,@,WAS,L 16-31,,,,,,,
21,1996,1996-11-03,9,23.004,IND,,SDG,L 19-26,,,,,,,
22,1996,1996-11-10,10,23.011,IND,@,MIA,L 13-37,,,,,,,
23,1996,1996-11-17,11,23.018,IND,,NYJ,W 34-29,,,,,,,
24,1996,1996-11-24,12,23.025,IND,@,NWE,L 13-27,,,,,,,
25,1996,1996-12-01,13,23.032,IND,,BUF,W 13-10,,,,,,,
26,1996,1996-12-05,14,23.036,IND,,PHI,W 37-10,,,,,,,
27,1996,1996-12-15,15,23.046,IND,@,KAN,W 24-19,,,,,,,
28,1996,1996-12-22,16,23.053,IND,@,CIN,L 24-31,,,,,,,
29,1997,1997-08-31,1,23.305,IND,@,MIA,L 10-16,,,,,,,
30,1997,1997-09-07,2,23.312,IND,,NWE,L 6-31,,,,,,,
31,1997,1997-09-14,3,23.319,IND,,SEA,L 3-31,,,,,,,
32,1997,1997-09-21,4,23.326,IND,@,BUF,L 35-37,,0,0,0.0,1,18,0
33,1997,1997-10-05,5,23.340,IND,,NYJ,L 12-16,,,,,,,
34,1997,1997-10-12,6,23.347,IND,@,PIT,L 22-24,,,,,,,
35,1997,1997-10-20,7,23.355,IND,,BUF,L 6-9,,,,,,,
36,1997,1997-10-26,8,23.361,IND,@,SDG,L 19-35,,,,,,,
37,1997,1997-11-02,9,24.003,IND,,TAM,L 28-31,,,,,,,
38,1997,1997-11-09,10,24.010,IND,,CIN,L 13-28,,0,0,1.0,0,0,0
39,1997,1997-11-23,12,24.024,IND,@,DET,L 10-32,,,,,,,
40,1997,1997-11-30,13,24.031,IND,@,NWE,L 17-20,,0,0,0.5,0,0,0
41,1997,1997-12-07,14,24.038,IND,@,NYJ,W 22-14,,0,0,3.0,0,0,0
42,1997,1997-12-14,15,24.045,IND,,MIA,W 41-0,,,,,,,
43,1997,1997-12-21,16,24.052,IND,@,MIN,L 28-39,,,,,,,
44,1998,1998-09-06,1,24.311,IND,,MIA,L 15-24,,,,,,,
45,1998,1998-09-13,2,24.318,IND,@,NWE,L 6-29,,,,,,,
46,1998,1998-09-20,3,24.325,IND,@,NYJ,L 6-44,,,,,,,
47,1998,1998-09-27,4,24.332,IND,,NOR,L 13-19,,0,0,1.0,0,0,0
48,1998,1998-10-04,5,24.339,IND,,SDG,W 17-12,,0,0,1.0,0,0,0
49,1998,1998-10-11,6,24.346,IND,,BUF,L 24-31,,,,,,,
50,1998,1998-10-18,7,24.353,IND,@,SFO,L 31-34,,0,0,1.0,0,0,0
51,1998,1998-11-01,8,25.002,IND,,NWE,L 16-21,,,,,,,
52,1998,1998-11-08,9,25.009,IND,@,MIA,L 14-27,,,,,,,
53,1998,1998-11-15,10,25.016,IND,,NYJ,W 24-23,,,,,,,
54,1998,1998-11-22,11,25.023,IND,@,BUF,L 11-34,,,,,,,
55,1998,1998-12-06,13,25.037,IND,@,ATL,L 21-28,,0,0,1.0,0,0,0
56,1998,1998-12-13,14,25.044,IND,,CIN,W 39-26,,0,0,1.0,0,0,0
57,1998,1998-12-20,15,25.051,IND,@,SEA,L 23-27,,0,0,1.0,0,0,0
58,1998,1998-12-27,16,25.058,IND,,CAR,L 19-27,,0,0,2.0,0,0,0
59,1999,1999-09-12,1,25.317,IND,,BUF,W 31-14,*,,,,,,
60,1999,1999-09-19,2,25.324,IND,@,NWE,L 28-31,*,,,,,,
61,1999,1999-09-26,3,25.331,IND,@,SDG,W 27-19,*,0,0,0.5,0,0,0
62,1999,1999-10-10,4,25.345,IND,,MIA,L 31-34,*,,,,,,
63,1999,1999-10-17,5,25.352,IND,@,NYJ,W 16-13,*,0,0,1.0,0,0,0
64,1999,1999-10-24,6,25.359,IND,,CIN,W 31-10,*,0,0,2.0,0,0,0
65,1999,1999-10-31,7,26.001,IND,,DAL,W 34-24,*,,,,,,
66,1999,1999-11-07,8,26.008,IND,,KAN,W 25-17,*,,,,,,
67,1999,1999-11-14,9,26.015,IND,@,NYG,W 27-19,*,0,0,2.0,0,0,0
68,1999,1999-11-21,10,26.022,IND,@,PHI,W 44-17,*,,,,,,
69,1999,1999-11-28,11,26.029,IND,,NYJ,W 13-6,*,0,0,1.0,0,0,0
70,1999,1999-12-05,12,26.036,IND,@,MIA,W 37-34,*,,,,,,
71,1999,1999-12-12,13,26.043,IND,,NWE,W 20-15,*,0,0,1.0,0,0,0
72,1999,1999-12-19,14,26.050,IND,,WAS,W 24-21,*,,,,,,
73,1999,1999-12-26,15,26.057,IND,@,CLE,W 29-28,*,,,,,,
74,1999,2000-01-02,16,26.064,IND,@,BUF,L 6-31,*,,,,,,
75,2000,2000-09-03,1,26.309,IND,@,KAN,W 27-14,,,,,,,
76,2000,2000-09-10,2,26.316,IND,,OAK,L 31-38,*,,,,,,
77,2000,2000-09-25,3,26.331,IND,,JAX,W 43-14,*,0,0,2.0,0,0,0
78,2000,2000-10-01,4,26.337,IND,@,BUF,W 18-16,*,,,,,,
79,2000,2000-10-08,5,26.344,IND,@,NWE,L 16-24,*,,,,,,
80,2000,2000-10-15,6,26.351,IND,@,SEA,W 37-24,*,0,0,1.0,0,0,0
81,2000,2000-10-22,7,26.358,IND,,NWE,W 30-23,,,,,,,
82,2000,2000-11-19,11,27.020,IND,@,GNB,L 24-26,,0,0,1.0,1,-1,0
83,2000,2000-11-26,12,27.027,IND,,MIA,L 14-17,,0,0,1.0,0,0,0
84,2000,2000-12-03,13,27.034,IND,@,NYJ,L 17-27,*,,,,,,
85,2000,2000-12-11,14,27.042,IND,,BUF,W 44-20,*,,,,,,
86,2000,2000-12-17,15,27.048,IND,@,MIA,W 20-13,*,,,,,,
87,2000,2000-12-24,16,27.055,IND,,MIN,W 31-10,*,,,,,,
88,2001,2001-09-09,1,27.314,IND,@,NYJ,W 45-24,*,,,,,,
89,2001,2001-09-23,2,27.328,IND,,BUF,W 42-26,*,,,,,,
90,2001,2001-09-30,3,27.335,IND,@,NWE,L 13-44,*,,,,,,
91,2001,2001-10-14,4,27.349,IND,,OAK,L 18-23,*,,,,,,
92,2001,2001-10-21,5,27.356,IND,,NWE,L 17-38,*,,,,,,
93,2001,2001-10-25,6,27.360,IND,@,KAN,W 35-28,*,,,,,,
94,2001,2001-11-04,7,28.005,IND,@,BUF,W 30-14,*,,,,,,
95,2001,2001-11-11,8,28.012,IND,,MIA,L 24-27,*,,,,,,
96,2001,2001-11-18,9,28.019,IND,@,NOR,L 20-34,*,0,0,1.0,0,0,0
97,2001,2001-11-25,10,28.026,IND,,SFO,L 21-40,*,,,,,,
98,2001,2001-12-02,11,28.033,IND,@,BAL,L 27-39,*,,,,,,
99,2001,2001-12-10,12,28.041,IND,@,MIA,L 6-41,*,,,,,,
100,2001,2001-12-16,13,28.047,IND,,ATL,W 41-27,*,0,0,1.5,0,0,0
101,2001,2001-12-23,14,28.054,IND,,NYJ,L 28-29,*,,,,,,
102,2001,2001-12-30,15,28.061,IND,@,STL,L 17-42,*,,,,,,
103,2001,2002-01-06,16,28.068,IND,,DEN,W 29-10,*,0,0,1.0,0,0,0
104,2002,2002-09-08,1,28.313,ATL,@,GNB,L 34-37,,,,,,,
105,2002,2002-09-15,2,28.320,ATL,,CHI,L 13-14,*,,,,,,
106,2002,2002-09-22,3,28.327,ATL,,CIN,W 30-3,,,,,,,
107,2002,2002-10-06,4,28.341,ATL,,TAM,L 6-20,,,,,,,
108,2002,2002-10-13,5,28.348,ATL,@,NYG,W 17-10,,,,,,,
109,2002,2002-10-20,6,28.355,ATL,,CAR,W 30-0,,,,,,,
110,2002,2002-10-27,7,28.362,ATL,@,NOR,W 37-35,,,,,,,
111,2002,2002-11-03,8,29.004,ATL,,BAL,W 20-17,,0,0,1.0,0,0,0
112,2002,2002-11-10,9,29.011,ATL,@,PIT,T 34-34,,,,,,,
113,2002,2002-11-17,10,29.018,ATL,,NOR,W 24-17,*,,,,,,
114,2002,2002-11-24,11,29.025,ATL,@,CAR,W 41-0,,0,0,2.0,0,0,0
115,2002,2002-12-01,12,29.032,ATL,@,MIN,W 30-24,,0,0,1.0,0,0,0
116,2002,2002-12-08,13,29.039,ATL,@,TAM,L 10-34,,,,,,,
117,2002,2002-12-15,14,29.046,ATL,,SEA,L 24-30,,0,0,1.0,0,0,0
118,2002,2002-12-22,15,29.053,ATL,,DET,W 36-15,,0,0,1.0,0,0,0
119,2002,2002-12-29,16,29.060,ATL,@,CLE,L 16-24,,0,0,1.0,0,0,0
120,2003,2003-09-07,1,29.312,ATL,@,DAL,W 27-13,,,,,,,
121,2003,2003-09-14,2,29.319,ATL,,WAS,L 31-33,,0,0,1.0,0,0,0
122,2003,2003-09-21,3,29.326,ATL,,TAM,L 10-31,,0,0,1.0,0,0,0
123,2003,2003-09-28,4,29.333,ATL,@,CAR,L 3-23,,,,,,,
124,2003,2003-10-05,5,29.340,ATL,,MIN,L 26-39,,,,,,,
125,2003,2003-10-13,6,29.348,ATL,@,STL,L 0-36,,,,,,,
126,2003,2003-10-19,7,29.354,ATL,,NOR,L 17-45,,0,0,2.0,0,0,0
127,2003,2003-11-02,8,30.003,ATL,,PHI,L 16-23,*,,,,,,
128,2003,2003-11-09,9,30.010,ATL,@,NYG,W 27-7,,,,,,,
129,2003,2003-11-16,10,30.017,ATL,@,NOR,L 20-23,,0,0,1.0,0,0,0
130,2003,2003-11-23,11,30.024,ATL,,TEN,L 31-38,*,,,,,,
131,2003,2003-11-30,12,30.031,ATL,@,HOU,L 13-17,,0,0,2.0,0,0,0
132,2003,2003-12-07,13,30.038,ATL,,CAR,W 20-14,,0,0,1.0,0,0,0
133,2003,2003-12-14,14,30.045,ATL,@,IND,L 7-38,*,,,,,,
134,2003,2003-12-20,15,30.051,ATL,@,TAM,W 30-28,,,,,,,
135,2003,2003-12-28,16,30.059,ATL,,JAX,W 21-14,,,,,,,
136,2004,2004-10-03,4,30.339,DEN,@,TAM,W 16-13,,,,,,,
137,2004,2004-10-10,5,30.346,DEN,,CAR,W 20-17,,0,0,1.0,0,0,0
138,2004,2004-10-17,6,30.353,DEN,@,OAK,W 31-3,,,,,,,
139,2004,2004-10-25,7,30.361,DEN,@,CIN,L 10-23,,,,,,,
140,2004,2004-10-31,8,31.001,DEN,,ATL,L 28-41,,,,,,,
141,2004,2004-11-07,9,31.008,DEN,,HOU,W 31-13,,,,,,,
142,2004,2004-11-21,10,31.022,DEN,@,NOR,W 34-13,,,,,,,
143,2004,2004-11-28,11,31.029,DEN,,OAK,L 24-25,,1,6,0.0,1,32,1
