ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1974,1974-09-15,1,24.259,NWE,,MIA,W 34-24,4,4,100.0,2,3,66.7,0,10
2,1974,1974-09-22,2,24.266,NWE,@,NYG,W 28-20,4,4,100.0,,1,0.0,0,4
3,1974,1974-09-29,3,24.273,NWE,,RAM,W 20-14,2,2,100.0,2,2,100.0,0,8
4,1974,1974-10-06,4,24.280,NWE,,BAL,W 42-3,6,6,100.0,,,,0,6
5,1974,1974-10-13,5,24.287,NWE,@,NYJ,W 24-0,3,3,100.0,1,1,100.0,0,6
6,1974,1974-10-20,6,24.294,NWE,@,BUF,L 28-30,4,4,100.0,,,,0,4
7,1974,1974-10-27,7,24.301,NWE,@,MIN,W 17-14,2,2,100.0,1,1,100.0,0,5
8,1974,1974-11-03,8,24.308,NWE,,BUF,L 28-29,4,4,100.0,,2,0.0,0,4
9,1974,1974-11-10,9,24.315,NWE,,CLE,L 14-21,2,2,100.0,,,,0,2
10,1974,1974-11-17,10,24.322,NWE,,NYJ,L 16-21,1,1,100.0,3,4,75.0,0,10
11,1974,1974-11-24,11,24.329,NWE,@,BAL,W 27-17,3,3,100.0,2,2,100.0,0,9
12,1974,1974-12-01,12,24.336,NWE,@,OAK,L 26-41,2,3,66.7,2,2,100.0,0,8
13,1974,1974-12-08,13,24.343,NWE,,PIT,L 17-21,2,2,100.0,1,2,50.0,0,5
14,1974,1974-12-15,14,24.350,NWE,@,MIA,L 27-34,3,3,100.0,2,2,100.0,0,9
15,1975,1975-09-21,1,25.265,NWE,,HOU,L 0-7,,,,,2,0.0,0,0
16,1975,1975-09-28,2,25.272,NWE,,MIA,L 14-22,2,2,100.0,,1,0.0,0,2
17,1975,1975-10-05,3,25.279,NWE,@,NYJ,L 7-36,1,1,100.0,,,,0,1
18,1975,1975-10-12,4,25.286,NWE,@,CIN,L 10-27,1,1,100.0,1,1,100.0,0,4
19,1975,1975-10-19,5,25.293,NWE,,BAL,W 21-10,3,3,100.0,,1,0.0,0,3
20,1975,1975-10-26,6,25.300,NWE,,SFO,W 24-16,3,3,100.0,1,2,50.0,0,6
21,1975,1975-11-02,7,25.307,NWE,@,STL,L 17-24,2,2,100.0,1,1,100.0,0,5
22,1975,1975-11-09,8,25.314,NWE,@,SDG,W 33-19,3,3,100.0,4,4,100.0,0,15
23,1975,1975-11-16,9,25.321,NWE,,DAL,L 31-34,4,4,100.0,1,1,100.0,0,7
24,1975,1975-11-23,10,25.328,NWE,@,BUF,L 31-45,4,4,100.0,1,2,50.0,0,7
25,1975,1975-12-01,11,25.336,NWE,@,MIA,L 7-20,1,1,100.0,,1,0.0,0,1
26,1975,1975-12-07,12,25.342,NWE,,NYJ,L 28-30,4,4,100.0,,1,0.0,0,4
27,1975,1975-12-14,13,25.349,NWE,,BUF,L 14-34,2,2,100.0,,,,0,2
28,1975,1975-12-21,14,25.356,NWE,@,BAL,L 21-34,3,3,100.0,,,,0,3
29,1976,1976-09-12,1,26.257,NWE,,BAL,L 13-27,1,1,100.0,2,3,66.7,0,7
30,1976,1976-09-19,2,26.264,NWE,,MIA,W 30-14,3,4,75.0,1,3,33.3,0,6
31,1976,1976-09-26,3,26.271,NWE,@,PIT,W 30-27,3,3,100.0,3,4,75.0,0,12
32,1976,1976-10-03,4,26.278,NWE,,OAK,W 48-17,6,7,85.7,,,,0,6
33,1976,1976-10-10,5,26.285,NWE,@,DET,L 10-30,1,1,100.0,1,1,100.0,0,4
34,1976,1976-10-18,6,26.293,NWE,,NYJ,W 41-7,5,6,83.3,,,,0,5
35,1976,1976-10-24,7,26.299,NWE,@,BUF,W 26-22,2,2,100.0,2,2,100.0,0,8
36,1976,1976-10-31,8,26.306,NWE,@,MIA,L 3-10,,,,1,1,100.0,0,3
37,1976,1976-11-07,9,26.313,NWE,,BUF,W 20-10,2,2,100.0,2,2,100.0,0,8
38,1976,1976-11-14,10,26.320,NWE,@,BAL,W 21-14,3,3,100.0,,2,0.0,0,3
39,1976,1976-11-21,11,26.327,NWE,@,NYJ,W 38-24,5,5,100.0,1,1,100.0,0,8
40,1976,1976-11-28,12,26.334,NWE,,DEN,W 38-14,5,5,100.0,1,4,25.0,0,8
41,1976,1976-12-05,13,26.341,NWE,,NOR,W 27-6,3,4,75.0,,1,0.0,0,3
42,1976,1976-12-12,14,26.348,NWE,@,TAM,W 31-14,3,3,100.0,1,1,100.0,0,6
43,1977,1977-09-18,1,27.262,NWE,,KAN,W 21-17,3,3,100.0,,,,0,3
44,1977,1977-09-26,2,27.270,NWE,@,CLE,L 27-30,3,3,100.0,2,2,100.0,0,9
45,1977,1977-10-02,3,27.276,NWE,@,NYJ,L 27-30,3,3,100.0,2,2,100.0,0,9
46,1977,1977-10-09,4,27.283,NWE,,SEA,W 31-0,4,4,100.0,1,2,50.0,0,7
47,1977,1977-10-16,5,27.290,NWE,@,SDG,W 24-20,3,3,100.0,1,1,100.0,0,6
48,1977,1977-10-23,6,27.297,NWE,,BAL,W 17-3,2,2,100.0,1,1,100.0,0,5
49,1977,1977-10-30,7,27.304,NWE,,NYJ,W 24-13,3,3,100.0,1,1,100.0,0,6
50,1977,1977-11-06,8,27.311,NWE,,BUF,L 14-24,2,2,100.0,,,,0,2
51,1977,1977-11-13,9,27.318,NWE,@,MIA,L 5-17,,,,1,2,50.0,0,3
52,1977,1977-11-20,10,27.325,NWE,@,BUF,W 20-7,2,2,100.0,2,3,66.7,0,8
53,1977,1977-11-27,11,27.332,NWE,,PHI,W 14-6,2,2,100.0,,,,0,2
54,1977,1977-12-04,12,27.339,NWE,@,ATL,W 16-10,1,1,100.0,3,5,60.0,0,10
55,1977,1977-12-11,13,27.346,NWE,,MIA,W 14-10,2,2,100.0,,1,0.0,0,2
56,1977,1977-12-18,14,27.353,NWE,@,BAL,L 24-30,3,3,100.0,1,1,100.0,0,6
57,1978,1978-09-03,1,28.247,NWE,,WAS,L 14-16,2,2,100.0,,,,0,2
58,1978,1978-09-10,2,28.254,NWE,@,STL,W 16-6,1,1,100.0,1,1,100.0,0,4
59,1978,1978-09-18,3,28.262,NWE,,BAL,L 27-34,3,4,75.0,,,,0,3
60,1979,1979-09-03,1,29.247,NWE,,PIT,L 13-16,1,1,100.0,2,2,100.0,0,7
61,1979,1979-09-09,2,29.253,NWE,,NYJ,W 56-3,8,8,100.0,,,,0,8
62,1979,1979-09-16,3,29.260,NWE,@,CIN,W 20-14,2,2,100.0,2,4,50.0,0,8
63,1979,1979-09-23,4,29.267,NWE,,SDG,W 27-21,3,3,100.0,2,2,100.0,0,9
64,1979,1979-10-01,5,29.275,NWE,@,GNB,L 14-27,2,2,100.0,,1,0.0,0,2
65,1979,1979-10-07,6,29.281,NWE,,DET,W 24-17,3,3,100.0,1,3,33.3,0,6
66,1979,1979-10-14,7,29.288,NWE,@,CHI,W 27-7,3,3,100.0,2,2,100.0,0,9
67,1979,1979-10-21,8,29.295,NWE,,MIA,W 28-13,4,4,100.0,,1,0.0,0,4
68,1979,1979-10-28,9,29.302,NWE,@,BAL,L 26-31,2,3,66.7,2,2,100.0,0,8
69,1979,1979-11-04,10,29.309,NWE,@,BUF,W 26-6,2,3,66.7,2,4,50.0,0,8
70,1979,1979-11-11,11,29.316,NWE,@,DEN,L 10-45,1,1,100.0,1,1,100.0,0,4
71,1979,1979-11-18,12,29.323,NWE,,BAL,W 50-21,5,6,83.3,3,3,100.0,0,14
72,1979,1979-11-25,13,29.330,NWE,,BUF,L 13-16,1,1,100.0,2,3,66.7,0,7
73,1979,1979-11-29,14,29.334,NWE,@,MIA,L 24-39,3,3,100.0,1,1,100.0,0,6
74,1979,1979-12-09,15,29.344,NWE,@,NYJ,L 26-27,3,3,100.0,1,2,50.0,0,6
75,1979,1979-12-16,16,29.351,NWE,,MIN,W 27-23,3,3,100.0,2,2,100.0,0,9
76,1980,1980-09-07,1,30.252,NWE,,CLE,W 34-17,4,4,100.0,2,2,100.0,0,10
77,1980,1980-09-14,2,30.259,NWE,,ATL,L 21-37,3,3,100.0,,,,0,3
78,1980,1980-09-21,3,30.266,NWE,@,SEA,W 37-31,4,4,100.0,3,4,75.0,0,13
79,1980,1980-09-29,4,30.274,NWE,,DEN,W 23-14,2,2,100.0,3,3,100.0,0,11
80,1980,1980-10-05,5,30.280,NWE,@,NYJ,W 21-11,3,3,100.0,,,,0,3
81,1980,1980-10-12,6,30.287,NWE,,MIA,W 34-0,4,4,100.0,2,3,66.7,0,10
82,1980,1980-10-19,7,30.294,NWE,@,BAL,W 37-21,4,4,100.0,3,3,100.0,0,13
83,1980,1980-10-26,8,30.301,NWE,@,BUF,L 13-31,1,1,100.0,2,2,100.0,0,7
84,1980,1980-11-02,9,30.308,NWE,,NYJ,W 34-21,4,4,100.0,2,3,66.7,0,10
85,1980,1980-11-10,10,30.316,NWE,@,HOU,L 34-38,4,4,100.0,2,3,66.7,0,10
86,1980,1980-11-16,11,30.322,NWE,,RAM,L 14-17,2,2,100.0,,1,0.0,0,2
87,1980,1980-11-23,12,30.329,NWE,,BAL,W 47-21,5,5,100.0,2,2,100.0,0,11
88,1980,1980-11-30,13,30.336,NWE,@,SFO,L 17-21,2,2,100.0,1,2,50.0,0,5
89,1980,1980-12-08,14,30.344,NWE,@,MIA,L 13-16,1,1,100.0,2,3,66.7,0,7
90,1980,1980-12-14,15,30.350,NWE,,BUF,W 24-2,3,3,100.0,1,2,50.0,0,6
91,1980,1980-12-21,16,30.357,NWE,@,NOR,W 38-27,5,5,100.0,1,1,100.0,0,8
92,1981,1981-09-06,1,31.250,NWE,,BAL,L 28-29,4,4,100.0,,2,0.0,0,4
93,1981,1981-09-13,2,31.257,NWE,@,PHI,L 3-13,,,,1,1,100.0,0,3
94,1981,1981-09-21,3,31.265,NWE,,DAL,L 21-35,3,3,100.0,,1,0.0,0,3
95,1981,1981-09-27,4,31.271,NWE,@,PIT,L 21-27,3,3,100.0,,,,0,3
96,1981,1981-10-04,5,31.278,NWE,,KAN,W 33-17,3,4,75.0,2,2,100.0,0,9
97,1981,1981-10-11,6,31.285,NWE,@,NYJ,L 24-28,3,3,100.0,1,1,100.0,0,6
98,1981,1981-10-18,7,31.292,NWE,,HOU,W 38-10,5,5,100.0,1,2,50.0,0,8
99,1981,1981-10-25,8,31.299,NWE,@,WAS,L 22-24,1,1,100.0,3,4,75.0,0,10
100,1981,1981-11-01,9,31.306,NWE,@,OAK,L 17-27,2,2,100.0,1,1,100.0,0,5
101,1981,1981-11-08,10,31.313,NWE,,MIA,L 27-30,3,3,100.0,2,2,100.0,0,9
102,1981,1981-11-15,11,31.320,NWE,,NYJ,L 6-17,,,,2,2,100.0,0,6
103,1981,1981-11-22,12,31.327,NWE,@,BUF,L 17-20,2,2,100.0,1,2,50.0,0,5
104,1981,1981-11-29,13,31.334,NWE,,STL,L 20-27,2,3,66.7,,1,0.0,0,2
105,1981,1981-12-06,14,31.341,NWE,@,MIA,L 14-24,2,2,100.0,,2,0.0,0,2
106,1981,1981-12-13,15,31.348,NWE,,BUF,L 10-19,1,1,100.0,1,1,100.0,0,4
107,1981,1981-12-20,16,31.355,NWE,@,BAL,L 21-23,3,3,100.0,,,,0,3
108,1982,1982-12-12,6,32.347,NWE,,MIA,W 3-0,,,,1,2,50.0,0,3
109,1982,1982-12-19,7,32.354,NWE,@,SEA,W 16-0,1,1,100.0,3,5,60.0,0,10
110,1982,1982-12-26,8,32.361,NWE,@,PIT,L 14-37,2,2,100.0,,,,0,2
111,1982,1983-01-02,9,33.003,NWE,,BUF,W 30-19,3,4,75.0,1,1,100.0,0,6
112,1983,1983-09-04,1,33.248,NWE,,BAL,L 23-29,2,3,66.7,1,3,33.3,0,5
113,1983,1983-09-11,2,33.255,NWE,@,MIA,L 24-34,3,3,100.0,1,1,100.0,0,6
114,1983,1983-09-18,3,33.262,NWE,,NYJ,W 23-13,2,3,66.7,1,1,100.0,0,5
115,1983,1983-09-25,4,33.269,NWE,@,PIT,W 28-23,4,4,100.0,,,,0,4
116,1983,1983-10-02,5,33.276,NWE,,SFO,L 13-33,1,2,50.0,,1,0.0,0,1
