ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2012,2012-09-09,1,24.007,KAN,,ATL,L 24-40,,,,,,,0.0%,,,,,,,,,
2,2012,2012-11-12,9,24.071,KAN,@,PIT,L 13-16,,0,0,0,,0,0.0%,,3,68,22.67,0,0,0,,0
3,2012,2012-11-18,10,24.077,KAN,,CIN,L 6-28,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0
4,2012,2012-12-16,14,24.105,KAN,@,OAK,L 0-15,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,1,13,13.00,0
5,2012,2012-12-23,15,24.112,KAN,,IND,L 13-20,,4,3,36,12.00,0,75.0%,9.00,3,54,18.00,0,3,2,0.67,0
6,2012,2012-12-30,16,24.119,KAN,@,DEN,L 3-38,*,4,2,11,5.50,0,50.0%,2.75,3,69,23.00,0,1,11,11.00,0
7,2013,2013-11-14,10,25.073,TEN,,IND,L 27-30,,0,0,0,,0,0.0%,,3,63,21.00,0,1,4,4.00,0
8,2013,2013-11-24,11,25.083,TEN,@,OAK,W 23-19,,0,0,0,,0,0.0%,,2,31,15.50,0,1,0,0.00,0
