ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-10-11,5,22.100,DET,,PIT,L 20-28,,,,,,,,
2,2009,2009-10-18,6,22.107,DET,@,GNB,L 0-26,,,,,,,,
3,2009,2009-11-01,7,22.121,DET,,STL,L 10-17,,0,0,,0,0.0,0,0
4,2009,2009-11-08,8,22.128,DET,@,SEA,L 20-32,,0,0,,0,0.0,0,0
5,2009,2009-11-15,9,22.135,DET,@,MIN,L 10-27,,0,0,,0,0.0,0,0
6,2009,2009-11-22,10,22.142,DET,,CLE,W 38-37,,2,12,6.00,0,0.0,0,0
7,2009,2009-11-26,11,22.146,DET,,GNB,L 12-34,,,,,,,,
8,2009,2009-12-06,12,22.156,DET,@,CIN,L 13-23,,,,,,,,
9,2009,2009-12-13,13,22.163,DET,@,BAL,L 3-48,,,,,,,,
10,2009,2009-12-20,14,22.170,DET,,ARI,L 24-31,,0,0,,0,0.0,0,2
11,2009,2009-12-27,15,22.177,DET,@,SFO,L 6-20,,0,0,,0,0.0,0,2
12,2009,2010-01-03,16,22.184,DET,,CHI,L 23-37,,0,0,,0,0.0,0,0
13,2010,2010-09-12,1,23.071,DET,@,CHI,L 14-19,,0,0,,0,0.0,1,0
14,2010,2010-09-19,2,23.078,DET,,PHI,L 32-35,,0,0,,0,0.0,2,3
15,2010,2010-10-03,4,23.092,DET,@,GNB,L 26-28,*,0,0,,0,0.0,3,2
16,2010,2010-10-10,5,23.099,DET,,STL,W 44-6,,0,0,,0,0.0,0,2
17,2010,2010-10-17,6,23.106,DET,@,NYG,L 20-28,*,0,0,,0,0.0,2,2
