ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-10-10,4,23.327,TAM,@,CIN,W 24-21,,,,,,,0.0%,,,,,,,,,,,,,,
2,2010,2010-10-17,5,23.334,TAM,,NOR,L 6-31,,,,,,,0.0%,,,,,,,,,,,,,,
3,2010,2010-10-24,6,23.341,TAM,,STL,W 18-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-31,7,23.348,TAM,@,ARI,W 38-35,,0,,,,,0.0%,,,,,,,,,,,,,,
5,2010,2010-11-07,8,23.355,TAM,@,ATL,L 21-27,,1,,,,,0.0%,,,,,,,,,,,,,,
6,2010,2010-11-14,9,23.362,TAM,,CAR,W 31-16,*,0,,,,,0.0%,,,,,,,,,,,,,,
7,2010,2010-12-05,12,24.018,TAM,,ATL,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2010,2010-12-26,15,24.039,TAM,,SEA,W 38-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2010,2011-01-02,16,24.046,TAM,@,NOR,W 23-13,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2011,2011-09-11,1,24.298,TAM,,DET,L 20-27,,,,,,,0.0%,,,,,,,,,,,,,,
11,2011,2011-09-18,2,24.305,TAM,@,MIN,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2011,2011-09-25,3,24.312,TAM,,ATL,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
