ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,23.280,NYJ,,NWE,L 24-27,0,0,,0,,0,0,,0,,,,,,,0,
2,1989,1989-09-17,2,23.287,NYJ,@,CLE,L 24-38,0,0,,0,,0,0,,0,,,,,,,0,
3,1989,1989-09-24,3,23.294,NYJ,@,MIA,W 40-33,0,0,,0,,0,0,,0,,,,,,,0,
4,1989,1989-10-01,4,23.301,NYJ,,IND,L 10-17,0,0,,0,,0,0,,0,,,,,,,0,
5,1989,1989-10-09,5,23.309,NYJ,,RAI,L 7-14,0,0,,0,,0,0,,0,,,,,,,0,
6,1989,1989-10-15,6,23.315,NYJ,@,NOR,L 14-29,0,0,,0,,0,0,,0,,,,,,,0,
7,1989,1989-10-22,7,23.322,NYJ,@,BUF,L 3-34,0,0,,0,,0,0,,0,,,,,,,0,
8,1989,1989-10-29,8,23.329,NYJ,,SFO,L 10-23,0,0,,0,,0,0,,0,,,,,,,0,
9,1989,1989-11-05,9,23.336,NYJ,@,NWE,W 27-26,0,0,,0,,0,0,,0,,,,,,,0,
10,1989,1989-11-12,10,23.343,NYJ,,MIA,L 23-31,0,0,,0,,0,0,,0,,,,,,,0,
11,1989,1989-11-19,11,23.350,NYJ,@,IND,L 10-27,1,7,7.00,0,,1,6,6.00,0,,,0,0,,0,0,0
12,1989,1989-11-26,12,23.357,NYJ,,ATL,W 27-7,8,41,5.13,0,,1,1,1.00,0,,,0,0,,0,0,0
13,1989,1989-12-03,13,23.364,NYJ,@,SDG,W 20-17,0,0,,0,,0,0,,0,,,,,,,0,
14,1989,1989-12-10,14,24.006,NYJ,,PIT,L 0-13,3,15,5.00,0,,1,1,1.00,0,,,0,0,,0,0,0
15,1989,1989-12-17,15,24.013,NYJ,@,RAM,L 14-38,0,0,,0,,0,0,,0,,,,,,,0,
16,1989,1989-12-23,16,24.019,NYJ,,BUF,L 0-37,0,0,,0,,1,2,2.00,0,,,0,0,,0,0,0
17,1990,1990-09-09,1,24.279,NYJ,@,CIN,L 20-25,1,8,8.00,0,,0,0,,0,,,1,63,63.00,0,0,0
18,1991,1991-10-20,8,25.320,NYJ,@,IND,W 17-6,0,0,,0,,0,0,,0,,,2,41,20.50,0,0,0
19,1991,1991-11-03,9,25.334,NYJ,,GNB,W 19-16,0,0,,0,,,,,,,,0,0,,0,,
20,1991,1991-11-10,10,25.341,NYJ,,IND,L 27-28,0,0,,0,,0,0,,0,,,1,0,0.00,0,0,0
21,1991,1991-11-17,11,25.348,NYJ,@,NWE,W 28-21,2,2,1.00,1,,0,0,,0,,,2,17,8.50,0,1,6
22,1991,1991-11-24,12,25.355,NYJ,,SDG,W 24-3,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0
23,1991,1991-12-01,13,25.362,NYJ,@,BUF,L 13-24,0,0,,0,,0,0,,0,,,1,0,0.00,0,0,0
24,1991,1991-12-08,14,26.004,NYJ,@,DET,L 20-34,0,0,,0,,0,0,,0,,,1,31,31.00,0,0,0
25,1991,1991-12-15,15,26.011,NYJ,,NWE,L 3-6,0,0,,0,,0,0,,0,,,3,11,3.67,0,0,0
26,1991,1991-12-22,16,26.018,NYJ,@,MIA,W 23-20,0,0,,0,,,,,,,,0,0,,0,,
27,1992,1992-11-01,8,26.333,NYJ,,MIA,W 26-14,0,0,,0,,0,0,,0,0.0%,,,,,,0,
28,1992,1992-11-08,9,26.340,NYJ,@,DEN,L 16-27,0,0,,0,,0,0,,0,0.0%,,,,,,0,
29,1992,1992-11-15,10,26.347,NYJ,,CIN,W 17-14,4,-10,-2.50,0,,0,0,,0,0.0%,,0,0,,0,0,0
30,1992,1992-12-06,13,27.002,NYJ,@,BUF,W 24-17,0,0,,0,,0,0,,0,0.0%,,,,,,0,
31,1992,1992-12-13,14,27.009,NYJ,,IND,L 6-10,0,0,,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
32,1992,1992-12-20,15,27.016,NYJ,@,MIA,L 17-19,10,23,2.30,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
33,1992,1992-12-26,16,27.022,NYJ,,NOR,L 0-20,10,29,2.90,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0
