ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1978,1978-10-08,6,22.314,RAM,,SFO,W 27-10,1,15,15.00,0,0,0,,0,0,0
2,1978,1978-10-15,7,22.321,RAM,@,MIN,W 34-17,,,,,,,,,,
3,1978,1978-10-22,8,22.328,RAM,,NOR,L 3-10,,,,,,,,,,
4,1978,1978-10-30,9,22.336,RAM,@,ATL,L 7-15,,,,,,,,,,
5,1978,1978-11-05,10,22.342,RAM,,TAM,W 26-23,,,,,,,,,,
6,1978,1978-11-12,11,22.349,RAM,,PIT,W 10-7,1,5,5.00,0,0,0,,0,0,0
7,1978,1978-11-19,12,22.356,RAM,@,SFO,W 31-28,,,,,,,,,,
8,1978,1978-11-26,13,22.363,RAM,@,CLE,L 19-30,,,,,,,,,,
9,1978,1978-12-03,14,23.005,RAM,@,NYG,W 20-17,1,15,15.00,0,0,0,,0,0,0
10,1978,1978-12-11,15,23.013,RAM,,CIN,L 19-20,,,,,,,,,,
11,1978,1978-12-17,16,23.019,RAM,,GNB,W 31-14,,,,,,,,,,
12,1979,1979-09-02,1,23.278,RAM,,OAK,L 17-24,1,40,40.00,0,0,0,,0,0,0
13,1979,1979-09-06,2,23.282,RAM,@,DEN,W 13-9,2,37,18.50,0,0,0,,0,0,0
14,1979,1979-09-16,3,23.292,RAM,,SFO,W 27-24,1,24,24.00,0,0,0,,0,0,0
15,1979,1979-09-23,4,23.299,RAM,@,TAM,L 6-21,2,20,10.00,0,0,0,,0,0,0
16,1979,1979-10-07,6,23.313,RAM,@,NOR,W 35-17,1,15,15.00,0,0,0,,0,0,0
17,1979,1979-10-14,7,23.320,RAM,@,DAL,L 6-30,5,82,16.40,0,0,0,,0,0,0
18,1979,1979-10-21,8,23.327,RAM,,SDG,L 16-40,3,54,18.00,1,1,0,0.00,0,1,6
19,1979,1979-10-28,9,23.334,RAM,,NYG,L 14-20,7,94,13.43,1,0,0,,0,1,6
20,1979,1979-11-04,10,23.341,RAM,@,SEA,W 24-0,5,93,18.60,0,2,23,11.50,0,0,0
21,1979,1979-11-11,11,23.348,RAM,@,CHI,L 23-27,1,11,11.00,0,0,0,,0,0,0
22,1979,1979-11-19,12,23.356,RAM,,ATL,W 20-14,4,82,20.50,1,1,9,9.00,0,1,6
23,1979,1979-11-25,13,23.362,RAM,@,SFO,W 26-20,2,31,15.50,0,0,0,,0,0,0
24,1979,1979-12-02,14,24.004,RAM,,MIN,W 27-21,2,57,28.50,1,0,0,,0,1,6
25,1979,1979-12-09,15,24.011,RAM,@,ATL,W 34-13,3,62,20.67,0,0,0,,0,0,0
26,1979,1979-12-16,16,24.018,RAM,,NOR,L 14-29,4,64,16.00,0,0,0,,0,0,0
27,1980,1980-09-07,1,24.284,RAM,,DET,L 20-41,4,63,15.75,0,0,0,,0,0,0
28,1980,1980-09-11,2,24.288,RAM,@,TAM,L 9-10,2,28,14.00,0,0,0,,0,0,0
29,1980,1980-09-21,3,24.298,RAM,,GNB,W 51-21,2,20,10.00,1,0,0,,0,1,6
30,1980,1980-09-28,4,24.305,RAM,@,NYG,W 28-7,2,15,7.50,0,0,0,,0,0,0
31,1980,1980-10-05,5,24.312,RAM,,SFO,W 48-26,,,,,,,,,,
32,1980,1980-10-12,6,24.319,RAM,@,STL,W 21-13,3,21,7.00,0,0,0,,0,0,0
33,1980,1980-10-19,7,24.326,RAM,@,SFO,W 31-17,3,60,20.00,1,0,0,,0,1,6
34,1980,1980-10-26,8,24.333,RAM,@,ATL,L 10-13,2,31,15.50,0,0,0,,0,0,0
35,1980,1980-11-02,9,24.340,RAM,,NOR,W 45-31,,,,,,,,,,
36,1980,1980-11-09,10,24.347,RAM,,MIA,L 14-35,2,48,24.00,0,0,0,,0,0,0
37,1980,1980-11-16,11,24.354,RAM,@,NWE,W 17-14,1,44,44.00,0,0,0,,0,0,0
38,1980,1980-11-24,12,24.362,RAM,@,NOR,W 27-7,3,55,18.33,2,0,0,,0,2,12
39,1980,1980-11-30,13,25.002,RAM,,NYJ,W 38-13,1,16,16.00,0,1,-1,-1.00,0,0,0
40,1980,1980-12-07,14,25.009,RAM,@,BUF,L 7-10,,,,,,,,,,
41,1980,1980-12-15,15,25.017,RAM,,DAL,W 38-14,5,99,19.80,1,0,0,,0,1,6
42,1980,1980-12-21,16,25.023,RAM,,ATL,W 20-17,6,96,16.00,1,1,21,21.00,0,1,6
43,1981,1981-09-06,1,25.282,RAM,,HOU,L 20-27,2,29,14.50,0,0,0,,0,0,0
44,1981,1981-09-13,2,25.289,RAM,@,NOR,L 17-23,3,37,12.33,2,0,0,,0,2,12
45,1981,1981-09-20,3,25.296,RAM,,GNB,W 35-23,1,9,9.00,0,0,0,,0,0,0
46,1981,1981-09-28,4,25.304,RAM,@,CHI,W 24-7,3,47,15.67,0,1,3,3.00,0,0,0
47,1981,1981-10-04,5,25.310,RAM,,CLE,W 27-16,7,90,12.86,0,1,21,21.00,0,0,0
48,1981,1981-10-11,6,25.317,RAM,@,ATL,W 37-35,4,84,21.00,0,2,-8,-4.00,0,0,0
49,1981,1981-10-25,8,25.331,RAM,@,SFO,L 17-20,6,119,19.83,0,0,0,,0,0,0
50,1981,1981-11-01,9,25.338,RAM,,DET,W 20-13,6,119,19.83,0,1,-1,-1.00,0,0,0
51,1981,1981-11-08,10,25.345,RAM,,NOR,L 13-21,4,92,23.00,1,0,0,,0,1,6
52,1981,1981-11-15,11,25.352,RAM,@,CIN,L 10-24,2,47,23.50,0,0,0,,0,0,0
53,1981,1981-11-22,12,25.359,RAM,,SFO,L 31-33,5,56,11.20,1,1,14,14.00,0,1,6
54,1981,1981-11-29,13,26.001,RAM,@,PIT,L 0-24,0,0,,0,0,0,,0,0,
55,1981,1981-12-06,14,26.008,RAM,@,NYG,L 7-10,5,66,13.20,0,0,0,,0,0,0
56,1981,1981-12-14,15,26.016,RAM,,ATL,W 21-16,0,0,,0,0,0,,0,0,
57,1981,1981-12-20,16,26.022,RAM,,WAS,L 7-30,1,26,26.00,0,0,0,,0,0,0
58,1982,1982-09-12,1,26.288,RAM,@,GNB,L 23-35,1,8,8.00,0,0,0,,0,0,0
59,1982,1982-09-19,2,26.295,RAM,,DET,L 14-19,1,6,6.00,0,0,0,,0,0,0
60,1982,1982-11-21,3,26.358,RAM,@,ATL,L 17-34,3,29,9.67,0,0,0,,0,0,0
61,1982,1982-11-28,4,27.000,RAM,,KAN,W 20-14,0,0,,0,,,,,,
62,1982,1982-12-02,5,27.004,RAM,,SFO,L 24-30,4,66,16.50,0,0,0,,0,0,0
63,1982,1982-12-12,6,27.014,RAM,,DEN,L 24-27,1,22,22.00,0,0,0,,0,0,0
64,1982,1982-12-18,7,27.020,RAM,@,RAI,L 31-37,6,77,12.83,1,0,0,,0,1,6
65,1982,1982-12-26,8,27.028,RAM,,CHI,L 26-34,5,122,24.40,1,0,0,,0,1,6
66,1982,1983-01-02,9,27.035,RAM,@,SFO,W 21-20,4,53,13.25,0,0,0,,0,0,0
67,1983,1983-09-04,1,27.280,RAM,@,NYG,W 16-6,1,35,35.00,0,0,0,,0,0,0
68,1983,1983-09-25,4,27.301,RAM,@,NYJ,L 24-27,1,6,6.00,0,0,0,,0,0,0
69,1983,1983-10-02,5,27.308,RAM,,DET,W 21-10,2,24,12.00,0,0,0,,0,0,0
70,1983,1983-10-09,6,27.315,RAM,@,SFO,W 10-7,4,36,9.00,0,0,0,,0,0,0
71,1983,1983-10-16,7,27.322,RAM,,ATL,W 27-21,3,52,17.33,1,0,0,,0,1,6
72,1983,1983-10-23,8,27.329,RAM,,SFO,L 35-45,3,34,11.33,0,0,0,,0,0,0
73,1983,1983-10-30,9,27.336,RAM,@,MIA,L 14-30,0,0,,0,,,,,,
74,1983,1983-11-06,10,27.343,RAM,,CHI,W 21-14,3,36,12.00,1,0,0,,0,1,6
