ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-10-20,7,23.035,BUF,@,MIA,W 23-10,,,,,,,,,,,0.0%,,,,,,,
2,2002,2002-10-27,8,23.042,BUF,,DET,W 24-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2002,2002-11-03,9,23.049,BUF,,NWE,L 7-38,,,,,,,,,,,0.0%,,,,,,,
4,2002,2002-11-17,10,23.063,BUF,@,KAN,L 16-17,,,,,,,,,,,0.0%,,,,,,,
5,2002,2002-11-24,11,23.070,BUF,@,NYJ,L 13-31,,,,,,,,,,,0.0%,,,,,,,
6,2002,2002-12-01,12,23.077,BUF,,MIA,W 38-21,,,,,,,,,,,0.0%,,,,,,,
7,2002,2002-12-08,13,23.084,BUF,@,NWE,L 17-27,,,,,,,,,,,0.0%,,,,,,,
8,2002,2002-12-15,14,23.091,BUF,,SDG,W 20-13,,0,0,,0,0,0,0,,0,0.0%,,1,35,35.00,0,0,0
9,2002,2002-12-22,15,23.098,BUF,@,GNB,L 0-10,,,,,,,,,,,0.0%,,,,,,,
10,2002,2002-12-29,16,23.105,BUF,,CIN,W 27-9,,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
11,2003,2003-09-07,1,23.357,BUF,,NWE,W 31-0,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2003,2003-09-14,2,23.364,BUF,@,JAX,W 38-17,,7,22,3.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2003,2003-09-21,3,24.006,BUF,@,MIA,L 7-17,,6,22,3.67,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
14,2003,2003-09-28,4,24.013,BUF,,PHI,L 13-23,*,8,17,2.13,0,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0
15,2003,2003-10-05,5,24.020,BUF,,CIN,W 22-16,,1,-5,-5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
16,2003,2003-10-12,6,24.027,BUF,@,NYJ,L 3-30,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
17,2003,2003-10-19,7,24.034,BUF,,WAS,W 24-7,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,2003,2003-10-26,8,24.041,BUF,@,KAN,L 5-38,,,,,,,,,,,0.0%,,,,,,,
19,2003,2003-11-09,9,24.055,BUF,@,DAL,L 6-10,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
20,2003,2003-11-16,10,24.062,BUF,,HOU,L 10-12,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2003,2003-11-23,11,24.069,BUF,,IND,L 14-17,,,,,,0,,,,,0.0%,,,,,,,
22,2003,2003-11-30,12,24.076,BUF,@,NYG,W 24-7,,5,13,2.60,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0
23,2003,2003-12-07,13,24.083,BUF,,NYJ,W 17-6,,6,29,4.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2003,2003-12-14,14,24.090,BUF,@,TEN,L 26-28,,,,,,,,,,,0.0%,,,,,,,
25,2003,2003-12-21,15,24.097,BUF,,MIA,L 3-20,,,,,,,,,,,0.0%,,,,,,,
26,2003,2003-12-27,16,24.103,BUF,@,NWE,L 0-31,,,,,,,,,,,0.0%,,,,,,,
27,2004,2004-09-12,1,24.363,BUF,,JAX,L 10-13,,,,,,,,,,,0.0%,,,,,,,
28,2004,2004-09-19,2,25.004,BUF,@,OAK,L 10-13,,,,,,,,,,,0.0%,,,,,,,
29,2004,2004-10-03,3,25.018,BUF,,NWE,L 17-31,,,,,,0,,,,,0.0%,,,,,,,
30,2004,2004-10-10,4,25.025,BUF,@,NYJ,L 14-16,,,,,,,,,,,0.0%,,,,,,,
31,2004,2004-10-17,5,25.032,BUF,,MIA,W 20-13,,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,2004,2004-10-24,6,25.039,BUF,@,BAL,L 6-20,,,,,,0,,,,,0.0%,,,,,,,
33,2004,2004-10-31,7,25.046,BUF,,ARI,W 38-14,,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
34,2004,2004-11-07,8,25.053,BUF,,NYJ,W 22-17,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
35,2004,2004-11-14,9,25.060,BUF,@,NWE,L 6-29,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
36,2004,2004-11-21,10,25.067,BUF,,STL,W 37-17,,,,,,,,,,,0.0%,,,,,,,
37,2004,2004-11-28,11,25.074,BUF,@,SEA,W 38-9,,7,14,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,2004,2004-12-05,12,25.081,BUF,@,MIA,W 42-32,,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
39,2004,2004-12-12,13,25.088,BUF,,CLE,W 37-7,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
40,2004,2004-12-19,14,25.095,BUF,@,CIN,W 33-17,,,,,,1,,,,,0.0%,,,,,,,
41,2004,2004-12-26,15,25.102,BUF,@,SFO,W 41-7,,,,,,0,,,,,0.0%,,,,,,,
42,2004,2005-01-02,16,25.109,BUF,,PIT,L 24-29,,,,,,,,,,,0.0%,,,,,,,
43,2005,2005-09-11,1,25.361,BUF,,HOU,W 22-7,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
44,2005,2005-09-18,2,26.003,BUF,@,TAM,L 3-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
45,2005,2005-09-25,3,26.010,BUF,,ATL,L 16-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
46,2005,2005-10-02,4,26.017,BUF,@,NOR,L 7-19,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0
47,2005,2005-10-09,5,26.024,BUF,,MIA,W 20-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
48,2005,2005-10-16,6,26.031,BUF,,NYJ,W 27-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
49,2005,2005-10-23,7,26.038,BUF,@,OAK,L 17-38,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
50,2005,2005-10-30,8,26.045,BUF,@,NWE,L 16-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
51,2005,2005-11-13,9,26.059,BUF,,KAN,W 14-3,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
52,2005,2005-11-20,10,26.066,BUF,@,SDG,L 10-48,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
53,2005,2005-11-27,11,26.073,BUF,,CAR,L 9-13,,0,0,,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0
54,2005,2005-12-04,12,26.080,BUF,@,MIA,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0
55,2005,2005-12-11,13,26.087,BUF,,NWE,L 7-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
56,2005,2005-12-17,14,26.093,BUF,,DEN,L 17-28,,0,0,,0,1,1,19,19.00,1,100.0%,19.00,0,0,,0,1,6
57,2005,2005-12-24,15,26.100,BUF,@,CIN,W 37-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
58,2005,2006-01-01,16,26.108,BUF,@,NYJ,L 26-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
