ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-21,3,22.231,SDG,,BAL,L 10-24,,,,,,,,,,,
2,2003,2003-11-09,9,22.280,SDG,,MIN,W 42-28,,,,,,,,,,,
3,2004,2004-11-21,10,23.293,SDG,@,OAK,W 23-17,,,,,,,,,,,
4,2004,2004-11-28,11,23.300,SDG,@,KAN,W 34-31,,,,,,,,,,,
5,2004,2004-12-05,12,23.307,SDG,,DEN,W 20-17,,,,,,,,,,,
6,2004,2004-12-12,13,23.314,SDG,,TAM,W 31-24,,,,,,,,,,,
7,2004,2004-12-19,14,23.321,SDG,@,CLE,W 21-0,,,,,,,,,,,
8,2004,2004-12-26,15,23.328,SDG,@,IND,L 31-34,,,,,,,,,,,
9,2004,2005-01-02,16,23.335,SDG,,KAN,W 24-17,,0,0,,0,0.0,,,1,0,0
10,2005,2005-09-11,1,24.221,SDG,,DAL,L 24-28,,,,,,,,,,,
11,2005,2005-09-18,2,24.228,SDG,@,DEN,L 17-20,,,,,,,,,,,
12,2005,2005-09-25,3,24.235,SDG,,NYG,W 45-23,,,,,,,,,,,
13,2005,2005-10-02,4,24.242,SDG,@,NWE,W 41-17,,,,,,,,,,,
14,2005,2005-10-10,5,24.250,SDG,,PIT,L 22-24,,,,,,,,,,,
15,2005,2005-10-16,6,24.256,SDG,@,OAK,W 27-14,,,,,,,,,,,
16,2005,2005-10-23,7,24.263,SDG,@,PHI,L 17-20,,,,,,,,,,,
17,2005,2005-10-30,8,24.270,SDG,,KAN,W 28-20,,,,,,,,,,,
18,2005,2005-11-06,9,24.277,SDG,@,NYJ,W 31-26,,,,,,,,,,,
19,2005,2005-11-20,10,24.291,SDG,,BUF,W 48-10,,0,0,,0,0.0,,,1,10,0
20,2005,2005-11-27,11,24.298,SDG,@,WAS,W 23-17,,,,,,,,,,,
21,2005,2005-12-04,12,24.305,SDG,,OAK,W 34-10,,0,0,,0,1.0,,,0,0,0
22,2005,2005-12-11,13,24.312,SDG,,MIA,L 21-23,,,,,,,,,,,
23,2005,2005-12-18,14,24.319,SDG,@,IND,W 26-17,,,,,,,,,,,
24,2005,2005-12-24,15,24.325,SDG,@,KAN,L 7-20,,,,,,,,,,,
25,2005,2005-12-31,16,24.332,SDG,,DEN,L 7-23,,,,,,,,,,,
26,2006,2006-09-11,1,25.221,SDG,@,OAK,W 27-0,,,,,,,,,,,
27,2006,2006-09-17,2,25.227,SDG,,TEN,W 40-7,,,,,,,,,,,
28,2006,2006-10-01,3,25.241,SDG,@,BAL,L 13-16,,,,,,,,,,,
29,2006,2006-10-08,4,25.248,SDG,,PIT,W 23-13,,,,,,,,,,,
30,2006,2006-10-15,5,25.255,SDG,@,SFO,W 48-19,,,,,,,,,,,
31,2006,2006-10-22,6,25.262,SDG,@,KAN,L 27-30,,,,,,,,,,,
32,2006,2006-10-29,7,25.269,SDG,,STL,W 38-24,,,,,,,,,,,
33,2006,2006-11-05,8,25.276,SDG,,CLE,W 32-25,,,,,,,,,,,
34,2006,2006-11-12,9,25.283,SDG,@,CIN,W 49-41,,,,,,,,,,,
35,2006,2006-11-19,10,25.290,SDG,@,DEN,W 35-27,,,,,,,,,,,
36,2006,2006-11-26,11,25.297,SDG,,OAK,W 21-14,,,,,,,,,,,
37,2006,2006-12-03,12,25.304,SDG,@,BUF,W 24-21,,,,,,,,,,,
38,2006,2006-12-10,13,25.311,SDG,,DEN,W 48-20,,,,,,,,,,,
39,2006,2006-12-17,14,25.318,SDG,,KAN,W 20-9,,,,,,,,,,,
40,2006,2006-12-24,15,25.325,SDG,@,SEA,W 20-17,,,,,,,,,,,
41,2006,2006-12-31,16,25.332,SDG,,ARI,W 27-20,,,,,,,,,,,
42,2007,2007-09-09,1,26.219,SDG,,CHI,W 14-3,*,,,,,,,,,,
43,2007,2007-09-16,2,26.226,SDG,@,NWE,L 14-38,*,,,,,,,,,,
44,2007,2007-10-07,5,26.247,SDG,@,DEN,W 41-3,*,,,,,,,,,,
45,2007,2007-10-14,6,26.254,SDG,,OAK,W 28-14,*,,,,,,,,,,
46,2007,2007-10-28,7,26.268,SDG,,HOU,W 35-10,*,,,,,,,,,,
47,2007,2007-11-04,8,26.275,SDG,@,MIN,L 17-35,*,,,,,,,,,,
48,2007,2007-11-11,9,26.282,SDG,,IND,W 23-21,*,0,0,,0,0.0,,,1,4,0
49,2007,2007-11-18,10,26.289,SDG,@,JAX,L 17-24,*,,,,,,,,,,
50,2007,2007-11-25,11,26.296,SDG,,BAL,W 32-14,*,,,,,,,,,,
51,2007,2007-12-02,12,26.303,SDG,@,KAN,W 24-10,*,0,0,,0,1.0,,,0,0,0
52,2007,2007-12-09,13,26.310,SDG,@,TEN,W 23-17,*,0,0,,0,0.0,,,1,0,0
53,2007,2007-12-16,14,26.317,SDG,,DET,W 51-14,*,0,0,,0,0.0,,,1,7,0
54,2007,2007-12-24,15,26.325,SDG,,DEN,W 23-3,*,,,,,,,,,,
55,2007,2007-12-30,16,26.331,SDG,@,OAK,W 30-17,*,,,,,,,,,,
56,2008,2008-09-07,1,27.218,SDG,,CAR,L 24-26,*,0,0,,0,0.0,3,3,0,0,0
57,2008,2008-09-14,2,27.225,SDG,@,DEN,L 38-39,*,0,0,,0,0.0,6,1,0,0,0
58,2008,2008-09-22,3,27.233,SDG,,NYJ,W 48-29,*,0,0,,0,0.0,4,1,0,0,0
59,2008,2008-09-28,4,27.239,SDG,@,OAK,W 28-18,*,0,0,,0,0.0,2,1,0,0,0
60,2008,2008-10-05,5,27.246,SDG,@,MIA,L 10-17,*,0,0,,0,0.0,4,0,0,0,0
61,2008,2008-10-12,6,27.253,SDG,,NWE,W 30-10,,0,0,,0,0.0,5,1,0,0,0
62,2008,2008-10-19,7,27.260,SDG,@,BUF,L 14-23,,,,,,,,,,,
63,2008,2008-10-26,8,27.267,SDG,@,NOR,L 32-37,,0,0,,0,0.0,2,0,0,0,0
64,2008,2008-11-09,9,27.281,SDG,,KAN,W 20-19,,,,,,,,,,,
65,2008,2008-11-16,10,27.288,SDG,@,PIT,L 10-11,,0,0,,0,0.0,1,1,0,0,0
66,2008,2008-11-23,11,27.295,SDG,,IND,L 20-23,*,0,0,,0,0.0,6,1,0,0,0
67,2008,2008-11-30,12,27.302,SDG,,ATL,L 16-22,,0,0,,0,0.0,3,0,0,0,0
68,2008,2008-12-04,13,27.306,SDG,,OAK,W 34-7,,0,0,,0,0.0,2,0,1,8,0
69,2008,2008-12-14,14,27.316,SDG,@,KAN,W 22-21,*,0,0,,0,0.0,2,0,0,0,0
70,2008,2008-12-21,15,27.323,SDG,@,TAM,W 41-24,,0,0,,0,0.0,0,0,0,0,0
71,2008,2008-12-28,16,27.330,SDG,,DEN,W 52-21,,0,0,,0,0.0,0,1,0,0,0
72,2009,2009-10-25,6,28.265,SFO,@,HOU,L 21-24,,0,0,,0,0.0,0,0,0,0,0
73,2009,2009-11-01,7,28.272,SFO,@,IND,L 14-18,,0,0,,0,0.0,0,0,0,0,0
74,2009,2009-11-08,8,28.279,SFO,,TEN,L 27-34,,0,0,,0,0.0,0,1,0,0,0
75,2009,2009-11-12,9,28.283,SFO,,CHI,W 10-6,,0,0,,0,0.0,2,3,0,0,0
76,2009,2009-11-22,10,28.293,SFO,@,GNB,L 24-30,*,0,0,,0,0.0,2,2,0,0,0
77,2009,2009-11-29,11,28.300,SFO,,JAX,W 20-3,,0,0,,0,0.0,0,0,0,0,0
78,2009,2009-12-06,12,28.307,SFO,@,SEA,L 17-20,,0,0,,0,0.0,0,0,0,0,0
79,2009,2009-12-14,13,28.315,SFO,,ARI,W 24-9,,,,,,,,,,,
80,2009,2009-12-20,14,28.321,SFO,@,PHI,L 13-27,,0,0,,0,0.0,0,0,0,0,0
81,2009,2009-12-27,15,28.328,SFO,,DET,W 20-6,,,,,,,,,,,
82,2009,2010-01-03,16,28.335,SFO,@,STL,W 28-6,,0,0,,0,0.0,0,0,0,0,0
83,2010,2010-10-31,8,29.271,GNB,@,NYJ,W 9-0,,,,,,,,,,,
84,2010,2010-11-07,9,29.278,GNB,,DAL,W 45-7,,1,3,3.00,0,0.0,0,0,0,0,0
85,2010,2010-11-21,10,29.292,GNB,@,MIN,W 31-3,,,,,,,,,,,
86,2010,2010-11-28,11,29.299,GNB,@,ATL,L 17-20,,0,0,,0,0.0,0,1,0,0,0
87,2010,2010-12-19,14,29.320,GNB,@,NWE,L 27-31,,,,,,,,,,,
88,2010,2010-12-26,15,29.327,GNB,,NYG,W 45-17,,0,0,,0,0.0,0,0,0,0,0
89,2010,2011-01-02,16,29.334,GNB,,CHI,W 10-3,,,,,,,,,,,
